Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Taylor Heinicke,WAS,3,2,0,4,11.0,2022,154
Antonio Gibson,WAS,18,72,0,18,11.0,2022,154
Brian Robinson Jr.,WAS,15,57,0,14,11.0,2022,154
Curtis Samuel,WAS,2,18,1,10,11.0,2022,154
Jahan Dotson,WAS,1,3,0,3,11.0,2022,154
Terry McLaurin,WAS,1,1,0,1,11.0,2022,154
Logan Thomas,WAS,0,0,0,0,11.0,2022,154
Cam Sims,WAS,0,0,0,0,11.0,2022,154
John Bates,WAS,0,0,0,0,11.0,2022,154
Cole Turner,WAS,0,0,0,0,11.0,2022,154
Davis Mills,HOU,5,10,1,4,11.0,2022,154
Dameon Pierce,HOU,10,8,0,3,11.0,2022,154
Chris Moore,HOU,1,3,0,3,11.0,2022,154
Brandin Cooks,HOU,0,0,0,0,11.0,2022,154
Nico Collins,HOU,0,0,0,0,11.0,2022,154
O.J. Howard,HOU,0,0,0,0,11.0,2022,154
Jordan Akins,HOU,0,0,0,0,11.0,2022,154
Dare Ogunbowale,HOU,0,0,0,0,11.0,2022,154
Teagan Quitoriano,HOU,0,0,0,0,11.0,2022,154
Phillip Dorsett,HOU,0,0,0,0,11.0,2022,154
