#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:52,DEN 8,7,3:30,92,Touchdown,1,Broncos,11.0,2022,160
2,2,12:26,DEN 36,8,3:07,34,Field Goal,1,Broncos,11.0,2022,160
3,2,5:36,DEN 14,14,5:36,79,Missed FG,1,Broncos,11.0,2022,160
4,3,15:00,DEN 13,3,2:08,-1,Punt,1,Broncos,11.0,2022,160
5,3,10:37,DEN 25,6,2:53,15,Punt,1,Broncos,11.0,2022,160
6,3,4:35,DEN 28,9,4:39,38,Field Goal,1,Broncos,11.0,2022,160
7,4,13:52,DEN 24,3,1:50,-6,Punt,1,Broncos,11.0,2022,160
8,4,7:06,DEN 18,8,3:36,52,Field Goal,1,Broncos,11.0,2022,160
9,4,3:05,DEN 20,5,1:22,14,Punt,1,Broncos,11.0,2022,160
10,4,0:16,DEN 25,3,0:16,16,End of Half,1,Broncos,11.0,2022,160
