Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Ryan Tannehill,TEN,0,0,11.0,2022,151
Derrick Henry,TEN,0,0,11.0,2022,151
Dontrell Hilliard,TEN,0,0,11.0,2022,151
Treylon Burks,TEN,0,0,11.0,2022,151
Robert Woods,TEN,0,0,11.0,2022,151
Austin Hooper,TEN,0,0,11.0,2022,151
Chigoziem Okonkwo,TEN,0,0,11.0,2022,151
Nick Westbrook-Ikhine,TEN,0,0,11.0,2022,151
Geoff Swaim,TEN,0,0,11.0,2022,151
Aaron Rodgers,GNB,0,0,11.0,2022,151
Aaron Jones,GNB,1,0,11.0,2022,151
AJ Dillon,GNB,0,0,11.0,2022,151
Christian Watson,GNB,0,0,11.0,2022,151
Randall Cobb,GNB,0,0,11.0,2022,151
Allen Lazard,GNB,0,0,11.0,2022,151
Robert Tonyan,GNB,0,0,11.0,2022,151
Sammy Watkins,GNB,0,0,11.0,2022,151
