Player,Pos,home_team,team,week,year,game_id
Lamar Jackson,QB,1,Ravens,11.0,2022,157
Kenyan Drake,RB,1,Ravens,11.0,2022,157
Patrick Ricard,FB,1,Ravens,11.0,2022,157
Devin Duvernay,WR,1,Ravens,11.0,2022,157
Demarcus Robinson,WR,1,Ravens,11.0,2022,157
Mark Andrews,TE,1,Ravens,11.0,2022,157
Ronnie Stanley,T,1,Ravens,11.0,2022,157
Morgan Moses,T,1,Ravens,11.0,2022,157
Kevin Zeitler,G,1,Ravens,11.0,2022,157
Ben Powers,G,1,Ravens,11.0,2022,157
Tyler Linderbaum,C,1,Ravens,11.0,2022,157
Calais Campbell,DT,1,Ravens,11.0,2022,157
Broderick Washington Jr.,DT,1,Ravens,11.0,2022,157
Nnamdi Madubuike,DT,1,Ravens,11.0,2022,157
Jason Pierre-Paul,OLB,1,Ravens,11.0,2022,157
Patrick Queen,LB,1,Ravens,11.0,2022,157
Roquan Smith,LB,1,Ravens,11.0,2022,157
Malik Harrison,LB,1,Ravens,11.0,2022,157
Marcus Peters,CB,1,Ravens,11.0,2022,157
Marlon Humphrey,CB,1,Ravens,11.0,2022,157
Geno Stone,S,1,Ravens,11.0,2022,157
Chuck Clark,S,1,Ravens,11.0,2022,157
