Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Jaquan Brisker,CHI,0,0,0,0,0,0.0,11,7,4,1,0,0,0,0,1,11.0,2022,156
Jack Sanborn,CHI,0,0,0,0,0,0.0,9,8,1,0,1,1,0,0,0,11.0,2022,156
Kyler Gordon,CHI,0,0,0,0,0,0.0,7,4,3,1,0,0,0,0,0,11.0,2022,156
Eddie Jackson,CHI,0,0,0,0,1,0.0,7,6,1,0,0,0,0,0,0,11.0,2022,156
Nicholas Morrow,CHI,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0,11.0,2022,156
Justin Jones,CHI,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,11.0,2022,156
Joe Thomas,CHI,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,11.0,2022,156
Matthew Adams,CHI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,11.0,2022,156
Josh Blackwell,CHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,11.0,2022,156
Ryan Griffin,CHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,11.0,2022,156
Jaylon Johnson,CHI,0,0,0,0,0,0.0,2,1,1,0,0,1,17,0,0,11.0,2022,156
Trevis Gipson,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
DeAndre Houston-Carson,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,11.0,2022,156
Darnell Mooney,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Al-Quadin Muhammad,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2022,156
Mike Pennel,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Dominique Robinson,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2022,156
Kindle Vildor,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2022,156
Armon Watts,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Trestan Ebner,CHI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,11.0,2022,156
Justin Fields,CHI,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,11.0,2022,156
Jaylinn Hawkins,ATL,1,0,0,0,1,0.0,3,1,2,0,0,0,0,0,0,11.0,2022,156
Arnold Ebiketie,ATL,0,0,0,0,0,1.0,6,5,1,2,1,0,0,0,0,11.0,2022,156
Lorenzo Carter,ATL,0,0,0,0,0,1.0,5,4,1,1,1,0,0,0,0,11.0,2022,156
Abdullah Anderson,ATL,0,0,0,0,0,1.0,4,3,1,1,1,0,0,0,0,11.0,2022,156
Grady Jarrett,ATL,0,0,0,0,1,1.0,2,1,1,1,1,0,0,0,0,11.0,2022,156
Rashaan Evans,ATL,0,0,0,0,0,0.0,11,8,3,0,0,0,0,0,0,11.0,2022,156
Mykal Walker,ATL,0,0,0,0,2,0.0,8,3,5,1,0,0,0,0,0,11.0,2022,156
Darren Hall,ATL,0,0,0,0,0,0.0,7,7,0,0,0,0,0,0,0,11.0,2022,156
Richie Grant,ATL,0,0,0,0,0,0.0,6,1,5,0,0,0,0,0,0,11.0,2022,156
Troy Andersen,ATL,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,11.0,2022,156
Isaiah Oliver,ATL,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0,11.0,2022,156
AJ Terrell,ATL,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,11.0,2022,156
DeAngelo Malone,ATL,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,11.0,2022,156
Timmy Horne,ATL,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,11.0,2022,156
DeAundre Alford,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Jalen Dalton,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2022,156
Erik Harris,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Chris Lindstrom,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
Adetokunbo Ogundeji,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2022,156
