Player,Pos,home_team,team,week,year,game_id
Matthew Stafford,QB,0,Rams,11.0,2022,159
Darrell Henderson,RB,0,Rams,11.0,2022,159
Ben Skowronek,WR,0,Rams,11.0,2022,159
Van Jefferson,WR,0,Rams,11.0,2022,159
Allen Robinson,WR,0,Rams,11.0,2022,159
Tyler Higbee,TE,0,Rams,11.0,2022,159
Rob Havenstein,OL,0,Rams,11.0,2022,159
Coleman Shelton,OL,0,Rams,11.0,2022,159
Oday Aboushi,T,0,Rams,11.0,2022,159
Ty Nsekhe,T,0,Rams,11.0,2022,159
Matt Skura,C,0,Rams,11.0,2022,159
Aaron Donald,DT,0,Rams,11.0,2022,159
A'Shawn Robinson,DT,0,Rams,11.0,2022,159
Greg Gaines,DT,0,Rams,11.0,2022,159
Terrell Lewis,OLB,0,Rams,11.0,2022,159
Leonard Floyd,OLB,0,Rams,11.0,2022,159
Ernest Jones,LB,0,Rams,11.0,2022,159
Bobby Wagner,LB,0,Rams,11.0,2022,159
Troy Hill,CB,0,Rams,11.0,2022,159
Taylor Rapp,DB,0,Rams,11.0,2022,159
Jalen Ramsey,DB,0,Rams,11.0,2022,159
Nick Scott,S,0,Rams,11.0,2022,159
