Player,Pos,home_team,team,week,year,game_id
Jalen Hurts,QB,0,Eagles,11.0,2022,158
Miles Sanders,RB,0,Eagles,11.0,2022,158
A.J. Brown,WR,0,Eagles,11.0,2022,158
Quez Watkins,WR,0,Eagles,11.0,2022,158
DeVonta Smith,WR,0,Eagles,11.0,2022,158
Jack Stoll,TE,0,Eagles,11.0,2022,158
Lane Johnson,T,0,Eagles,11.0,2022,158
Jordan Mailata,T,0,Eagles,11.0,2022,158
Landon Dickerson,G,0,Eagles,11.0,2022,158
Isaac Seumalo,G,0,Eagles,11.0,2022,158
Jason Kelce,C,0,Eagles,11.0,2022,158
Josh Sweat,DE,0,Eagles,11.0,2022,158
Linval Joseph,DT,0,Eagles,11.0,2022,158
Javon Hargrave,DT,0,Eagles,11.0,2022,158
Fletcher Cox,DT,0,Eagles,11.0,2022,158
Haason Reddick,LB,0,Eagles,11.0,2022,158
T.J. Edwards,LB,0,Eagles,11.0,2022,158
Kyzir White,LB,0,Eagles,11.0,2022,158
James Bradberry,CB,0,Eagles,11.0,2022,158
Darius Slay,CB,0,Eagles,11.0,2022,158
C.J. Gardner-Johnson,S,0,Eagles,11.0,2022,158
Marcus Epps,S,0,Eagles,11.0,2022,158
