Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jared Goff,DET,4,-1,0,2,11.0,2022,153
Justin Jackson,DET,9,66,0,27,11.0,2022,153
Jamaal Williams,DET,17,64,3,15,11.0,2022,153
D'Andre Swift,DET,5,20,1,16,11.0,2022,153
Kalif Raymond,DET,1,7,0,7,11.0,2022,153
Amon-Ra St. Brown,DET,1,4,0,4,11.0,2022,153
Brock Wright,DET,0,0,0,0,11.0,2022,153
Tom Kennedy,DET,0,0,0,0,11.0,2022,153
Jason Cabinda,DET,0,0,0,0,11.0,2022,153
DJ Chark,DET,0,0,0,0,11.0,2022,153
Daniel Jones,NYG,7,50,1,15,11.0,2022,153
Saquon Barkley,NYG,15,22,0,4,11.0,2022,153
Matt Breida,NYG,3,13,1,5,11.0,2022,153
Wan'Dale Robinson,NYG,1,4,0,4,11.0,2022,153
Darius Slayton,NYG,0,0,0,0,11.0,2022,153
Richie James,NYG,0,0,0,0,11.0,2022,153
Isaiah Hodgins,NYG,0,0,0,0,11.0,2022,153
Kenny Golladay,NYG,0,0,0,0,11.0,2022,153
Lawrence Cager,NYG,0,0,0,0,11.0,2022,153
