Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tyler Higbee,LAR,8,4,45,0,2.0,34,8.5,11,2.8,6.5,0,,1,12.5,0,67.2,11.0,2022,159
Allen Robinson,LAR,5,4,47,1,4.0,36,9.0,11,2.8,12.2,0,,1,20.0,0,145.4,11.0,2022,159
Van Jefferson,LAR,5,3,41,0,2.0,36,12.0,5,1.7,13.0,0,,0,0.0,0,86.2,11.0,2022,159
Brandon Powell,LAR,2,2,16,0,,1,0.5,15,7.5,0.5,0,,0,0.0,0,100.0,11.0,2022,159
Tutu Atwell,LAR,1,1,62,1,1.0,46,46.0,16,16.0,46.0,0,,0,0.0,0,158.3,11.0,2022,159
Ben Skowronek,LAR,4,1,4,0,,3,3.0,1,1.0,13.5,0,,0,0.0,0,39.6,11.0,2022,159
Kyren Williams,LAR,2,1,8,0,1.0,0,0.0,8,8.0,-0.5,1,1.0,0,0.0,0,60.4,11.0,2022,159
Chris Olave,NOR,6,5,102,1,4.0,76,15.2,26,5.2,17.2,0,,0,0.0,0,158.3,11.0,2022,159
Alvin Kamara,NOR,5,4,47,0,3.0,10,2.5,37,9.3,1.2,0,,1,20.0,0,105.8,11.0,2022,159
Juwan Johnson,NOR,4,3,47,1,2.0,34,11.3,13,4.3,14.3,0,,0,0.0,0,153.1,11.0,2022,159
Jarvis Landry,NOR,4,3,33,1,3.0,24,8.0,9,3.0,9.3,1,3.0,0,0.0,0,138.5,11.0,2022,159
Adam Trautman,NOR,3,3,12,0,,7,2.3,5,1.7,2.3,0,,0,0.0,0,83.3,11.0,2022,159
Marquez Callaway,NOR,1,1,6,0,,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7,11.0,2022,159
Taysom Hill,NOR,1,1,8,0,1.0,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,11.0,2022,159
David Johnson,NOR,1,1,11,0,1.0,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5,11.0,2022,159
Rashid Shaheed,NOR,2,1,8,0,,-1,-1.0,9,9.0,2.5,0,,0,0.0,0,60.4,11.0,2022,159
