Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Patriots,7.0,-9.78,0.48,-9.93,0.0,18.64,12.05,6.7,0.0,-5.4,-3.21,1.55,3.36,0.13,-7.23,11.0,2022,155
Jets,-7.0,-18.64,-12.05,-6.7,0.0,9.78,-0.48,9.93,0.0,5.4,-1.55,3.21,-0.13,-3.36,7.23,11.0,2022,155
