#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:54,LAC 25,3,1:21,75,Touchdown,1,Chargers,11.0,2022,163
2,1,5:58,LAC 25,9,3:23,47,Field Goal,1,Chargers,11.0,2022,163
3,2,14:13,LAC 33,5,2:43,5,Punt,1,Chargers,11.0,2022,163
4,2,10:34,LAC 30,13,7:03,70,Touchdown,1,Chargers,11.0,2022,163
5,2,2:41,LAC 39,9,2:27,58,Field Goal,1,Chargers,11.0,2022,163
6,3,15:00,LAC 11,5,3:48,9,Punt,1,Chargers,11.0,2022,163
7,3,6:22,LAC 25,3,1:37,9,Punt,1,Chargers,11.0,2022,163
8,4,14:50,LAC 25,8,4:41,43,Fumble,1,Chargers,11.0,2022,163
9,4,6:47,LAC 36,10,5:01,64,Touchdown,1,Chargers,11.0,2022,163
10,4,0:31,LAC 25,2,0:15,-5,Interception,1,Chargers,11.0,2022,163
