Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Jordan Mailata,T,68,100%,0,0%,3,12%,0,Eagles,11.0,2022,158
Landon Dickerson,G,68,100%,0,0%,3,12%,0,Eagles,11.0,2022,158
Isaac Seumalo,G,68,100%,0,0%,3,12%,0,Eagles,11.0,2022,158
Jason Kelce,C,68,100%,0,0%,0,0%,0,Eagles,11.0,2022,158
Lane Johnson,T,68,100%,0,0%,0,0%,0,Eagles,11.0,2022,158
Jalen Hurts,QB,68,100%,0,0%,0,0%,0,Eagles,11.0,2022,158
DeVonta Smith,WR,64,94%,0,0%,0,0%,0,Eagles,11.0,2022,158
A.J. Brown,WR,60,88%,0,0%,0,0%,0,Eagles,11.0,2022,158
Jack Stoll,TE,55,81%,0,0%,7,28%,0,Eagles,11.0,2022,158
Miles Sanders,RB,44,65%,0,0%,0,0%,0,Eagles,11.0,2022,158
Quez Watkins,WR,36,53%,0,0%,0,0%,0,Eagles,11.0,2022,158
Zach Pascal,WR,29,43%,0,0%,16,64%,0,Eagles,11.0,2022,158
Grant Calcaterra,TE,19,28%,0,0%,5,20%,0,Eagles,11.0,2022,158
Boston Scott,RB,13,19%,0,0%,5,20%,0,Eagles,11.0,2022,158
Kenneth Gainwell,RB,11,16%,0,0%,3,12%,0,Eagles,11.0,2022,158
Tyree Jackson,TE,9,13%,0,0%,4,16%,0,Eagles,11.0,2022,158
Marcus Epps,SS,0,0%,65,100%,10,40%,0,Eagles,11.0,2022,158
C.J. Gardner-Johnson,SS,0,0%,65,100%,0,0%,0,Eagles,11.0,2022,158
Darius Slay,CB,0,0%,65,100%,0,0%,0,Eagles,11.0,2022,158
James Bradberry,CB,0,0%,65,100%,0,0%,0,Eagles,11.0,2022,158
T.J. Edwards,LB,0,0%,63,97%,1,4%,0,Eagles,11.0,2022,158
Kyzir White,LB,0,0%,56,86%,1,4%,0,Eagles,11.0,2022,158
Haason Reddick,LB,0,0%,50,77%,1,4%,0,Eagles,11.0,2022,158
Josiah Scott,CB,0,0%,48,74%,1,4%,0,Eagles,11.0,2022,158
Fletcher Cox,DT,0,0%,48,74%,1,4%,0,Eagles,11.0,2022,158
Javon Hargrave,DT,0,0%,47,72%,6,24%,0,Eagles,11.0,2022,158
Josh Sweat,DE,0,0%,36,55%,6,24%,0,Eagles,11.0,2022,158
Brandon Graham,DE,0,0%,29,45%,5,20%,0,Eagles,11.0,2022,158
Linval Joseph,NT,0,0%,26,40%,0,0%,0,Eagles,11.0,2022,158
Milton Williams,DT,0,0%,18,28%,5,20%,0,Eagles,11.0,2022,158
Ndamukong Suh,DE,0,0%,17,26%,0,0%,0,Eagles,11.0,2022,158
Robert Quinn,LB,0,0%,10,15%,0,0%,0,Eagles,11.0,2022,158
Patrick Johnson,LB,0,0%,5,8%,20,80%,0,Eagles,11.0,2022,158
Reed Blankenship,SS,0,0%,2,3%,16,64%,0,Eagles,11.0,2022,158
Andre Chachere,CB,0,0%,0,0%,22,88%,0,Eagles,11.0,2022,158
Zech McPhearson,CB,0,0%,0,0%,22,88%,0,Eagles,11.0,2022,158
Nakobe Dean,LB,0,0%,0,0%,21,84%,0,Eagles,11.0,2022,158
Shaun Bradley,LB,0,0%,0,0%,21,84%,0,Eagles,11.0,2022,158
K'Von Wallace,SS,0,0%,0,0%,17,68%,0,Eagles,11.0,2022,158
Kyron Johnson,LB,0,0%,0,0%,16,64%,0,Eagles,11.0,2022,158
Jake Elliott,K,0,0%,0,0%,7,28%,0,Eagles,11.0,2022,158
Arryn Siposs,P,0,0%,0,0%,7,28%,0,Eagles,11.0,2022,158
Rick Lovato,LS,0,0%,0,0%,7,28%,0,Eagles,11.0,2022,158
Britain Covey,WR,0,0%,0,0%,4,16%,0,Eagles,11.0,2022,158
Cam Jurgens,C,0,0%,0,0%,3,12%,0,Eagles,11.0,2022,158
Jack Driscoll,T,0,0%,0,0%,3,12%,0,Eagles,11.0,2022,158
Andre Dillard,T,0,0%,0,0%,3,12%,0,Eagles,11.0,2022,158
