Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
DeVonta Smith,PHI,9,6,78,0,2.0,63,10.5,15,2.5,13.2,0,,0,0.0,0,93.7,11.0,2022,158
A.J. Brown,PHI,7,5,60,0,2.0,28,5.6,32,6.4,7.6,1,5.0,0,0.0,0,97.3,11.0,2022,158
Boston Scott,PHI,2,2,4,0,,-9,-4.5,13,6.5,-4.5,0,,0,0.0,0,79.2,11.0,2022,158
Quez Watkins,PHI,2,2,31,1,2.0,25,12.5,6,3.0,12.5,0,,0,0.0,0,158.3,11.0,2022,158
Zach Pascal,PHI,1,1,9,0,,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2,11.0,2022,158
Miles Sanders,PHI,1,1,1,0,0.0,-7,-7.0,8,8.0,-7.0,0,,0,0.0,0,79.2,11.0,2022,158
Jack Stoll,PHI,1,1,7,0,,5,5.0,2,2.0,5.0,0,,0,0.0,0,95.8,11.0,2022,158
Michael Pittman Jr.,IND,7,6,75,0,3.0,44,7.3,31,5.2,6.7,0,,0,0.0,0,111.3,11.0,2022,158
Parris Campbell,IND,6,5,67,0,3.0,51,10.2,16,3.2,9.5,0,,0,0.0,0,113.2,11.0,2022,158
Deon Jackson,IND,4,4,3,0,,-10,-2.5,13,3.3,-2.5,0,,0,0.0,0,79.2,11.0,2022,158
Alec Pierce,IND,8,3,28,0,1.0,21,7.0,7,2.3,11.3,0,,0,0.0,0,47.9,11.0,2022,158
Jonathan Taylor,IND,4,3,10,0,0.0,-15,-5.0,25,8.3,-3.3,0,,0,0.0,0,77.1,11.0,2022,158
Mo Alie-Cox,IND,1,1,14,0,1.0,2,2.0,12,12.0,2.0,1,1.0,0,0.0,0,118.7,11.0,2022,158
Kylen Granson,IND,1,1,16,0,1.0,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7,11.0,2022,158
