Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA,week,year,game_id
4.0,4:18,2.0,10.0,PIT 27,34.0,23.0,Kenny Pickett pass complete short left to Pat Freiermuth for 1 yard (tackle by Germaine Pratt),0.2,-0.36,11.0,2022,161
4.0,3:51,3.0,9.0,PIT 28,34.0,23.0,Kenny Pickett pass incomplete short right intended for Steven Sims,-0.36,-1.5,11.0,2022,161
4.0,3:42,,,,,,Timeout #2 by Cincinnati Bengals,,,11.0,2022,161
4.0,3:42,4.0,9.0,PIT 28,34.0,23.0,Kenny Pickett pass incomplete short left intended for Pat Freiermuth,-1.5,-3.71,11.0,2022,161
4.0,3:35,1.0,10.0,PIT 28,34.0,23.0,Samaje Perine right guard for 2 yards (tackle by Montravius Adams and Cameron Heyward),3.71,3.44,11.0,2022,161
4.0,3:31,,,,,,Timeout #1 by Pittsburgh Steelers,,,11.0,2022,161
4.0,3:31,2.0,8.0,PIT 26,34.0,23.0,Trayveon Williams left tackle for -1 yards (tackle by Robert Spillane),3.44,2.61,11.0,2022,161
4.0,3:26,,,,,,Timeout #2 by Pittsburgh Steelers,,,11.0,2022,161
4.0,3:26,3.0,9.0,PIT 27,34.0,23.0,Samaje Perine right tackle for 1 yard (tackle by Chris Wormley and T.J. Watt),2.61,1.74,11.0,2022,161
4.0,3:22,,,,,,Timeout #3 by Pittsburgh Steelers,,,11.0,2022,161
4.0,3:22,4.0,8.0,PIT 26,37.0,23.0,Evan McPherson 44 yard field goal good,1.74,3.0,11.0,2022,161
4.0,3:18,,,CIN 35,37.0,23.0,"Evan McPherson kicks off 59 yards, returned by Steven Sims for 22 yards (tackle by Clay Johnston)",0.0,0.81,11.0,2022,161
4.0,3:13,1.0,10.0,PIT 28,37.0,23.0,Kenny Pickett sacked by Trey Hendrickson for -6 yards,0.81,-0.55,11.0,2022,161
4.0,2:48,2.0,16.0,PIT 22,37.0,23.0,Kenny Pickett pass complete short right to Pat Freiermuth for 9 yards (tackle by Logan Wilson),-0.55,-0.03,11.0,2022,161
4.0,2:30,3.0,7.0,PIT 31,37.0,23.0,Kenny Pickett pass complete short middle to Najee Harris for 11 yards (tackle by Logan Wilson and Tre Flowers),-0.03,1.73,11.0,2022,161
4.0,2:11,1.0,10.0,PIT 42,37.0,23.0,Kenny Pickett pass complete short right to Pat Freiermuth for 9 yards (tackle by Tre Flowers and Eli Apple),1.73,2.4,11.0,2022,161
4.0,2:00,2.0,1.0,CIN 49,37.0,23.0,Kenny Pickett pass incomplete deep left intended for George Pickens,2.4,1.69,11.0,2022,161
4.0,1:54,3.0,1.0,CIN 49,37.0,23.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 9 yards (tackle by Logan Wilson),1.69,2.92,11.0,2022,161
4.0,1:36,1.0,10.0,CIN 40,37.0,23.0,Kenny Pickett pass complete deep left to Gunner Olszewski for 31 yards (tackle by Cam Taylor-Britt),2.92,5.14,11.0,2022,161
4.0,1:09,,,,,,Timeout #3 by Cincinnati Bengals,,,11.0,2022,161
4.0,1:09,1.0,9.0,CIN 9,37.0,23.0,Kenny Pickett pass complete short middle to Gunner Olszewski for 8 yards (tackle by Cam Taylor-Britt),5.14,5.91,11.0,2022,161
4.0,0:47,2.0,1.0,CIN 1,37.0,29.0,"Najee Harris up the middle for 1 yard, touchdown",5.91,7.0,11.0,2022,161
4.0,0:45,,,CIN 15,37.0,30.0,Matthew Wright kicks extra point good,0.0,0.0,11.0,2022,161
4.0,0:44,,,PIT 35,37.0,30.0,"Matthew Wright kicks onside 18 yards, recovered by Tyler Boyd. Penalty on George Pickens: Disqualification / Defense, 15 yards (accepted)",0.0,3.05,11.0,2022,161
4.0,0:44,1.0,10.0,PIT 38,37.0,30.0,Joe Burrow kneels for -1 yards,3.05,2.37,11.0,2022,161
4.0,0:33,2.0,11.0,PIT 39,37.0,30.0,Joe Burrow kneels for -1 yards,2.37,1.55,11.0,2022,161
