Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Caleb Williams,CHI,20,39,256,11,25.0,524,13.4,155,7.8,4.0,101,5.1,2,5.6%,9,25.0%,5,8,0,4,9,18.8%,4,9.8,13.0,2024,180
Jared Goff,DET,21,34,221,12,34.3,203,6.0,82,3.9,2.4,139,6.6,0,0.0%,5,16.1%,1,11,1,2,4,11.4%,0,,13.0,2024,180
