Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
David Njoku,CLE,17,9,52,2,3.0,35,3.9,17,1.9,5.5,1,9.0,3,17.6,1,73.7,13.0,2024,195
Jerry Jeudy,CLE,13,9,235,1,9.0,138,15.3,97,10.8,15.8,0,,0,0.0,0,137.5,13.0,2024,195
Elijah Moore,CLE,14,8,111,0,5.0,92,11.5,19,2.4,9.4,0,,1,7.1,1,53.0,13.0,2024,195
Michael Woods II,CLE,5,3,43,0,3.0,26,8.7,17,5.7,10.4,0,,0,0.0,0,87.9,13.0,2024,195
Nick Chubb,CLE,2,2,24,1,2.0,0,0.0,24,12.0,0.0,0,,0,0.0,0,156.2,13.0,2024,195
Jamari Thrash,CLE,2,2,11,0,1.0,5,2.5,6,3.0,2.5,0,,0,0.0,0,89.6,13.0,2024,195
Jerome Ford,CLE,1,1,21,0,1.0,4,4.0,17,17.0,4.0,0,,0,0.0,0,118.7,13.0,2024,195
Jordan Akins,CLE,1,0,0,0,,0,,0,,0.0,0,,0,0.0,1,0.0,13.0,2024,195
Kadarius Toney,CLE,1,0,0,0,,0,,0,,-5.0,0,,0,0.0,0,39.6,13.0,2024,195
Blake Whiteheart,CLE,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6,13.0,2024,195
Courtland Sutton,DEN,9,6,102,0,6.0,84,14.0,18,3.0,20.1,0,,1,11.1,0,104.9,13.0,2024,195
Lucas Krull,DEN,3,3,24,0,1.0,14,4.7,10,3.3,4.7,0,,0,0.0,0,100.0,13.0,2024,195
Marvin Mims,DEN,4,3,105,1,1.0,25,8.3,80,26.7,19.3,0,,0,0.0,1,116.7,13.0,2024,195
Troy Franklin,DEN,5,2,28,0,1.0,2,1.0,26,13.0,19.6,0,,0,0.0,1,19.2,13.0,2024,195
Jaleel McLaughlin,DEN,2,1,0,0,0.0,-7,-7.0,7,7.0,-7.0,0,,0,0.0,0,56.2,13.0,2024,195
Devaughn Vele,DEN,4,1,16,0,1.0,16,16.0,0,0.0,9.8,0,,0,0.0,0,43.7,13.0,2024,195
Javonte Williams,DEN,2,1,3,0,0.0,1,1.0,2,2.0,0.0,0,,1,50.0,0,56.2,13.0,2024,195
Nate Adkins,DEN,1,1,16,0,1.0,6,6.0,10,10.0,6.0,0,,0,0.0,0,118.7,13.0,2024,195
Adam Trautman,DEN,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6,13.0,2024,195
