Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Texans won the coin toss and deferred, Jaguars to receive the opening kickoff.",,,13.0,2024,190
1.0,15:00,,,HOU 35,0.0,0.0,"Ka'imi Fairbairn kicks off 65 yards, returned by Devin Duvernay for 22 yards (tackle by Myles Bryant)",0.0,0.41,13.0,2024,190
1.0,14:54,1.0,10.0,JAX 22,0.0,0.0,Travis Etienne up the middle for 4 yards (tackle by Eric Murray and Azeez Al-Shaair),0.41,0.41,13.0,2024,190
1.0,14:17,2.0,6.0,JAX 26,0.0,0.0,Trevor Lawrence pass complete short left to Evan Engram for 3 yards (tackle by Azeez Al-Shaair and Jimmie Ward),0.41,0.1,13.0,2024,190
1.0,13:36,3.0,3.0,JAX 29,0.0,0.0,Trevor Lawrence pass incomplete deep right intended for Brian Thomas (defended by Derek Stingley),0.1,-1.44,13.0,2024,190
1.0,13:29,4.0,3.0,JAX 29,0.0,0.0,"Logan Cooke punts 64 yards, returned by Robert Woods for 10 yards (tackle by Ross Matiscik)",-1.44,0.06,13.0,2024,190
1.0,13:17,1.0,10.0,HOU 17,0.0,0.0,C.J. Stroud pass incomplete short left intended for Nico Collins,-0.06,-0.58,13.0,2024,190
1.0,13:14,2.0,10.0,HOU 17,0.0,0.0,C.J. Stroud pass complete short left to Dalton Schultz for 6 yards (tackle by Devin Lloyd and Josh Hines-Allen),-0.58,-0.49,13.0,2024,190
1.0,12:33,3.0,4.0,HOU 23,0.0,0.0,C.J. Stroud pass complete short left to Dalton Schultz for 16 yards (tackle by Tyson Campbell),-0.49,1.53,13.0,2024,190
1.0,11:52,1.0,10.0,HOU 39,0.0,0.0,C.J. Stroud pass complete short middle to Nico Collins for 10 yards (tackle by Tyson Campbell),1.53,2.19,13.0,2024,190
1.0,11:32,1.0,10.0,HOU 49,0.0,0.0,C.J. Stroud pass complete short right to Joe Mixon for 9 yards (tackle by Darnell Savage),2.19,2.86,13.0,2024,190
1.0,11:02,2.0,1.0,JAX 42,0.0,0.0,Joe Mixon left end for no gain (tackle by Tyson Campbell),2.86,2.15,13.0,2024,190
1.0,10:24,3.0,1.0,JAX 42,0.0,0.0,Joe Mixon right guard for 3 yards (tackle by Travon Walker and Andre Cisco),2.15,2.98,13.0,2024,190
1.0,9:42,1.0,10.0,JAX 39,0.0,0.0,Joe Mixon left end for 2 yards (tackle by DaVon Hamilton),2.98,2.71,13.0,2024,190
1.0,8:54,2.0,8.0,JAX 37,0.0,0.0,"C.J. Stroud pass complete short middle to Nico Collins for 15 yards (tackle by Tyson Campbell). Penalty on Cade Stover: Offensive Offside, 5 yards (accepted) (no play)",2.71,2.04,13.0,2024,190
1.0,8:29,2.0,13.0,JAX 42,0.0,0.0,C.J. Stroud pass incomplete short middle intended for Dalton Schultz (defended by Foyesade Oluokun),2.04,1.36,13.0,2024,190
1.0,8:26,3.0,13.0,JAX 42,0.0,0.0,C.J. Stroud sacked by Travon Walker for -13 yards,1.36,-0.39,13.0,2024,190
1.0,7:36,4.0,26.0,HOU 45,0.0,0.0,"Tommy Townsend punts 39 yards, fair catch by Devin Duvernay at JAC-16",-0.39,0.14,13.0,2024,190
1.0,7:29,1.0,10.0,JAX 16,0.0,0.0,Trevor Lawrence pass complete short left to Travis Etienne for 2 yards (tackle by Azeez Al-Shaair),-0.14,-0.35,13.0,2024,190
1.0,6:52,2.0,8.0,JAX 18,0.0,0.0,Travis Etienne up the middle for -3 yards (tackle by Tim Settle),-0.35,-1.47,13.0,2024,190
1.0,6:05,,,,,,Timeout #1 by Jacksonville Jaguars,,,13.0,2024,190
1.0,6:05,3.0,11.0,JAX 15,0.0,0.0,"Trevor Lawrence pass complete deep right to Parker Washington for 30 yards (tackle by Kamari Lassiter). Penalty on Denico Autry: Defensive Offside, 5 yards (declined)",-1.47,1.93,13.0,2024,190
1.0,5:37,1.0,10.0,JAX 45,0.0,0.0,Tank Bigsby right tackle for 2 yards (tackle by Derek Barnett and Mario Edwards),1.93,1.65,13.0,2024,190
1.0,5:01,2.0,8.0,JAX 47,0.0,0.0,Trevor Lawrence pass incomplete short right intended for Luke Farrell,1.65,0.96,13.0,2024,190
1.0,4:57,3.0,8.0,JAX 47,0.0,0.0,Trevor Lawrence pass incomplete short right intended for Parker Washington,0.96,-0.26,13.0,2024,190
1.0,4:52,4.0,8.0,JAX 47,0.0,0.0,"Logan Cooke punts 40 yards, returned by Robert Woods for 3 yards (tackle by Tim Jones and Daniel Thomas)",-0.26,0.14,13.0,2024,190
1.0,4:41,1.0,10.0,HOU 16,0.0,0.0,C.J. Stroud pass complete short left to Nico Collins for 15 yards (tackle by Darnell Savage),-0.14,1.0,13.0,2024,190
1.0,4:00,1.0,10.0,HOU 31,0.0,0.0,C.J. Stroud pass incomplete short right,1.0,0.46,13.0,2024,190
1.0,3:53,2.0,10.0,HOU 31,0.0,0.0,Joe Mixon left end for 2 yards (tackle by Maason Smith),0.46,0.04,13.0,2024,190
1.0,3:12,3.0,8.0,HOU 33,0.0,0.0,C.J. Stroud pass incomplete short middle intended for Tank Dell (defended by Ronald Darby),0.04,-1.18,13.0,2024,190
1.0,3:02,4.0,8.0,HOU 33,0.0,0.0,"Tommy Townsend punts 46 yards, fair catch by Devin Duvernay at JAC-21",-1.18,-0.34,13.0,2024,190
1.0,2:54,1.0,10.0,JAX 21,0.0,0.0,Trevor Lawrence pass incomplete deep left intended for Devin Duvernay,0.34,-0.2,13.0,2024,190
1.0,2:48,2.0,10.0,JAX 21,0.0,0.0,Trevor Lawrence pass incomplete deep left intended for Devin Duvernay,-0.2,-0.89,13.0,2024,190
1.0,2:40,3.0,10.0,JAX 21,0.0,0.0,Trevor Lawrence pass complete short right to Parker Washington for 6 yards (tackle by Derek Stingley and Jimmie Ward),-0.89,-1.57,13.0,2024,190
1.0,2:05,4.0,4.0,JAX 27,0.0,0.0,"Logan Cooke punts 48 yards, fair catch by Robert Woods at HOU-25",-1.57,-0.61,13.0,2024,190
1.0,1:57,1.0,10.0,HOU 25,0.0,0.0,C.J. Stroud pass complete deep right to Nico Collins for 40 yards (tackle by Montaric Brown),0.61,3.25,13.0,2024,190
1.0,1:11,1.0,10.0,JAX 35,0.0,0.0,Joe Mixon right end for -1 yards (tackle by Ventrell Miller),3.25,2.57,13.0,2024,190
1.0,0:31,2.0,11.0,JAX 36,0.0,0.0,C.J. Stroud pass complete short left to Dameon Pierce for 1 yard (tackle by Devin Lloyd),2.57,2.01,13.0,2024,190
2.0,15:00,3.0,10.0,JAX 35,0.0,0.0,C.J. Stroud pass incomplete short left intended for Joe Mixon,2.01,0.97,13.0,2024,190
2.0,14:56,4.0,10.0,JAX 35,3.0,0.0,Ka'imi Fairbairn 53 yard field goal good,0.97,3.0,13.0,2024,190
2.0,14:51,,,HOU 35,3.0,0.0,"Ka'imi Fairbairn kicks off 62 yards, returned by Devin Duvernay for 21 yards (tackle by Jeff Okudah)",0.0,0.54,13.0,2024,190
2.0,14:43,1.0,10.0,JAX 24,3.0,0.0,Tank Bigsby up the middle for -3 yards (tackle by Jimmie Ward),0.54,-0.41,13.0,2024,190
2.0,14:12,2.0,13.0,JAX 21,3.0,0.0,Tank Bigsby right end for 2 yards (tackle by Danielle Hunter),-0.41,-0.82,13.0,2024,190
2.0,13:33,3.0,11.0,JAX 23,3.0,0.0,Trevor Lawrence pass deep middle intended for Brian Thomas is intercepted by Derek Stingley at HOU-25 and returned for 31 yards (tackle by Tank Bigsby),-0.82,-2.65,13.0,2024,190
2.0,13:17,1.0,10.0,JAX 44,3.0,0.0,C.J. Stroud pass complete short right to Nico Collins for 4 yards (tackle by Darnell Savage),2.65,2.65,13.0,2024,190
2.0,12:49,2.0,6.0,JAX 40,3.0,0.0,C.J. Stroud pass complete short left to Cade Stover for 4 yards (tackle by Antonio Johnson),2.65,2.48,13.0,2024,190
2.0,12:10,3.0,2.0,JAX 36,3.0,0.0,C.J. Stroud pass incomplete deep left intended for Tank Dell,2.48,0.89,13.0,2024,190
2.0,12:05,4.0,2.0,JAX 36,3.0,0.0,C.J. Stroud pass complete short middle to Dalton Schultz for 6 yards (tackle by Antonio Johnson),0.89,3.58,13.0,2024,190
2.0,11:26,1.0,10.0,JAX 30,3.0,0.0,C.J. Stroud pass complete short left to Nico Collins for 6 yards (tackle by Antonio Johnson),3.58,3.84,13.0,2024,190
2.0,10:43,2.0,4.0,JAX 24,3.0,0.0,Joe Mixon left end for -2 yards (tackle by DaVon Hamilton),3.84,2.87,13.0,2024,190
2.0,9:56,3.0,6.0,JAX 26,3.0,0.0,"C.J. Stroud pass complete short right to Nico Collins for no gain (tackle by Tyson Campbell). Penalty on Montaric Brown: Illegal Contact, 5 yards (accepted) (no play)",2.87,4.17,13.0,2024,190
2.0,9:27,1.0,10.0,JAX 21,3.0,0.0,Joe Mixon up the middle for 13 yards (tackle by Antonio Johnson),4.17,5.37,13.0,2024,190
2.0,8:40,1.0,8.0,JAX 8,3.0,0.0,Joe Mixon up the middle for 2 yards (tackle by Foyesade Oluokun and Ventrell Miller),5.37,4.95,13.0,2024,190
2.0,7:58,2.0,6.0,JAX 6,3.0,0.0,C.J. Stroud sacked by Josh Hines-Allen for -11 yards,4.95,2.74,13.0,2024,190
2.0,7:12,3.0,17.0,JAX 17,3.0,0.0,C.J. Stroud scrambles right end for 6 yards (tackle by Darnell Savage),2.74,2.7,13.0,2024,190
2.0,6:29,4.0,11.0,JAX 11,6.0,0.0,Ka'imi Fairbairn 30 yard field goal good,2.7,3.0,13.0,2024,190
2.0,6:26,,,HOU 35,6.0,0.0,"Ka'imi Fairbairn kicks off 58 yards, returned by Devin Duvernay for 25 yards (tackle by Jake Hansen)",0.0,1.07,13.0,2024,190
2.0,6:18,1.0,10.0,JAX 32,6.0,0.0,Travis Etienne up the middle for 3 yards (tackle by Henry To'oTo'o and Tommy Togiai),1.07,0.93,13.0,2024,190
2.0,5:38,2.0,7.0,JAX 35,6.0,0.0,Brian Thomas right end for 11 yards (tackle by Calen Bullock and Tommy Togiai),0.93,1.99,13.0,2024,190
2.0,4:55,1.0,10.0,JAX 46,6.0,0.0,Travis Etienne up the middle for 3 yards (tackle by Azeez Al-Shaair),1.99,1.86,13.0,2024,190
2.0,4:20,2.0,7.0,JAX 49,6.0,0.0,"Trevor Lawrence scrambles left end for 6 yards (tackle by Azeez Al-Shaair). Penalty on Azeez Al-Shaair: Disqualification / Defense, 15 yards (offset) . Penalty on Evan Engram: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Jarrian Jones: Disqualification / Offense, 15 yards (offset)",1.86,1.95,13.0,2024,190
2.0,3:57,3.0,1.0,HOU 45,6.0,0.0,Tank Bigsby right guard for 1 yard (tackle by Kamari Lassiter),1.95,2.65,13.0,2024,190
2.0,3:17,1.0,10.0,HOU 44,6.0,0.0,Travis Etienne up the middle for 5 yards (tackle by Eric Murray and Tommy Togiai),2.65,2.78,13.0,2024,190
2.0,2:44,2.0,5.0,HOU 39,6.0,0.0,Travis Etienne up the middle for 4 yards (tackle by Tommy Togiai and Henry To'oTo'o),2.78,2.61,13.0,2024,190
2.0,2:09,3.0,1.0,HOU 35,6.0,0.0,"Penalty on Tommy Togiai: Encroachment, 6 yards (accepted) (no play)",2.61,3.64,13.0,2024,190
2.0,2:00,1.0,10.0,HOU 29,6.0,0.0,Tank Bigsby up the middle for 5 yards (tackle by Kamari Lassiter and Eric Murray),3.64,3.78,13.0,2024,190
2.0,1:54,,,,,,Timeout #1 by Houston Texans,,,13.0,2024,190
2.0,1:54,2.0,5.0,HOU 24,6.0,0.0,Tank Bigsby up the middle for 2 yards (tackle by Henry To'oTo'o and Derek Barnett),3.78,3.34,13.0,2024,190
2.0,1:50,,,,,,Timeout #2 by Houston Texans,,,13.0,2024,190
2.0,1:50,3.0,3.0,HOU 22,6.0,0.0,Travis Etienne up the middle for 6 yards (tackle by Neville Hewitt and Henry To'oTo'o),3.34,4.51,13.0,2024,190
2.0,1:45,,,,,,Timeout #3 by Houston Texans,,,13.0,2024,190
2.0,1:45,1.0,10.0,HOU 16,6.0,0.0,Travis Etienne up the middle for 6 yards (tackle by Kamari Lassiter),4.51,4.97,13.0,2024,190
2.0,1:12,2.0,4.0,HOU 10,6.0,0.0,"Travis Etienne right end for no gain (tackle by Jimmie Ward). Penalty on Brenton Strange: Offensive Holding, 10 yards (accepted) (no play)",4.97,3.42,13.0,2024,190
2.0,1:05,2.0,14.0,HOU 20,6.0,0.0,Mac Jones pass incomplete short left intended for Evan Engram (defended by Eric Murray),3.42,2.74,13.0,2024,190
2.0,1:01,,,,,,Timeout #2 by Jacksonville Jaguars,,,13.0,2024,190
