Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Colts won the coin toss and deferred, Patriots to receive the opening kickoff.",,,13.0,2024,189
1.0,15:00,,,IND 35,0.0,0.0,"Matt Gay kicks off 67 yards, returned by Antonio Gibson for 26 yards (tackle by Chris Lammons)",0.0,0.54,13.0,2024,189
1.0,14:56,1.0,10.0,NWE 24,0.0,0.0,Drake Maye pass complete short left to Kendrick Bourne for 5 yards (tackle by Jaylon Jones),0.54,0.67,13.0,2024,189
1.0,14:29,2.0,5.0,NWE 29,0.0,0.0,Rhamondre Stevenson up the middle for 32 yards (tackle by Julian Blackmon),0.67,2.98,13.0,2024,189
1.0,13:48,1.0,10.0,IND 39,0.0,0.0,Drake Maye pass incomplete deep middle intended for Kayshon Boutte,2.98,2.44,13.0,2024,189
1.0,13:46,2.0,10.0,IND 39,0.0,0.0,Rhamondre Stevenson right end for 3 yards (tackle by Kwity Paye and Nick Cross),2.44,2.15,13.0,2024,189
1.0,13:07,3.0,7.0,IND 36,0.0,0.0,Drake Maye pass complete short right to Hunter Henry for 9 yards (tackle by Nick Cross),2.15,3.78,13.0,2024,189
1.0,12:32,1.0,10.0,IND 27,0.0,0.0,Antonio Gibson right tackle for 6 yards (tackle by Zaire Franklin),3.78,4.04,13.0,2024,189
1.0,11:56,2.0,4.0,IND 21,0.0,0.0,Drake Maye pass complete short middle to Hunter Henry for 14 yards (tackle by Julian Blackmon),4.04,5.6,13.0,2024,189
1.0,11:22,1.0,7.0,IND 7,0.0,0.0,Drake Maye sacked by and Zaire Franklin for no gain and Kwity Paye for no gain,5.6,4.76,13.0,2024,189
1.0,10:41,2.0,7.0,IND 7,0.0,0.0,Antonio Gibson up the middle for 2 yards (tackle by DeForest Buckner and Tyquan Lewis),4.76,4.26,13.0,2024,189
1.0,10:01,3.0,5.0,IND 5,0.0,0.0,Drake Maye sacked by DeForest Buckner for -11 yards,4.26,2.38,13.0,2024,189
1.0,9:15,4.0,16.0,IND 16,0.0,3.0,Joey Slye 35 yard field goal good,2.38,3.0,13.0,2024,189
1.0,9:12,,,NWE 35,0.0,3.0,"Joey Slye kicks off 60 yards, returned by Tyler Goodson for 24 yards (tackle by Dell Pettus)",0.0,0.87,13.0,2024,189
1.0,9:07,1.0,10.0,IND 29,0.0,3.0,Anthony Richardson pass complete short left to Michael Pittman for 7 yards (tackle by Jabrill Peppers),0.87,1.27,13.0,2024,189
1.0,8:52,2.0,3.0,IND 36,0.0,3.0,Jonathan Taylor right guard for 9 yards (tackle by Jonathan Jones and Jabrill Peppers),1.27,1.93,13.0,2024,189
1.0,8:13,1.0,10.0,IND 45,0.0,3.0,Anthony Richardson right end for 11 yards (tackle by Christian Gonzalez),1.93,2.65,13.0,2024,189
1.0,7:26,1.0,10.0,NWE 44,0.0,3.0,Anthony Richardson pass complete deep right to Andrew Ogletree for 22 yards (tackle by Christian Gonzalez),2.65,4.11,13.0,2024,189
1.0,6:52,1.0,10.0,NWE 22,0.0,3.0,Jonathan Taylor up the middle for 4 yards (tackle by Daniel Ekuale and Davon Godchaux),4.11,4.13,13.0,2024,189
1.0,6:17,2.0,6.0,NWE 18,0.0,3.0,Jonathan Taylor up the middle for 5 yards (tackle by Christian Elliss),4.13,4.39,13.0,2024,189
1.0,5:50,3.0,1.0,NWE 13,0.0,3.0,Jonathan Taylor up the middle for 6 yards (tackle by Jahlani Tavai and Anfernee Jennings),4.39,5.6,13.0,2024,189
1.0,5:07,1.0,7.0,NWE 7,6.0,3.0,"Anthony Richardson pass complete short right to Jonathan Taylor for 7 yards, touchdown",5.6,7.0,13.0,2024,189
1.0,5:02,,,NWE 15,7.0,3.0,Matt Gay kicks extra point good,0.0,0.0,13.0,2024,189
1.0,5:02,,,IND 35,7.0,3.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,189
1.0,5:02,1.0,10.0,NWE 30,7.0,3.0,Rhamondre Stevenson up the middle for 5 yards (tackle by E.J. Speed),0.94,1.07,13.0,2024,189
1.0,4:34,2.0,5.0,NWE 35,7.0,3.0,Drake Maye scrambles left guard for 41 yards (tackle by Nick Cross),1.07,3.97,13.0,2024,189
1.0,3:43,1.0,10.0,IND 24,7.0,3.0,Drake Maye pass complete short left to Austin Hooper for 11 yards (tackle by Jaylon Jones),3.97,4.71,13.0,2024,189
1.0,3:05,1.0,10.0,IND 13,7.0,3.0,Drake Maye pass complete short middle to Hunter Henry for 11 yards (tackle by E.J. Speed and Zaire Franklin),4.71,6.74,13.0,2024,189
1.0,2:50,1.0,2.0,IND 2,7.0,3.0,"Rhamondre Stevenson right end for no gain, touchdown. Penalty on Michael Onwenu: Offensive Holding, 10 yards (accepted) (no play)",6.74,4.64,13.0,2024,189
1.0,2:30,1.0,12.0,IND 12,7.0,3.0,"Drake Maye pass complete short right to Austin Hooper for no gain (tackle by Nick Cross). Penalty on Layden Robinson: Offensive Holding, 10 yards (accepted) (no play)",4.64,4.11,13.0,2024,189
1.0,2:10,1.0,22.0,IND 22,7.0,3.0,Rhamondre Stevenson left guard for 5 yards (tackle by E.J. Speed),4.11,3.24,13.0,2024,189
1.0,1:36,2.0,17.0,IND 17,7.0,3.0,Drake Maye pass complete short right to Demario Douglas for 4 yards (tackle by Zaire Franklin),3.24,3.06,13.0,2024,189
1.0,0:48,3.0,13.0,IND 13,7.0,3.0,Drake Maye pass incomplete short right intended for Kayshon Boutte,3.06,2.57,13.0,2024,189
1.0,0:46,4.0,13.0,IND 13,7.0,6.0,Joey Slye 31 yard field goal good,2.57,3.0,13.0,2024,189
1.0,0:43,,,NWE 35,7.0,6.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,189
1.0,0:43,1.0,10.0,IND 30,7.0,6.0,Anthony Richardson left tackle for -1 yards (tackle by Jabrill Peppers),0.94,0.26,13.0,2024,189
1.0,0:05,2.0,11.0,IND 29,7.0,6.0,Anthony Richardson pass deep left (defended by Jahlani Tavai) intended for Michael Pittman is intercepted by Christian Elliss at IND-48 and returned for 6 yards (tackle by Alec Pierce),0.26,-2.79,13.0,2024,189
2.0,15:00,1.0,10.0,IND 42,7.0,6.0,Rhamondre Stevenson up the middle for 1 yard (tackle by DeForest Buckner and Grover Stewart),2.79,2.38,13.0,2024,189
2.0,14:26,2.0,9.0,IND 41,7.0,6.0,"Drake Maye pass complete short left to Austin Hooper for 8 yards. Austin Hooper fumbles (forced by Zaire Franklin), recovered by Austin Hooper at IND-33",2.38,2.74,13.0,2024,189
2.0,13:39,3.0,1.0,IND 33,7.0,6.0,Rhamondre Stevenson right end for -3 yards (tackle by E.J. Speed),2.74,0.89,13.0,2024,189
2.0,12:54,4.0,4.0,IND 36,7.0,9.0,Joey Slye 54 yard field goal good,0.89,3.0,13.0,2024,189
2.0,12:49,,,NWE 35,7.0,9.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,189
2.0,12:49,1.0,10.0,IND 30,7.0,9.0,Jonathan Taylor right end for 9 yards (tackle by Jabrill Peppers and Kyle Dugger),0.94,1.61,13.0,2024,189
2.0,12:10,2.0,1.0,IND 39,7.0,9.0,Anthony Richardson pass incomplete deep right intended for Kylen Granson (defended by Kyle Dugger),1.61,0.89,13.0,2024,189
2.0,12:02,3.0,1.0,IND 39,7.0,9.0,Anthony Richardson left end for 13 yards (tackle by Kyle Dugger),0.89,2.39,13.0,2024,189
2.0,11:22,1.0,10.0,NWE 48,7.0,9.0,Jonathan Taylor right guard for 4 yards (tackle by Anfernee Jennings),2.39,2.39,13.0,2024,189
2.0,10:45,2.0,6.0,NWE 44,7.0,9.0,"Anthony Richardson pass incomplete deep right intended for Michael Pittman. Penalty on Jahlani Tavai: Defensive Pass Interference, 29 yards (accepted) (no play)",2.39,4.58,13.0,2024,189
2.0,10:35,1.0,10.0,NWE 15,7.0,9.0,Jonathan Taylor left end for -2 yards (tackle by Kyle Dugger),4.58,3.68,13.0,2024,189
2.0,9:58,2.0,12.0,NWE 17,7.0,9.0,Anthony Richardson pass complete short left to Michael Pittman for 10 yards (tackle by Jeremiah Pharms),3.68,4.68,13.0,2024,189
2.0,9:23,3.0,2.0,NWE 7,7.0,9.0,Jonathan Taylor up the middle for 4 yards (tackle by Kyle Dugger and Jabrill Peppers),4.68,6.51,13.0,2024,189
2.0,8:39,1.0,3.0,NWE 3,13.0,9.0,"Anthony Richardson right guard for 3 yards, touchdown",6.51,7.0,13.0,2024,189
2.0,8:36,,,NWE 15,14.0,9.0,Matt Gay kicks extra point good,0.0,0.0,13.0,2024,189
2.0,8:36,,,IND 35,14.0,9.0,"Matt Gay kicks off 65 yards, returned by Antonio Gibson for 30 yards (tackle by Segun Olubi)",0.0,0.94,13.0,2024,189
2.0,8:31,1.0,10.0,NWE 30,14.0,9.0,Rhamondre Stevenson up the middle for 1 yard (tackle by Nick Cross),0.94,0.53,13.0,2024,189
2.0,7:58,2.0,9.0,NWE 31,14.0,9.0,Drake Maye pass complete short left to Demario Douglas for 8 yards (tackle by Kenny Moore),0.53,0.89,13.0,2024,189
2.0,7:25,3.0,1.0,NWE 39,14.0,9.0,Drake Maye pass complete short right to Demario Douglas for 5 yards (tackle by E.J. Speed),0.89,1.86,13.0,2024,189
2.0,6:46,1.0,10.0,NWE 44,14.0,9.0,Drake Maye pass complete short right to Rhamondre Stevenson for 13 yards (tackle by Samuel Womack),1.86,2.72,13.0,2024,189
2.0,6:09,1.0,10.0,IND 43,14.0,9.0,Antonio Gibson right guard for 13 yards (tackle by E.J. Speed),2.72,3.58,13.0,2024,189
2.0,5:28,1.0,10.0,IND 30,14.0,9.0,Antonio Gibson right tackle for 11 yards (tackle by Julian Blackmon),3.58,4.31,13.0,2024,189
2.0,4:47,1.0,10.0,IND 19,14.0,9.0,Drake Maye pass complete short left to Demario Douglas for 3 yards (tackle by Jaylon Jones),4.31,4.18,13.0,2024,189
2.0,4:07,2.0,7.0,IND 16,14.0,15.0,"Drake Maye pass complete short left to Austin Hooper for 16 yards, touchdown",4.18,7.0,13.0,2024,189
2.0,4:02,,,IND 15,14.0,16.0,Joey Slye kicks extra point good,0.0,0.0,13.0,2024,189
2.0,4:02,,,NWE 35,14.0,16.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,189
2.0,4:02,1.0,10.0,IND 30,14.0,16.0,Jonathan Taylor up the middle for -2 yards (tackle by Daniel Ekuale),0.94,0.12,13.0,2024,189
2.0,3:24,2.0,12.0,IND 28,14.0,16.0,"Anthony Richardson pass incomplete deep right intended for Andrew Ogletree. Penalty on Mark Glowinski: Ineligible Downfield Pass, 5 yards (declined)",0.12,-0.56,13.0,2024,189
2.0,3:16,3.0,12.0,IND 28,14.0,16.0,Anthony Richardson pass incomplete deep left intended for Michael Pittman (defended by Alex Austin),-0.56,-1.5,13.0,2024,189
2.0,3:09,4.0,12.0,IND 28,14.0,16.0,"Rigoberto Sanchez punts 49 yards, returned by Marcus Jones for 19 yards (tackle by Luke Rhodes)",-1.5,-1.73,13.0,2024,189
2.0,2:57,1.0,10.0,NWE 42,14.0,16.0,"Rhamondre Stevenson up the middle for no gain (tackle by Tyquan Lewis). Penalty on Grover Stewart: Defensive Offside, 5 yards (accepted) (no play)",1.73,2.46,13.0,2024,189
2.0,2:52,1.0,5.0,NWE 47,14.0,16.0,Drake Maye pass incomplete short left intended for Ja'Lynn Polk,2.46,1.86,13.0,2024,189
2.0,2:28,2.0,5.0,NWE 47,14.0,16.0,"Rhamondre Stevenson left end for no gain (tackle by E.J. Speed). Penalty on Layden Robinson: Offensive Holding, 10 yards (accepted) (no play)",1.86,0.51,13.0,2024,189
2.0,2:00,2.0,15.0,NWE 37,14.0,16.0,Drake Maye pass complete short middle to Kendrick Bourne for 16 yards (tackle by Julian Blackmon),0.51,2.46,13.0,2024,189
2.0,1:36,1.0,10.0,IND 47,14.0,16.0,Drake Maye pass complete short right to Hunter Henry for 9 yards (tackle by E.J. Speed),2.46,3.13,13.0,2024,189
2.0,1:17,2.0,1.0,IND 38,14.0,16.0,Drake Maye pass complete short right to Rhamondre Stevenson for 7 yards (tackle by E.J. Speed),3.13,3.51,13.0,2024,189
2.0,1:15,1.0,10.0,IND 31,14.0,16.0,Drake Maye pass complete short right to Rhamondre Stevenson for 1 yard (tackle by Nick Cross),3.51,3.1,13.0,2024,189
2.0,0:54,2.0,9.0,IND 30,14.0,16.0,"Drake Maye pass incomplete short right intended for Demario Douglas. Penalty on Demontrey Jacobs: Offensive Holding, 10 yards (accepted) (no play)",3.1,1.75,13.0,2024,189
2.0,0:50,2.0,19.0,IND 40,14.0,16.0,Drake Maye pass complete short right to Kayshon Boutte for 29 yards (tackle by Zaire Franklin),1.75,4.84,13.0,2024,189
2.0,0:41,,,,,,Timeout #1 by New England Patriots,,,13.0,2024,189
2.0,0:41,1.0,10.0,IND 11,14.0,16.0,Rhamondre Stevenson right tackle for 1 yard (tackle by Dayo Odeyingbo),4.84,4.32,13.0,2024,189
2.0,0:29,,,,,,Timeout #2 by New England Patriots,,,13.0,2024,189
2.0,0:29,2.0,9.0,IND 10,14.0,16.0,Rhamondre Stevenson up the middle for 6 yards (tackle by Zaire Franklin),4.32,4.67,13.0,2024,189
2.0,0:27,,,,,,Timeout #3 by New England Patriots,,,13.0,2024,189
2.0,0:27,,,,,,Timeout #1 by Indianapolis Colts,,,13.0,2024,189
2.0,0:27,3.0,3.0,IND 4,14.0,16.0,"Drake Maye sacked by Zaire Franklin for -3 yards. Penalty on Vederian Lowe: Offensive Holding, 10 yards (declined)",4.67,2.98,13.0,2024,189
2.0,0:20,4.0,6.0,IND 7,14.0,16.0,Joey Slye 25 yard field goal no good,2.98,-0.28,13.0,2024,189
2.0,0:18,1.0,10.0,IND 20,14.0,16.0,Anthony Richardson kneels for -1 yards,0.28,-0.46,13.0,2024,189
3.0,15:00,,,NWE 35,14.0,16.0,"Joey Slye kicks off 65 yards, returned by Tyler Goodson for 25 yards (tackle by Jahlani Tavai)",0.0,0.61,13.0,2024,189
3.0,14:55,1.0,10.0,IND 25,14.0,16.0,Jonathan Taylor left end for 8 yards (tackle by Davon Godchaux),0.61,1.14,13.0,2024,189
