Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA,week,year,game_id
3.0,14:23,2.0,2.0,IND 33,14.0,16.0,Jonathan Taylor right tackle for 9 yards (tackle by Jonathan Jones),1.14,1.73,13.0,2024,189
3.0,13:40,1.0,10.0,IND 42,14.0,16.0,Jonathan Taylor up the middle for 4 yards (tackle by Jabrill Peppers and Kyle Dugger),1.73,1.73,13.0,2024,189
3.0,13:07,2.0,6.0,IND 46,14.0,16.0,Jonathan Taylor right tackle for 5 yards (tackle by Kyle Dugger and Davon Godchaux),1.73,1.69,13.0,2024,189
3.0,12:35,3.0,1.0,NWE 49,14.0,16.0,Jonathan Taylor up the middle for 3 yards (tackle by Anfernee Jennings and Davon Godchaux),1.69,2.52,13.0,2024,189
3.0,12:00,1.0,10.0,NWE 46,14.0,16.0,Anthony Richardson scrambles left tackle for 11 yards (tackle by Christian Elliss),2.52,3.25,13.0,2024,189
3.0,11:17,1.0,10.0,NWE 35,14.0,16.0,Anthony Richardson pass complete short right to Alec Pierce for 13 yards (tackle by Jaylinn Hawkins),3.25,4.11,13.0,2024,189
3.0,10:31,1.0,10.0,NWE 22,14.0,16.0,Jonathan Taylor left end for 3 yards (tackle by Marcus Jones),4.11,3.97,13.0,2024,189
3.0,9:50,2.0,7.0,NWE 19,14.0,16.0,Jonathan Taylor up the middle for 8 yards (tackle by Jabrill Peppers and Christian Elliss),3.97,4.84,13.0,2024,189
3.0,8:59,1.0,10.0,NWE 11,14.0,16.0,"Jonathan Taylor up the middle for 4 yards. Jonathan Taylor fumbles (tackle by Yannick Ngakoue), recovered by Jonathan Taylor at NE-7 (tackle by Yannick Ngakoue)",4.84,4.89,13.0,2024,189
3.0,8:32,2.0,6.0,NWE 7,14.0,16.0,Jonathan Taylor right end for no gain (tackle by Kyle Dugger),4.89,3.98,13.0,2024,189
3.0,7:37,3.0,6.0,NWE 7,14.0,16.0,Anthony Richardson pass incomplete short left intended for Adonai Mitchell (defended by Marcus Jones),3.98,2.98,13.0,2024,189
3.0,7:29,4.0,6.0,NWE 7,17.0,16.0,Matt Gay 25 yard field goal good,2.98,3.0,13.0,2024,189
3.0,7:26,,,IND 35,17.0,16.0,"Matt Gay kicks off 63 yards, returned by Antonio Gibson for 24 yards (tackle by Ronnie Harrison)",0.0,0.67,13.0,2024,189
3.0,7:20,1.0,10.0,NWE 26,17.0,16.0,Rhamondre Stevenson right tackle for 1 yard (tackle by DeForest Buckner and Dayo Odeyingbo),0.67,0.27,13.0,2024,189
3.0,6:46,2.0,9.0,NWE 27,17.0,16.0,Drake Maye pass complete short left to Kayshon Boutte for 8 yards (tackle by Jaylon Jones),0.27,0.63,13.0,2024,189
3.0,6:14,3.0,1.0,NWE 35,17.0,16.0,Kendrick Bourne left end for 6 yards (tackle by Zaire Franklin),0.63,1.66,13.0,2024,189
3.0,5:38,1.0,10.0,NWE 41,17.0,16.0,Antonio Gibson right guard for 4 yards (tackle by Kenny Moore and DeForest Buckner),1.66,1.66,13.0,2024,189
3.0,5:08,2.0,6.0,NWE 45,17.0,16.0,Antonio Gibson right end for 15 yards (tackle by DeForest Buckner and Samuel Womack),1.66,2.92,13.0,2024,189
3.0,4:26,1.0,10.0,IND 40,17.0,16.0,Drake Maye scrambles left end for 4 yards (tackle by Grant Stuard),2.92,2.91,13.0,2024,189
3.0,3:41,2.0,6.0,IND 36,17.0,16.0,Drake Maye pass incomplete short right intended for Kayshon Boutte,2.91,2.21,13.0,2024,189
3.0,3:37,3.0,6.0,IND 36,17.0,16.0,Drake Maye pass complete short right to Hunter Henry for 12 yards (tackle by Nick Cross),2.21,3.97,13.0,2024,189
3.0,3:00,1.0,10.0,IND 24,17.0,16.0,Drake Maye scrambles right guard for 7 yards (tackle by E.J. Speed),3.97,4.46,13.0,2024,189
3.0,2:26,2.0,3.0,IND 17,17.0,16.0,Rhamondre Stevenson left guard for 2 yards (tackle by Tyquan Lewis),4.46,4.17,13.0,2024,189
3.0,1:32,3.0,1.0,IND 15,17.0,16.0,"Drake Maye sacked by Grant Stuard for no gain NWE challenged the first down ruling, and the original play was overturned. Drake Maye scrambles right end for 1 yard (tackle by Grant Stuard)",4.17,4.65,13.0,2024,189
3.0,1:32,1.0,10.0,IND 14,17.0,16.0,Rhamondre Stevenson right tackle for 7 yards (tackle by Nick Cross),4.65,5.28,13.0,2024,189
3.0,1:03,2.0,3.0,IND 7,17.0,16.0,Drake Maye pass short middle (defended by Zaire Franklin) intended for Hunter Henry is intercepted by Julian Blackmon in end zone and returned for 17 yards (tackle by Demontrey Jacobs),5.28,0.06,13.0,2024,189
3.0,0:53,1.0,10.0,IND 17,17.0,16.0,Jonathan Taylor left guard for 4 yards (tackle by Dell Pettus and Anfernee Jennings),-0.06,0.08,13.0,2024,189
3.0,0:14,2.0,6.0,IND 21,17.0,16.0,Anthony Richardson pass complete short left to Mo Alie-Cox for 4 yards (tackle by Christian Gonzalez),0.08,-0.24,13.0,2024,189
4.0,15:00,3.0,2.0,IND 25,17.0,16.0,"Anthony Richardson pass complete short right to Andrew Ogletree for no gain (tackle by Dell Pettus). Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (accepted) (no play)",-0.24,-1.57,13.0,2024,189
4.0,14:33,3.0,12.0,IND 15,17.0,16.0,Anthony Richardson pass incomplete deep right intended for Kylen Granson,-1.57,-2.44,13.0,2024,189
4.0,14:25,4.0,12.0,IND 15,17.0,16.0,"Rigoberto Sanchez punts 51 yards, returned by Marcus Jones for 12 yards (tackle by Grant Stuard)",-2.44,-1.99,13.0,2024,189
4.0,14:14,1.0,10.0,NWE 46,17.0,16.0,Drake Maye pass complete short left to Kayshon Boutte for 4 yards (tackle by Jaylon Jones),1.99,1.99,13.0,2024,189
4.0,13:38,2.0,6.0,NWE 50,17.0,16.0,Rhamondre Stevenson left guard for 7 yards (tackle by Zaire Franklin),1.99,2.72,13.0,2024,189
4.0,13:09,1.0,10.0,IND 43,17.0,16.0,"Rhamondre Stevenson right guard for no gain. Rhamondre Stevenson fumbles (forced by Tyquan Lewis), recovered by Rhamondre Stevenson at IND-43",2.72,2.18,13.0,2024,189
4.0,12:25,2.0,10.0,IND 43,17.0,16.0,Drake Maye pass complete short middle to Kendrick Bourne for 18 yards (tackle by Nick Cross),2.18,3.91,13.0,2024,189
4.0,11:46,1.0,10.0,IND 25,17.0,16.0,Drake Maye scrambles right end for 6 yards (tackle by Raekwon Davis),3.91,4.2,13.0,2024,189
4.0,11:06,2.0,4.0,IND 19,17.0,16.0,Rhamondre Stevenson right tackle for 1 yard (tackle by Grover Stewart and Dayo Odeyingbo),4.2,3.66,13.0,2024,189
4.0,10:22,3.0,3.0,IND 18,17.0,16.0,Drake Maye pass complete short left to Austin Hooper for 7 yards (tackle by Samuel Womack),3.66,4.84,13.0,2024,189
4.0,9:43,1.0,10.0,IND 11,17.0,16.0,Rhamondre Stevenson up the middle for 5 yards (tackle by DeForest Buckner and Kwity Paye),4.84,5.08,13.0,2024,189
4.0,9:02,2.0,5.0,IND 6,17.0,16.0,"Drake Maye pass complete short right to Kendrick Bourne for no gain, touchdown. Penalty on Demario Douglas: Illegal Shift, 5 yards (accepted) (no play)",5.08,4.14,13.0,2024,189
4.0,8:48,2.0,10.0,IND 11,17.0,22.0,"Antonio Gibson left guard for 11 yards, touchdown",4.14,7.0,13.0,2024,189
4.0,8:43,,,IND 2,17.0,24.0,Two Point Attempt: Drake Maye pass complete to to Kayshon Boutte for no gain,1.0,1.0,13.0,2024,189
4.0,8:43,,,NWE 35,17.0,24.0,"Joey Slye kicks off 56 yards, returned by Trey Sermon for 23 yards (tackle by Marcellas Dial and Jaylinn Hawkins)",0.0,1.07,13.0,2024,189
4.0,8:36,1.0,10.0,IND 32,17.0,24.0,Jonathan Taylor right guard for 3 yards (tackle by Jahlani Tavai and Yannick Ngakoue),1.07,0.93,13.0,2024,189
4.0,8:22,2.0,7.0,IND 35,17.0,24.0,Anthony Richardson pass deep left intended for Alec Pierce is intercepted by Christian Gonzalez at NE-48 and returned for no gain (tackle by Alec Pierce),0.93,-2.13,13.0,2024,189
4.0,7:59,1.0,10.0,NWE 48,17.0,24.0,Rhamondre Stevenson up the middle for 2 yards (tackle by Zaire Franklin),2.13,1.85,13.0,2024,189
4.0,7:22,2.0,8.0,NWE 50,17.0,24.0,Rhamondre Stevenson left tackle for -3 yards (tackle by Taven Bryan and Grant Stuard),1.85,0.76,13.0,2024,189
4.0,6:45,3.0,11.0,NWE 47,17.0,24.0,Drake Maye sacked by Nick Cross for -2 yards,0.76,-0.39,13.0,2024,189
4.0,5:46,4.0,13.0,NWE 45,17.0,24.0,"Bryce Baringer punts 38 yards, returned by Anthony Gould for 3 yards (tackle by Sione Takitaki)",-0.39,-0.28,13.0,2024,189
4.0,5:34,1.0,10.0,IND 20,17.0,24.0,Anthony Richardson pass complete short left to Michael Pittman for 9 yards (tackle by Keion White and Christian Gonzalez),0.28,0.95,13.0,2024,189
4.0,4:57,2.0,1.0,IND 29,17.0,24.0,Jonathan Taylor up the middle for 4 yards (tackle by Anfernee Jennings and Jahlani Tavai),0.95,1.14,13.0,2024,189
4.0,4:17,1.0,10.0,IND 33,17.0,24.0,Anthony Richardson pass incomplete deep right intended for Alec Pierce,1.14,0.59,13.0,2024,189
4.0,4:09,2.0,10.0,IND 33,17.0,24.0,Anthony Richardson pass incomplete deep middle intended for Alec Pierce,0.59,-0.1,13.0,2024,189
4.0,4:03,3.0,10.0,IND 33,17.0,24.0,Anthony Richardson pass complete short left to Will Mallory for 7 yards (tackle by Kyle Dugger),-0.1,-0.72,13.0,2024,189
4.0,3:21,4.0,3.0,IND 40,17.0,24.0,Anthony Richardson pass complete short right to Mo Alie-Cox for 11 yards (tackle by Jaylinn Hawkins),-0.72,2.32,13.0,2024,189
4.0,2:42,1.0,10.0,NWE 49,17.0,24.0,Anthony Richardson pass incomplete deep middle intended for Alec Pierce (defended by Alex Austin),2.32,1.78,13.0,2024,189
4.0,2:40,2.0,10.0,NWE 49,17.0,24.0,Anthony Richardson pass complete short middle to Michael Pittman for 8 yards (tackle by Alex Austin),1.78,2.15,13.0,2024,189
4.0,2:06,3.0,2.0,NWE 41,17.0,24.0,Anthony Richardson pass incomplete deep left intended for Adonai Mitchell (defended by Marcus Jones),2.15,0.53,13.0,2024,189
4.0,1:57,4.0,2.0,NWE 41,17.0,24.0,Anthony Richardson left end for 6 yards (tackle by Jaylinn Hawkins),0.53,3.25,13.0,2024,189
4.0,1:52,1.0,10.0,NWE 35,17.0,24.0,Anthony Richardson pass incomplete deep left intended for Kylen Granson,3.25,2.7,13.0,2024,189
4.0,1:47,2.0,10.0,NWE 35,17.0,24.0,Jonathan Taylor right guard for 1 yard (tackle by Christian Barmore),2.7,2.15,13.0,2024,189
4.0,1:22,3.0,9.0,NWE 34,17.0,24.0,"Anthony Richardson pass incomplete short right intended for Michael Pittman. Penalty on Alex Austin: Defensive Pass Interference, 14 yards (accepted) (no play)",2.15,4.24,13.0,2024,189
4.0,1:18,1.0,10.0,NWE 20,17.0,24.0,Anthony Richardson pass complete short right to Michael Pittman for 8 yards (tackle by Jabrill Peppers and Jahlani Tavai),4.24,5.04,13.0,2024,189
4.0,0:44,2.0,2.0,NWE 12,17.0,24.0,Jonathan Taylor up the middle for 1 yard (tackle by Keion White and Daniel Ekuale),5.04,4.59,13.0,2024,189
4.0,0:30,3.0,1.0,NWE 11,17.0,24.0,Jonathan Taylor up the middle for 3 yards (tackle by Christian Elliss),4.59,5.37,13.0,2024,189
4.0,0:28,,,,,,Timeout #1 by Indianapolis Colts,,,13.0,2024,189
4.0,0:28,1.0,8.0,NWE 8,17.0,24.0,Anthony Richardson right end for 6 yards (tackle by Christian Gonzalez),5.37,5.72,13.0,2024,189
4.0,0:22,2.0,2.0,NWE 2,17.0,24.0,Anthony Richardson left guard for no gain (tackle by Davon Godchaux and Jabrill Peppers),5.72,4.95,13.0,2024,189
4.0,0:21,,,,,,Timeout #2 by Indianapolis Colts,,,13.0,2024,189
4.0,0:21,3.0,2.0,NWE 2,17.0,24.0,Jonathan Taylor left end for -1 yards (tackle by Christian Gonzalez),4.95,3.04,13.0,2024,189
4.0,0:17,,,,,,Timeout #1 by New England Patriots,,,13.0,2024,189
4.0,0:17,,,,,,Timeout #3 by Indianapolis Colts,,,13.0,2024,189
4.0,0:17,4.0,3.0,NWE 3,23.0,24.0,"Anthony Richardson pass complete short left to Alec Pierce for 3 yards, touchdown",3.04,7.0,13.0,2024,189
4.0,0:12,,,NWE 2,25.0,24.0,"Two Point Attempt: Anthony Richardson rushes, conversion succeeds.",1.0,1.0,13.0,2024,189
4.0,0:12,,,IND 35,25.0,24.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,189
4.0,0:12,1.0,10.0,NWE 30,25.0,24.0,Drake Maye pass incomplete deep middle intended for Hunter Henry (defended by E.J. Speed),0.94,0.39,13.0,2024,189
4.0,0:08,,,,,,Timeout #2 by New England Patriots,,,13.0,2024,189
4.0,0:08,2.0,10.0,NWE 30,25.0,24.0,Drake Maye pass complete short middle to Hunter Henry for 11 yards (tackle by Julian Blackmon),0.39,1.66,13.0,2024,189
4.0,0:04,1.0,10.0,NWE 41,25.0,24.0,Drake Maye pass complete short middle to Hunter Henry for 9 yards (tackle by Zaire Franklin),1.66,2.34,13.0,2024,189
4.0,0:01,2.0,1.0,NWE 50,25.0,24.0,Joey Slye 68 yard field goal no good,2.34,1.8,13.0,2024,189
