Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Browns,-10.0,-1.27,1.62,-1.57,-28.57,-9.38,-10.88,1.06,4.88,-1.39,-5.64,7.19,5.0,-5.49,-2.45,13.0,2024,195
Broncos,10.0,9.38,10.88,-1.06,-4.88,1.27,-1.62,1.57,28.57,1.39,-7.19,5.64,5.49,-5.0,2.45,13.0,2024,195
