#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:57,PIT 15,3,1:08,30,Interception,0,Steelers,13.0,2024,185
2,1,11:49,PIT 30,7,4:08,70,Touchdown,0,Steelers,13.0,2024,185
3,1,5:01,PIT 30,10,5:05,70,Touchdown,0,Steelers,13.0,2024,185
4,2,9:52,PIT 32,5,2:33,68,Touchdown,0,Steelers,13.0,2024,185
5,2,4:36,PIT 39,5,1:05,29,Field Goal,0,Steelers,13.0,2024,185
6,2,1:56,PIT 19,8,1:56,65,Field Goal,0,Steelers,13.0,2024,185
7,3,15:00,PIT 30,7,3:32,47,Missed FG,0,Steelers,13.0,2024,185
8,3,3:53,PIT 20,6,3:31,80,Touchdown,0,Steelers,13.0,2024,185
9,4,13:29,PIT 47,3,0:46,4,Punt,0,Steelers,13.0,2024,185
10,4,8:39,PIT 16,11,4:46,72,Field Goal,0,Steelers,13.0,2024,185
11,4,2:39,CIN 46,5,2:39,11,End of Game,0,Steelers,13.0,2024,185
