#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:21,SFO 37,9,4:40,48,Field Goal,0,49ers,13.0,2024,194
2,1,0:03,SFO 25,9,6:15,48,Missed FG,0,49ers,13.0,2024,194
3,2,8:38,SFO 23,7,5:07,36,Punt,0,49ers,13.0,2024,194
4,2,0:41,SFO 29,5,0:41,34,Missed FG,0,49ers,13.0,2024,194
5,3,15:00,BUF 37,5,3:15,32,Fumble,0,49ers,13.0,2024,194
6,3,10:10,SFO 6,3,1:07,0,Punt,0,49ers,13.0,2024,194
7,3,5:58,BUF 48,6,3:04,48,Touchdown,0,49ers,13.0,2024,194
8,3,0:29,SFO 23,3,0:36,2,Fumble,0,49ers,13.0,2024,194
10,4,9:34,SFO 39,3,1:39,-4,Punt,0,49ers,13.0,2024,194
