Player,Pos,home_team,team,week,year,game_id
Sam Darnold,QB,1,Vikings,13.0,2024,186
Aaron Jones,RB,1,Vikings,13.0,2024,186
Jordan Addison,WR,1,Vikings,13.0,2024,186
Jalen Nailor,WR,1,Vikings,13.0,2024,186
Justin Jefferson,WR,1,Vikings,13.0,2024,186
T.J. Hockenson,TE,1,Vikings,13.0,2024,186
Cam Robinson,OT,1,Vikings,13.0,2024,186
Brian O'Neill,T,1,Vikings,13.0,2024,186
Blake Brandel,G,1,Vikings,13.0,2024,186
Dalton Risner,G,1,Vikings,13.0,2024,186
Garrett Bradbury,C,1,Vikings,13.0,2024,186
Harrison Phillips,DL,1,Vikings,13.0,2024,186
Jonathan Bullard,DL,1,Vikings,13.0,2024,186
Jerry Tillery,DL,1,Vikings,13.0,2024,186
Jonathan Greenard,OLB,1,Vikings,13.0,2024,186
Andrew Van Ginkel,OLB,1,Vikings,13.0,2024,186
Blake Cashman,LB,1,Vikings,13.0,2024,186
Byron Murphy,CB,1,Vikings,13.0,2024,186
Stephon Gilmore,CB,1,Vikings,13.0,2024,186
Josh Metellus,S,1,Vikings,13.0,2024,186
Camryn Bynum,S,1,Vikings,13.0,2024,186
Harrison Smith,S,1,Vikings,13.0,2024,186
