Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA,week,year,game_id
1,8:02,2.0,6.0,CAR 16,0.0,0.0,Bucky Irving left tackle for 2 yards (tackle by Cam Gill),4.28,3.89,13.0,2024,191
1,7:25,3.0,4.0,CAR 14,0.0,0.0,Rachaad White left tackle for 3 yards (tackle by A'Shawn Robinson),3.89,2.85,13.0,2024,191
1,6:44,4.0,1.0,CAR 11,0.0,0.0,Rachaad White up the middle for 2 yards (tackle by Trevin Wallace and Jaycee Horn),2.85,5.14,13.0,2024,191
1,6:04,1.0,9.0,CAR 9,0.0,0.0,Bucky Irving up the middle for 5 yards (tackle by Chau Smith-Wade and D.J. Wonnum),5.14,5.34,13.0,2024,191
1,5:22,2.0,4.0,CAR 4,0.0,0.0,Baker Mayfield pass incomplete short middle intended for Cade Otton (defended by Jaycee Horn),5.34,4.49,13.0,2024,191
1,5:17,3.0,4.0,CAR 4,0.0,0.0,"Baker Mayfield pass incomplete short left intended for Mike Evans. Penalty on Michael Jackson: Defensive Pass Interference, 3 yards (accepted) (no play)",4.49,6.97,13.0,2024,191
1,5:13,1.0,1.0,CAR 1,0.0,0.0,Bucky Irving up the middle for -1 yards (tackle by A'Shawn Robinson and Josey Jewell),6.97,5.72,13.0,2024,191
1,4:34,2.0,2.0,CAR 2,6.0,0.0,"Baker Mayfield pass complete short left to Mike Evans for 2 yards, touchdown",5.72,7.0,13.0,2024,191
1,4:29,,,CAR 15,7.0,0.0,Chase McLaughlin kicks extra point good,0.0,0.0,13.0,2024,191
1,4:29,,,TAM 35,7.0,0.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,191
1,4:29,1.0,10.0,CAR 30,7.0,0.0,Bryce Young pass complete short right to Jonathon Brooks for 18 yards (tackle by Christian Izien and Anthony Nelson),0.94,2.13,13.0,2024,191
1,3:44,1.0,10.0,CAR 48,7.0,0.0,Jonathon Brooks up the middle for 1 yard (tackle by Vita Vea and Mike Edwards),2.13,1.72,13.0,2024,191
1,3:01,2.0,9.0,CAR 49,7.0,0.0,Bryce Young pass complete short left to Xavier Legette for 13 yards (tackle by Jamel Dean),1.72,3.05,13.0,2024,191
1,2:17,1.0,10.0,TAM 38,7.0,0.0,Bryce Young pass incomplete short middle,3.05,2.51,13.0,2024,191
1,2:13,2.0,10.0,TAM 38,7.0,0.0,Bryce Young pass complete short middle to David Moore for 7 yards (tackle by Lavonte David),2.51,2.74,13.0,2024,191
1,1:38,3.0,3.0,TAM 31,7.0,0.0,Chuba Hubbard up the middle for 2 yards (tackle by YaYa Diaby and Mike Edwards),2.74,1.62,13.0,2024,191
1,0:52,4.0,1.0,TAM 29,7.0,3.0,Eddy Piñeiro 47 yard field goal good,1.62,3.0,13.0,2024,191
1,0:48,,,CAR 35,7.0,3.0,"Eddy Piñeiro kicks off 64 yards, returned by Sean Tucker for 25 yards (tackle by Amare Barno)",0.0,0.67,13.0,2024,191
1,0:42,1.0,10.0,TAM 26,7.0,3.0,Bucky Irving up the middle for 1 yard (tackle by Xavier Woods),0.67,0.27,13.0,2024,191
1,0:08,2.0,9.0,TAM 27,7.0,3.0,Baker Mayfield pass incomplete deep left intended for Sterling Shepard (defended by Michael Jackson),0.27,-0.43,13.0,2024,191
1,0:03,3.0,9.0,TAM 27,7.0,3.0,Baker Mayfield pass incomplete deep right intended for Trey Palmer,-0.43,-1.57,13.0,2024,191
2,15:00,4.0,9.0,TAM 27,7.0,3.0,"Trenton Gill punts 52 yards, returned by Raheem Blackshear for 3 yards (tackle by Josh Hayes)",-1.57,-0.54,13.0,2024,191
2,14:51,1.0,10.0,CAR 24,7.0,3.0,Chuba Hubbard up the middle for -1 yards (tackle by YaYa Diaby),0.54,-0.14,13.0,2024,191
2,14:16,2.0,11.0,CAR 23,7.0,3.0,Bryce Young pass complete short left to Xavier Legette for 14 yards (tackle by Antoine Winfield),-0.14,1.4,13.0,2024,191
2,13:40,1.0,10.0,CAR 37,7.0,3.0,Bryce Young pass incomplete short right intended for Tommy Tremble,1.4,0.86,13.0,2024,191
2,13:34,2.0,10.0,CAR 37,7.0,3.0,Bryce Young pass incomplete deep right intended for David Moore,0.86,0.17,13.0,2024,191
2,13:28,3.0,10.0,CAR 37,7.0,3.0,Bryce Young pass complete deep right to Tommy Tremble for 38 yards (tackle by Zyon McCollum),0.17,3.91,13.0,2024,191
2,12:40,1.0,10.0,TAM 25,7.0,3.0,Bryce Young pass complete short left to Dan Chisena for 6 yards (tackle by Antoine Winfield),3.91,4.2,13.0,2024,191
2,11:59,2.0,4.0,TAM 19,7.0,3.0,Bryce Young pass incomplete deep left,4.2,3.49,13.0,2024,191
2,11:47,3.0,4.0,TAM 19,7.0,3.0,Bryce Young pass incomplete deep left intended for Xavier Legette,3.49,2.26,13.0,2024,191
2,11:43,4.0,4.0,TAM 19,7.0,3.0,Eddy Piñeiro 38 yard field goal no good,2.26,-0.81,13.0,2024,191
2,11:39,1.0,10.0,TAM 28,7.0,3.0,"Bucky Irving right end for no gain (tackle by LaBryan Ray). Penalty on Graham Barton: Offensive Holding, 10 yards (accepted) (no play)",0.81,-0.04,13.0,2024,191
2,11:21,1.0,20.0,TAM 18,7.0,3.0,Baker Mayfield sacked by Jadeveon Clowney for -13 yards,-0.04,-2.46,13.0,2024,191
2,10:36,2.0,33.0,TAM 5,7.0,3.0,Rachaad White up the middle for 9 yards (tackle by DeShawn Williams),-2.46,-2.86,13.0,2024,191
2,9:48,3.0,24.0,TAM 14,7.0,3.0,"Baker Mayfield pass incomplete short left intended for Cade Otton. Penalty on Graham Barton: Ineligible Downfield Pass, 5 yards (declined)",-2.86,-2.47,13.0,2024,191
2,9:48,4.0,24.0,TAM 14,7.0,3.0,Trenton Gill punts 22 yards out of bounds,-2.47,-3.18,13.0,2024,191
2,9:42,1.0,10.0,TAM 36,7.0,3.0,"Chuba Hubbard left end for 8 yards (tackle by Mike Edwards). Penalty on Antoine Winfield: Low Block, 14 yards (accepted)",3.18,4.65,13.0,2024,191
2,9:20,1.0,10.0,TAM 14,7.0,3.0,"Penalty on Damien Lewis: False Start, 5 yards (accepted) (no play)",4.65,4.26,13.0,2024,191
2,9:15,1.0,15.0,TAM 19,7.0,3.0,Chuba Hubbard up the middle for no gain (tackle by YaYa Diaby),4.26,3.37,13.0,2024,191
2,8:37,2.0,15.0,TAM 19,7.0,3.0,Bryce Young pass complete short left to Adam Thielen for 9 yards (tackle by Lavonte David),3.37,3.82,13.0,2024,191
2,7:54,3.0,6.0,TAM 10,7.0,9.0,"Bryce Young scrambles left end for 10 yards, touchdown",3.82,7.0,13.0,2024,191
2,7:45,,,TAM 15,7.0,10.0,Eddy Piñeiro kicks extra point good,0.0,0.0,13.0,2024,191
2,7:45,,,CAR 35,7.0,10.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,191
2,7:45,1.0,10.0,TAM 30,7.0,10.0,Bucky Irving up the middle for 12 yards (tackle by Michael Jackson),0.94,1.73,13.0,2024,191
2,7:11,1.0,10.0,TAM 42,7.0,10.0,Bucky Irving up the middle for -3 yards (tackle by DJ Johnson),1.73,0.78,13.0,2024,191
2,6:26,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,13.0,2024,191
2,6:26,2.0,13.0,TAM 39,7.0,10.0,"Penalty on Jalen McMillan: False Start, 5 yards (accepted) (no play)",0.78,0.11,13.0,2024,191
2,6:26,2.0,18.0,TAM 34,7.0,10.0,Baker Mayfield pass complete deep right to Mike Evans for 18 yards,0.11,2.39,13.0,2024,191
2,5:44,1.0,10.0,CAR 48,7.0,10.0,Baker Mayfield pass complete deep middle to Mike Evans for 27 yards (tackle by Jordan Fuller),2.39,4.17,13.0,2024,191
2,5:04,1.0,10.0,CAR 21,7.0,10.0,Baker Mayfield pass complete short left to Bucky Irving for 16 yards (tackle by Amare Barno),4.17,6.06,13.0,2024,191
2,4:24,1.0,5.0,CAR 5,7.0,10.0,Bucky Irving right tackle for 1 yard (tackle by DJ Johnson),6.06,5.34,13.0,2024,191
2,3:50,2.0,4.0,CAR 4,7.0,10.0,Baker Mayfield pass incomplete short right intended for Sterling Shepard,5.34,4.49,13.0,2024,191
2,3:46,3.0,4.0,CAR 4,7.0,10.0,"Penalty on Sterling Shepard: False Start, 5 yards (accepted) (no play)",4.49,3.36,13.0,2024,191
2,3:46,3.0,9.0,CAR 9,7.0,10.0,Baker Mayfield pass incomplete short right intended for Sterling Shepard,3.36,2.83,13.0,2024,191
2,3:42,4.0,9.0,CAR 9,10.0,10.0,Chase McLaughlin 27 yard field goal good,2.83,3.0,13.0,2024,191
2,3:39,,,TAM 35,10.0,10.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,191
2,3:39,1.0,10.0,CAR 30,10.0,10.0,Bryce Young pass complete short right to Adam Thielen for 16 yards (tackle by Lavonte David),0.94,1.99,13.0,2024,191
2,3:03,1.0,10.0,CAR 46,10.0,10.0,Jonathon Brooks up the middle for 5 yards (tackle by Anthony Nelson),1.99,2.13,13.0,2024,191
2,2:13,2.0,5.0,TAM 49,10.0,10.0,"Bryce Young pass incomplete short left intended for Adam Thielen. Penalty on YaYa Diaby: Roughing the Passer, 15 yards (accepted) (no play)",2.13,3.31,13.0,2024,191
2,2:13,1.0,10.0,TAM 34,10.0,10.0,Jonathon Brooks right end for 1 yard (tackle by Lavonte David and Zyon McCollum),3.31,2.91,13.0,2024,191
2,2:00,2.0,9.0,TAM 33,10.0,10.0,Bryce Young pass incomplete deep right intended for David Moore,2.91,2.21,13.0,2024,191
2,1:55,,,,,,Timeout #1 by Carolina Panthers,,,13.0,2024,191
2,1:55,3.0,9.0,TAM 33,10.0,10.0,"Penalty on David Moore: False Start, 5 yards (accepted) (no play)",2.21,1.55,13.0,2024,191
2,1:55,3.0,14.0,TAM 38,10.0,10.0,Bryce Young pass complete short middle to Adam Thielen for 11 yards (tackle by Mike Edwards and Christian Izien),1.55,1.77,13.0,2024,191
2,1:45,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,13.0,2024,191
2,1:45,4.0,3.0,TAM 27,10.0,10.0,Eddy Piñeiro 45 yard field goal no good,1.77,-1.27,13.0,2024,191
2,1:41,1.0,10.0,TAM 35,10.0,10.0,"Baker Mayfield pass incomplete short middle intended for Cade Otton. Penalty on Jaycee Horn: Defensive Pass Interference, 14 yards (accepted) (no play)",1.27,2.19,13.0,2024,191
2,1:36,1.0,10.0,TAM 49,10.0,10.0,Baker Mayfield pass complete short middle to Cade Otton for 5 yards (tackle by Trevin Wallace),2.19,2.32,13.0,2024,191
2,1:13,2.0,5.0,CAR 46,10.0,10.0,Baker Mayfield pass complete short left to Cade Otton for 7 yards (tackle by Jordan Fuller),2.32,2.98,13.0,2024,191
2,0:51,1.0,10.0,CAR 39,10.0,10.0,Baker Mayfield pass short right intended for Cade Otton is intercepted by Chau Smith-Wade at CAR-40 and returned for 3 yards (tackle by Cade Otton),2.98,-1.8,13.0,2024,191
2,0:43,1.0,10.0,CAR 43,10.0,10.0,Bryce Young pass complete short middle to Adam Thielen for 7 yards (tackle by Lavonte David),1.8,2.2,13.0,2024,191
2,0:38,,,,,,Timeout #2 by Carolina Panthers,,,13.0,2024,191
2,0:38,2.0,3.0,CAR 50,10.0,10.0,Bryce Young pass complete short left to Tommy Tremble for 6 yards,2.2,2.65,13.0,2024,191
2,0:34,1.0,10.0,TAM 44,10.0,10.0,Bryce Young pass incomplete deep middle intended for David Moore,2.65,2.11,13.0,2024,191
2,0:29,2.0,10.0,TAM 44,10.0,10.0,Bryce Young pass complete short middle to Tommy Tremble for 19 yards (tackle by Antoine Winfield),2.11,3.91,13.0,2024,191
2,0:23,,,,,,Timeout #3 by Carolina Panthers,,,13.0,2024,191
2,0:23,1.0,10.0,TAM 25,10.0,10.0,Bryce Young pass complete short left to David Moore for 10 yards (tackle by Jamel Dean),3.91,4.58,13.0,2024,191
2,0:19,1.0,10.0,TAM 15,10.0,10.0,Bryce Young pass incomplete short right,4.58,3.95,13.0,2024,191
2,0:14,2.0,10.0,TAM 15,10.0,10.0,Bryce Young pass complete short left to David Moore for 7 yards,3.95,4.45,13.0,2024,191
2,0:11,3.0,3.0,TAM 8,10.0,10.0,"Bryce Young pass incomplete short middle intended for Adam Thielen Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.45,2.98,13.0,2024,191
2,0:07,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,13.0,2024,191
2,0:07,4.0,3.0,TAM 8,10.0,13.0,Eddy Piñeiro 27 yard field goal good,2.98,3.0,13.0,2024,191
2,0:05,,,CAR 35,10.0,13.0,"Eddy Piñeiro kicks off 68 yards, returned by Bucky Irving for 20 yards (tackle by Lonnie Johnson). Penalty on Sam Franklin: Unnecessary Roughness / Offense, 15 yards (accepted)",0.0,1.27,13.0,2024,191
3,15:00,,,CAR 20,10.0,13.0,"Eddy Piñeiro kicks off 64 yards, returned by Rakim Jarrett for 14 yards (tackle by Caleb Farley)",0.0,0.94,13.0,2024,191
3,14:56,1.0,10.0,TAM 30,10.0,13.0,Baker Mayfield pass complete short right to Mike Evans for 10 yards (tackle by Josey Jewell),0.94,1.6,13.0,2024,191
3,14:27,1.0,10.0,TAM 40,10.0,13.0,Rachaad White left guard for 4 yards (tackle by D.J. Wonnum),1.6,1.59,13.0,2024,191
3,13:43,2.0,6.0,TAM 44,10.0,13.0,"Penalty on Cade Otton: False Start, 5 yards (accepted) (no play)",1.59,0.92,13.0,2024,191
3,13:26,2.0,11.0,TAM 39,10.0,13.0,Baker Mayfield pass complete short right to Rachaad White for 2 yards (tackle by Chau Smith-Wade),0.92,0.5,13.0,2024,191
3,12:47,3.0,9.0,TAM 41,10.0,13.0,Baker Mayfield pass incomplete short middle intended for Mike Evans (defended by Jordan Fuller),0.5,-0.65,13.0,2024,191
3,12:42,4.0,9.0,TAM 41,10.0,13.0,"Trenton Gill punts 47 yards, returned by David Moore for 7 yards (tackle by Vi Jones)",-0.65,-0.15,13.0,2024,191
3,12:30,1.0,10.0,CAR 19,10.0,13.0,"Bryce Young pass complete deep left to Xavier Legette for 21 yards (tackle by Jamel Dean). Penalty on Jamel Dean: Defensive Holding, 5 yards (declined)",0.15,1.6,13.0,2024,191
3,11:59,1.0,10.0,CAR 40,10.0,13.0,Chuba Hubbard up the middle for 9 yards (tackle by J.J. Russell),1.6,2.27,13.0,2024,191
3,11:17,2.0,1.0,CAR 49,10.0,13.0,"Bryce Young pass incomplete deep left. Penalty on Damien Lewis: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.27,1.59,13.0,2024,191
3,11:11,2.0,6.0,CAR 44,10.0,13.0,Bryce Young pass complete short middle to Adam Thielen for 6 yards (tackle by J.J. Russell),1.59,2.26,13.0,2024,191
3,10:25,1.0,10.0,CAR 50,10.0,13.0,Bryce Young pass incomplete deep left intended for Stephen Sullivan,2.26,1.71,13.0,2024,191
3,10:20,2.0,10.0,CAR 50,10.0,13.0,Chuba Hubbard up the middle for 3 yards (tackle by Antoine Winfield),1.71,1.42,13.0,2024,191
3,9:43,3.0,7.0,TAM 47,10.0,13.0,Bryce Young pass incomplete short middle intended for Xavier Legette,1.42,0.13,13.0,2024,191
3,9:38,4.0,7.0,TAM 47,10.0,13.0,"Johnny Hekker punts 26 yards, fair catch by Trey Palmer at TB-21",0.13,-0.34,13.0,2024,191
3,9:31,1.0,10.0,TAM 21,10.0,13.0,Bucky Irving left end for 7 yards (tackle by DJ Johnson),0.34,0.75,13.0,2024,191
3,8:55,2.0,3.0,TAM 28,10.0,13.0,Baker Mayfield pass complete short middle to Mike Evans for 13 yards (tackle by Jaycee Horn and Xavier Woods),0.75,1.66,13.0,2024,191
3,8:21,1.0,10.0,TAM 41,10.0,13.0,"Baker Mayfield aborted snap, recovered by Bucky Irving at TB-41 (tackle by DJ Johnson)",1.66,1.73,13.0,2024,191
3,7:42,2.0,5.0,TAM 45,10.0,13.0,Baker Mayfield sacked by Amare Barno for -3 yards,1.73,0.63,13.0,2024,191
3,6:58,3.0,8.0,TAM 42,10.0,13.0,Baker Mayfield sacked by Josey Jewell for -7 yards,0.63,-1.04,13.0,2024,191
3,6:43,4.0,15.0,TAM 35,10.0,13.0,"Trenton Gill punts 53 yards downed by Josh Hayes. Penalty on Raheem Blackshear: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Vi Jones: Face Mask (15 Yards), 15 yards (offset)",-1.04,0.35,13.0,2024,191
3,6:27,1.0,10.0,CAR 12,10.0,13.0,Chuba Hubbard up the middle for 6 yards (tackle by William Gholston),-0.35,-0.07,13.0,2024,191
3,6:00,2.0,4.0,CAR 18,10.0,13.0,Bryce Young pass incomplete short right intended for Tommy Tremble,-0.07,-0.72,13.0,2024,191
3,5:46,3.0,4.0,CAR 18,10.0,13.0,Bryce Young pass incomplete short left intended for Tommy Tremble,-0.72,-2.24,13.0,2024,191
3,5:42,4.0,4.0,CAR 18,10.0,13.0,Johnny Hekker punts 49 yards downed by Lonnie Johnson,-2.24,-1.14,13.0,2024,191
3,5:32,1.0,10.0,TAM 33,10.0,13.0,Bucky Irving up the middle for 4 yards (tackle by LaBryan Ray and A'Shawn Robinson),1.14,1.13,13.0,2024,191
3,4:56,2.0,6.0,TAM 37,10.0,13.0,Kyle Trask pass complete short left to Bucky Irving for 5 yards (tackle by Trevin Wallace and Amare Barno),1.13,1.09,13.0,2024,191
3,4:21,3.0,1.0,TAM 42,10.0,13.0,Baker Mayfield pass short left intended for Jalen McMillan is intercepted by Xavier Woods at CAR-47 and returned for 33 yards (tackle by Tristan Wirfs),1.09,-4.24,13.0,2024,191
3,4:08,1.0,10.0,TAM 20,10.0,13.0,Jonathon Brooks left end for 9 yards (tackle by Antoine Winfield),4.24,5.26,13.0,2024,191
3,3:28,2.0,1.0,TAM 11,10.0,13.0,Bryce Young pass complete short left to Jonathon Brooks for no gain (tackle by Lavonte David),5.26,4.59,13.0,2024,191
3,2:46,3.0,1.0,TAM 11,10.0,13.0,Bryce Young pass complete short left to Jonathon Brooks for 5 yards (tackle by J.J. Russell),4.59,5.83,13.0,2024,191
3,2:00,1.0,6.0,TAM 6,10.0,13.0,Jonathon Brooks up the middle for 2 yards (tackle by J.J. Russell and YaYa Diaby),5.83,5.34,13.0,2024,191
3,1:14,2.0,4.0,TAM 4,10.0,13.0,Jonathon Brooks left tackle for no gain (tackle by Jamel Dean and Lavonte David),5.34,4.49,13.0,2024,191
3,0:33,3.0,4.0,TAM 4,10.0,13.0,Bryce Young pass incomplete short right intended for Xavier Legette,4.49,3.03,13.0,2024,191
3,0:22,4.0,4.0,TAM 4,10.0,16.0,Eddy Piñeiro 22 yard field goal good,3.03,3.0,13.0,2024,191
3,0:19,,,CAR 35,10.0,16.0,"Eddy Piñeiro kicks off 54 yards, returned by Rakim Jarrett for 20 yards (tackle by Jon Rhattigan)",0.0,1.0,13.0,2024,191
3,0:15,1.0,10.0,TAM 31,10.0,16.0,Bucky Irving up the middle for 4 yards (tackle by Jordan Fuller),1.0,1.0,13.0,2024,191
4,15:00,2.0,6.0,TAM 35,10.0,16.0,Bucky Irving right end for 6 yards (tackle by Jadeveon Clowney),1.0,1.66,13.0,2024,191
4,14:22,1.0,10.0,TAM 41,10.0,16.0,Bucky Irving up the middle for 5 yards (tackle by A'Shawn Robinson),1.66,1.8,13.0,2024,191
4,13:44,2.0,5.0,TAM 46,10.0,16.0,Bucky Irving left end for 7 yards (tackle by Chau Smith-Wade),1.8,2.46,13.0,2024,191
4,13:04,1.0,10.0,CAR 47,10.0,16.0,Baker Mayfield pass complete short right to Bucky Irving for 12 yards (tackle by Josey Jewell),2.46,3.25,13.0,2024,191
4,12:20,1.0,10.0,CAR 35,10.0,16.0,Baker Mayfield pass complete short right to Jalen McMillan for 3 yards (tackle by Jaycee Horn),3.25,3.11,13.0,2024,191
4,11:39,2.0,7.0,CAR 32,10.0,16.0,Bucky Irving right end for 10 yards (tackle by Cam Gill),3.11,4.11,13.0,2024,191
4,11:02,1.0,10.0,CAR 22,10.0,16.0,Bucky Irving right end for 3 yards (tackle by Shy Tuttle),4.11,3.97,13.0,2024,191
4,10:20,2.0,7.0,CAR 19,10.0,16.0,Baker Mayfield pass complete short right to Cade Otton for 1 yard (tackle by Xavier Woods),3.97,3.4,13.0,2024,191
4,9:39,3.0,6.0,CAR 18,10.0,16.0,Baker Mayfield pass complete short left to Sterling Shepard for 12 yards (tackle by A'Shawn Robinson),3.4,5.83,13.0,2024,191
4,8:58,1.0,6.0,CAR 6,16.0,16.0,"Bucky Irving left tackle for 6 yards, touchdown",5.83,7.0,13.0,2024,191
4,8:53,,,CAR 15,17.0,16.0,Chase McLaughlin kicks extra point good,0.0,0.0,13.0,2024,191
4,8:53,,,TAM 35,17.0,16.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,191
4,8:53,1.0,10.0,CAR 30,17.0,16.0,Bryce Young sacked by Calijah Kancey for -9 yards,0.94,-0.82,13.0,2024,191
4,8:10,2.0,19.0,CAR 21,17.0,16.0,Bryce Young pass complete short middle to Adam Thielen for 9 yards (tackle by J.J. Russell),-0.82,-0.3,13.0,2024,191
4,7:31,3.0,10.0,CAR 30,17.0,16.0,Bryce Young pass incomplete short middle intended for Xavier Legette (defended by Zyon McCollum),-0.3,-1.37,13.0,2024,191
4,7:26,4.0,10.0,CAR 30,17.0,16.0,"Johnny Hekker punts 45 yards, fair catch by Trey Palmer at TB-25",-1.37,-0.61,13.0,2024,191
4,7:18,1.0,10.0,TAM 25,17.0,16.0,Bucky Irving up the middle for 5 yards (tackle by Shy Tuttle and Josey Jewell),0.61,0.74,13.0,2024,191
4,6:41,2.0,5.0,TAM 30,17.0,16.0,Bucky Irving up the middle for 2 yards (tackle by Shy Tuttle and LaBryan Ray),0.74,0.3,13.0,2024,191
4,6:01,3.0,3.0,TAM 32,17.0,16.0,Baker Mayfield pass complete short middle to Mike Evans for 10 yards (tackle by Chau Smith-Wade),0.3,1.73,13.0,2024,191
4,5:24,1.0,10.0,TAM 42,17.0,16.0,Bucky Irving up the middle for 4 yards (tackle by Jordan Fuller),1.73,1.73,13.0,2024,191
4,4:46,2.0,6.0,TAM 46,17.0,16.0,Bucky Irving up the middle for 43 yards (tackle by Jaycee Horn),1.73,4.84,13.0,2024,191
4,4:02,1.0,10.0,CAR 11,17.0,16.0,Bucky Irving left tackle for 6 yards (tackle by Xavier Woods and LaBryan Ray),4.84,5.28,13.0,2024,191
4,3:23,2.0,4.0,CAR 5,17.0,16.0,Rachaad White left tackle for 3 yards (tackle by Jordan Fuller and Jonathan Harris),5.28,5.12,13.0,2024,191
4,3:15,,,,,,Timeout #1 by Carolina Panthers,,,13.0,2024,191
4,3:15,3.0,1.0,CAR 2,17.0,16.0,Rachaad White left end for -6 yards (tackle by Jaycee Horn and Josey Jewell),5.12,2.96,13.0,2024,191
4,3:08,,,,,,Timeout #2 by Carolina Panthers,,,13.0,2024,191
4,3:08,4.0,7.0,CAR 8,20.0,16.0,Chase McLaughlin 26 yard field goal good,2.96,3.0,13.0,2024,191
4,3:05,,,TAM 35,20.0,16.0,"Trenton Gill kicks off 25 yards,. Penalty on Trenton Gill: Kickoff Short of Landing Zone (accepted)",0.0,1.6,13.0,2024,191
4,3:05,1.0,10.0,CAR 40,20.0,16.0,Bryce Young pass complete short left to Tommy Tremble for no gain (tackle by Christian Izien),1.6,1.05,13.0,2024,191
4,2:28,2.0,10.0,CAR 40,20.0,16.0,Bryce Young pass complete deep right to David Moore for 7 yards (tackle by Anthony Nelson),1.05,1.29,13.0,2024,191
4,2:00,3.0,3.0,CAR 47,20.0,16.0,Chuba Hubbard up the middle for 3 yards (tackle by Anthony Nelson),1.29,2.26,13.0,2024,191
4,1:39,1.0,10.0,TAM 50,20.0,16.0,Bryce Young pass complete short left to David Moore for 9 yards (tackle by Tavierre Thomas and Lavonte David),2.26,2.93,13.0,2024,191
4,1:17,2.0,1.0,TAM 41,20.0,16.0,Bryce Young pass incomplete deep left intended for David Moore,2.93,2.21,13.0,2024,191
4,1:10,3.0,1.0,TAM 41,20.0,16.0,Chuba Hubbard left end for 2 yards (tackle by YaYa Diaby),2.21,2.98,13.0,2024,191
4,0:51,1.0,10.0,TAM 39,20.0,16.0,Bryce Young pass incomplete short left,2.98,2.44,13.0,2024,191
4,0:43,2.0,10.0,TAM 39,20.0,16.0,Bryce Young pass complete short right to Tommy Tremble for 14 yards (tackle by Tavierre Thomas),2.44,3.91,13.0,2024,191
4,0:36,,,,,,Timeout #3 by Carolina Panthers,,,13.0,2024,191
