Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Nick Chubb,CLE,9,21,0,1.0,8,0.9,13,1.4,1,9.0,13.0,2024,195
Jerome Ford,CLE,9,41,0,1.0,14,1.6,27,3.0,1,9.0,13.0,2024,195
Jameis Winston,CLE,3,11,0,1.0,11,3.7,0,0.0,0,,13.0,2024,195
Elijah Moore,CLE,1,1,0,0.0,1,1.0,0,0.0,0,,13.0,2024,195
Kadarius Toney,CLE,1,3,0,,0,0.0,3,3.0,1,1.0,13.0,2024,195
Jaleel McLaughlin,DEN,14,84,0,3.0,65,4.6,19,1.4,1,14.0,13.0,2024,195
Javonte Williams,DEN,4,1,1,1.0,1,0.3,0,0.0,0,,13.0,2024,195
Audric Estime,DEN,3,12,0,,4,1.3,8,2.7,0,,13.0,2024,195
Bo Nix,DEN,3,4,0,0.0,4,1.3,0,0.0,0,,13.0,2024,195
Michael Burton,DEN,1,1,1,1.0,1,1.0,0,0.0,0,,13.0,2024,195
Marvin Mims,DEN,1,4,0,0.0,2,2.0,2,2.0,0,,13.0,2024,195
