Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Mack Wilson,ARI,0,0,0,0,1,2.0,7,6,1,2,3,0,0,0,0,13.0,2024,186
L.J. Collier,ARI,0,0,0,0,0,2.0,2,2,0,1,2,0,0,0,0,13.0,2024,186
Kyzir White,ARI,0,0,0,0,0,1.0,6,5,1,1,1,0,0,0,0,13.0,2024,186
Budda Baker,ARI,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,13.0,2024,186
Sean Murphy-Bunting,ARI,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,2,13.0,2024,186
Jalen Thompson,ARI,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,13.0,2024,186
Baron Browning,ARI,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0,13.0,2024,186
Zaven Collins,ARI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2024,186
Naquan Jones,ARI,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,13.0,2024,186
Roy Lopez,ARI,0,0,0,0,1,0.0,2,1,1,1,0,1,0,0,0,13.0,2024,186
Jesse Luketa,ARI,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,13.0,2024,186
Dante Stills,ARI,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,13.0,2024,186
Victor Dimukeje,ARI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2024,186
Max Melton,ARI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2024,186
Starling Thomas,ARI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2024,186
Garrett Williams,ARI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2024,186
Kyler Murray,ARI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,13.0,2024,186
Xavier Thomas,ARI,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,13.0,2024,186
Shaquill Griffin,MIN,1,0,0,0,1,0.0,5,5,0,1,0,0,0,0,0,13.0,2024,186
Byron Murphy,MIN,1,0,0,0,3,0.0,5,4,1,0,0,0,0,0,0,13.0,2024,186
Jonathan Greenard,MIN,0,0,0,0,0,1.0,4,2,2,1,0,0,0,0,1,13.0,2024,186
Blake Cashman,MIN,0,0,0,0,0,0.0,11,9,2,0,0,0,0,0,0,13.0,2024,186
Camryn Bynum,MIN,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0,13.0,2024,186
Josh Metellus,MIN,0,0,0,0,0,0.0,10,6,4,0,0,0,0,0,0,13.0,2024,186
Harrison Smith,MIN,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,13.0,2024,186
Patrick Jones II,MIN,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,13.0,2024,186
Andrew Van Ginkel,MIN,0,0,0,0,0,0.0,6,2,4,1,1,0,0,0,0,13.0,2024,186
Harrison Phillips,MIN,0,0,0,0,1,0.0,5,1,4,0,1,0,0,0,0,13.0,2024,186
Jalen Redmond,MIN,0,0,0,0,0,0.0,4,2,2,2,0,0,0,0,0,13.0,2024,186
Stephon Gilmore,MIN,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,13.0,2024,186
Theo Jackson,MIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,13.0,2024,186
Brian Asamoah,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2024,186
Jonathan Bullard,MIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2024,186
Ty Chandler,MIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,13.0,2024,186
Bo Richter,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,13.0,2024,186
Jihad Ward,MIN,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,13.0,2024,186
Fabian Moreau,MIN,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,13.0,2024,186
Brian O'Neill,MIN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,13.0,2024,186
