Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cowboys,7.0,3.74,6.54,-2.8,0.0,12.9,18.77,-8.14,12.41,-9.17,-6.3,4.04,-0.48,-4.04,-2.39,13.0,2024,181
Giants,-7.0,-12.9,-18.77,8.14,-12.41,-3.74,-6.54,2.8,0.0,9.17,-4.04,6.3,4.04,0.48,2.39,13.0,2024,181
