Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Jawaan Taylor,T,71,100%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Creed Humphrey,C,71,100%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Trey Smith,G,71,100%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Patrick Mahomes,QB,71,100%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Joe Thuney,G,71,100%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Wanya Morris,T,64,90%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Travis Kelce,TE,64,90%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Noah Gray,TE,44,62%,0,0%,11,35%,1,Chiefs,13.0,2024,183
Xavier Worthy,WR,42,59%,0,0%,0,0%,1,Chiefs,13.0,2024,183
DeAndre Hopkins,WR,42,59%,0,0%,0,0%,1,Chiefs,13.0,2024,183
JuJu Smith-Schuster,WR,40,56%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Justin Watson,WR,32,45%,0,0%,4,13%,1,Chiefs,13.0,2024,183
Kareem Hunt,RB,27,38%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Isiah Pacheco,RB,26,37%,0,0%,0,0%,1,Chiefs,13.0,2024,183
Samaje Perine,RB,18,25%,0,0%,9,29%,1,Chiefs,13.0,2024,183
Mecole Hardman,WR,8,11%,0,0%,8,26%,1,Chiefs,13.0,2024,183
Anthony Firkser,TE,7,10%,0,0%,10,32%,1,Chiefs,13.0,2024,183
Mike Caliendo,G,7,10%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Carson Steele,RB,3,4%,0,0%,14,45%,1,Chiefs,13.0,2024,183
Kingsley Suamataia,T,2,3%,0,0%,6,19%,1,Chiefs,13.0,2024,183
Justin Reid,SS,0,0%,68,100%,6,19%,1,Chiefs,13.0,2024,183
Trent McDuffie,CB,0,0%,68,100%,0,0%,1,Chiefs,13.0,2024,183
Nick Bolton,LB,0,0%,65,96%,6,19%,1,Chiefs,13.0,2024,183
Bryan Cook,FS,0,0%,61,90%,0,0%,1,Chiefs,13.0,2024,183
Chris Jones,DT,0,0%,60,88%,0,0%,1,Chiefs,13.0,2024,183
George Karlaftis III,DE,0,0%,59,87%,6,19%,1,Chiefs,13.0,2024,183
Joshua Williams,CB,0,0%,53,78%,14,45%,1,Chiefs,13.0,2024,183
Drue Tranquill,LB,0,0%,51,75%,0,0%,1,Chiefs,13.0,2024,183
Chamarri Conner,FS,0,0%,50,74%,15,48%,1,Chiefs,13.0,2024,183
Michael Danna,DE,0,0%,42,62%,6,19%,1,Chiefs,13.0,2024,183
Charles Omenihu,DE,0,0%,34,50%,0,0%,1,Chiefs,13.0,2024,183
Tershawn Wharton,DT,0,0%,33,49%,6,19%,1,Chiefs,13.0,2024,183
Jaden Hicks,SS,0,0%,24,35%,25,81%,1,Chiefs,13.0,2024,183
Leo Chenal,LB,0,0%,21,31%,25,81%,1,Chiefs,13.0,2024,183
Mike Pennel,NT,0,0%,20,29%,6,19%,1,Chiefs,13.0,2024,183
Nazeeh Johnson,CB,0,0%,13,19%,11,35%,1,Chiefs,13.0,2024,183
Derrick Nnadi,DT,0,0%,12,18%,6,19%,1,Chiefs,13.0,2024,183
Felix Anudike-Uzomah,DE,0,0%,9,13%,0,0%,1,Chiefs,13.0,2024,183
Keith Taylor,CB,0,0%,3,4%,10,32%,1,Chiefs,13.0,2024,183
Jack Cochrane,LB,0,0%,1,1%,25,81%,1,Chiefs,13.0,2024,183
Joshua Uche,LB,0,0%,1,1%,4,13%,1,Chiefs,13.0,2024,183
Christian Roland-Wallace,CB,0,0%,0,0%,19,61%,1,Chiefs,13.0,2024,183
Cam Jones,LB,0,0%,0,0%,19,61%,1,Chiefs,13.0,2024,183
Matthew Wright,K,0,0%,0,0%,12,39%,1,Chiefs,13.0,2024,183
James Winchester,LS,0,0%,0,0%,11,35%,1,Chiefs,13.0,2024,183
Matt Araiza,P,0,0%,0,0%,11,35%,1,Chiefs,13.0,2024,183
Hunter Nourzad,C,0,0%,0,0%,6,19%,1,Chiefs,13.0,2024,183
