Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Aidan O'Connell,LVR,0,0,0,0,0,13.0,2024,183
Sincere McCormick,LVR,2,2,1,0,3,13.0,2024,183
Ameer Abdullah,LVR,2,2,14,0,7,13.0,2024,183
Tre Tucker,LVR,1,1,58,1,58,13.0,2024,183
Brock Bowers,LVR,14,10,140,1,33,13.0,2024,183
Jakobi Meyers,LVR,11,6,97,0,43,13.0,2024,183
DJ Turner,LVR,1,1,25,0,25,13.0,2024,183
Michael Mayer,LVR,2,1,5,0,5,13.0,2024,183
Terrace Marshall Jr.,LVR,1,0,0,0,0,13.0,2024,183
Patrick Mahomes,KAN,0,0,0,0,0,13.0,2024,183
Isiah Pacheco,KAN,1,1,5,0,5,13.0,2024,183
Kareem Hunt,KAN,4,2,0,0,5,13.0,2024,183
DeAndre Hopkins,KAN,9,4,90,0,34,13.0,2024,183
Travis Kelce,KAN,13,7,68,0,24,13.0,2024,183
Noah Gray,KAN,6,4,58,0,26,13.0,2024,183
Xavier Worthy,KAN,7,5,54,0,19,13.0,2024,183
Samaje Perine,KAN,1,1,15,0,10,13.0,2024,183
JuJu Smith-Schuster,KAN,1,1,10,0,10,13.0,2024,183
Justin Watson,KAN,3,1,6,1,6,13.0,2024,183
