#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 30,11,5:17,65,Field Goal,1,Cowboys,13.0,2024,181
2,1,3:06,DAL 30,13,6:22,55,Field Goal,1,Cowboys,13.0,2024,181
3,2,8:59,DAL 13,5,1:44,31,Downs,1,Cowboys,13.0,2024,181
4,2,6:07,DAL 1,3,0:55,1,Punt,1,Cowboys,13.0,2024,181
5,2,3:21,DAL 30,4,1:31,8,Punt,1,Cowboys,13.0,2024,181
6,2,1:29,DAL 34,3,0:24,15,Punt,1,Cowboys,13.0,2024,181
7,3,13:40,NYG 38,6,2:03,38,Touchdown,1,Cowboys,13.0,2024,181
8,3,9:22,DAL 30,9,4:59,70,Touchdown,1,Cowboys,13.0,2024,181
9,4,13:34,DAL 20,7,3:43,33,Punt,1,Cowboys,13.0,2024,181
10,4,6:59,DAL 39,4,2:20,16,Punt,1,Cowboys,13.0,2024,181
11,4,2:18,DAL 30,5,2:18,8,End of Game,1,Cowboys,13.0,2024,181
