Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Will Levis,TEN,18,37,212,9,23.1,386,10.4,152,8.4,4.1,60,3.3,6,16.7%,11,30.6%,2,8,3,6,11,28.2%,0,,13.0,2024,188
Jayden Daniels,WAS,25,30,206,12,37.5,160,5.3,85,3.4,2.8,121,4.8,0,0.0%,4,13.3%,2,8,1,0,3,7.9%,6,4.2,13.0,2024,188
