Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Justin Herbert,LAC,5,1,0,2,13.0,2024,184
JK Scott,LAC,0,0,0,0,13.0,2024,184
Gus Edwards,LAC,6,32,0,12,13.0,2024,184
Kimani Vidal,LAC,4,20,0,16,13.0,2024,184
Derius Davis,LAC,1,3,0,3,13.0,2024,184
Ladd McConkey,LAC,0,0,0,0,13.0,2024,184
Quentin Johnston,LAC,0,0,0,0,13.0,2024,184
Josh Palmer,LAC,0,0,0,0,13.0,2024,184
Stone Smartt,LAC,0,0,0,0,13.0,2024,184
Scott Matlock,LAC,0,0,0,0,13.0,2024,184
Tucker Fisk,LAC,0,0,0,0,13.0,2024,184
Will Dissly,LAC,0,0,0,0,13.0,2024,184
Hassan Haskins,LAC,1,0,0,0,13.0,2024,184
Kirk Cousins,ATL,1,3,0,3,13.0,2024,184
Bijan Robinson,ATL,26,102,1,15,13.0,2024,184
Tyler Allgeier,ATL,8,16,0,4,13.0,2024,184
Darnell Mooney,ATL,0,0,0,0,13.0,2024,184
Charlie Woerner,ATL,0,0,0,0,13.0,2024,184
Kyle Pitts,ATL,0,0,0,0,13.0,2024,184
Ray-Ray McCloud,ATL,1,-2,0,-2,13.0,2024,184
Drake London,ATL,1,-3,0,-3,13.0,2024,184
