Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
D.J. Moore,CHI,16,8,97,1,3,57,7.1,40,5.0,10.9,0,,2,12.5,0,89.8,13.0,2024,180
Keenan Allen,CHI,8,5,73,2,3,58,11.6,15,3.0,14.4,0,,0,0.0,0,131.8,13.0,2024,180
Cole Kmet,CHI,3,3,26,0,2,23,7.7,3,1.0,7.7,0,,0,0.0,0,102.8,13.0,2024,180
Rome Odunze,CHI,6,2,25,0,2,23,11.5,2,1.0,21.3,0,,0,0.0,0,47.2,13.0,2024,180
D'Andre Swift,CHI,3,2,35,0,1,-6,-3.0,41,20.5,4.0,0,,0,0.0,0,106.2,13.0,2024,180
Amon-Ra St. Brown,DET,7,5,73,0,2,58,11.6,15,3.0,13.0,0,,0,0.0,0,105.1,13.0,2024,180
Jameson Williams,DET,7,5,28,0,2,5,1.0,23,4.6,3.6,0,,0,0.0,0,78.3,13.0,2024,180
Sam LaPorta,DET,6,3,6,2,2,5,1.7,1,0.3,5.5,0,,0,0.0,0,95.8,13.0,2024,180
David Montgomery,DET,3,3,36,0,3,-9,-3.0,45,15.0,-3.0,0,,0,0.0,0,116.7,13.0,2024,180
Jahmyr Gibbs,DET,4,2,17,0,0,-4,-2.0,21,10.5,5.0,0,,0,0.0,0,61.5,13.0,2024,180
Tim Patrick,DET,3,2,48,0,2,24,12.0,24,12.0,12.0,0,,0,0.0,0,109.7,13.0,2024,180
Brock Wright,DET,1,1,13,0,1,3,3.0,10,10.0,3.0,0,,0,0.0,0,118.7,13.0,2024,180
