Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jordan Mason,SFO,13,78,0,5.0,36,2.8,42,3.2,4,3.3,13.0,2024,194
Christian McCaffrey,SFO,7,53,0,4.0,30,4.3,23,3.3,2,3.5,13.0,2024,194
Isaac Guerendo,SFO,4,19,1,1.0,6,1.5,13,3.3,2,2.0,13.0,2024,194
Brock Purdy,SFO,2,4,0,0.0,3,1.5,1,0.5,0,,13.0,2024,194
Kyle Juszczyk,SFO,1,-1,0,,-1,-1.0,0,0.0,0,,13.0,2024,194
James Cook,BUF,14,107,1,3.0,93,6.6,14,1.0,0,,13.0,2024,194
Ray Davis,BUF,11,63,1,5.0,35,3.2,28,2.5,1,11.0,13.0,2024,194
Ty Johnson,BUF,5,28,0,1.0,16,3.2,12,2.4,0,,13.0,2024,194
Mitchell Trubisky,BUF,4,-3,0,,-3,-0.8,0,0.0,0,,13.0,2024,194
Josh Allen,BUF,3,18,1,3.0,11,3.7,7,2.3,1,3.0,13.0,2024,194
Curtis Samuel,BUF,1,7,0,,7,7.0,0,0.0,0,,13.0,2024,194
