Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Tua Tagovailoa,MIA,2,6,0,9,13.0,2024,182
Raheem Mostert,MIA,5,19,0,12,13.0,2024,182
De'Von Achane,MIA,7,14,0,13,13.0,2024,182
Jonnu Smith,MIA,0,0,0,0,13.0,2024,182
Tyreek Hill,MIA,0,0,0,0,13.0,2024,182
Jaylen Waddle,MIA,0,0,0,0,13.0,2024,182
Alec Ingold,MIA,0,0,0,0,13.0,2024,182
Odell Beckham Jr.,MIA,0,0,0,0,13.0,2024,182
Durham Smythe,MIA,0,0,0,0,13.0,2024,182
Malik Washington,MIA,0,0,0,0,13.0,2024,182
Julian Hill,MIA,0,0,0,0,13.0,2024,182
Jordan Love,GNB,0,0,0,0,13.0,2024,182
Josh Jacobs,GNB,19,43,1,11,13.0,2024,182
Chris Brooks,GNB,3,28,0,18,13.0,2024,182
Jayden Reed,GNB,1,23,0,23,13.0,2024,182
Emanuel Wilson,GNB,2,20,0,15,13.0,2024,182
Tucker Kraft,GNB,0,0,0,0,13.0,2024,182
Christian Watson,GNB,0,0,0,0,13.0,2024,182
Dontayvion Wicks,GNB,0,0,0,0,13.0,2024,182
