Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Russell Wilson,PIT,29,38,414,18,45.0,163,4.3,150,5.2,3.9,264,9.1,1,2.8%,5,13.9%,2,10,8,7,17,41.5%,1,5.0,13.0,2024,185
Joe Burrow,CIN,28,38,309,16,38.1,226,5.9,144,5.1,3.8,165,5.9,3,8.1%,3,8.1%,4,10,7,7,18,40.9%,2,4.5,13.0,2024,185
