Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Malik Nabers,NYG,13,8,69,0,3.0,46,5.8,23,2.9,5.3,0,,2,15.4,0,75.5,13.0,2024,181
Theo Johnson,NYG,5,5,54,0,2.0,25,5.0,29,5.8,5.0,1,5.0,0,0.0,0,111.7,13.0,2024,181
Jalin Hyatt,NYG,2,2,8,0,1.0,3,1.5,5,2.5,1.5,0,,0,0.0,0,83.3,13.0,2024,181
Wan'Dale Robinson,NYG,2,2,6,0,,2,1.0,4,2.0,1.0,0,,0,0.0,0,79.2,13.0,2024,181
Darius Slayton,NYG,6,2,8,0,,7,3.5,1,0.5,16.5,0,,0,0.0,0,42.4,13.0,2024,181
Tyrone Tracy Jr.,NYG,3,2,33,0,2.0,1,0.5,32,16.0,-0.3,1,2.0,0,0.0,0,103.5,13.0,2024,181
Devin Singletary,NYG,1,0,0,0,0.0,0,,0,,-17.0,0,,0,0.0,1,0.0,13.0,2024,181
Luke Schoonmaker,DAL,6,5,33,0,2.0,25,5.0,8,1.6,3.7,0,,0,0.0,0,89.6,13.0,2024,181
KaVontae Turpin,DAL,5,4,53,0,2.0,-9,-2.3,62,15.5,-0.8,0,,0,0.0,0,110.8,13.0,2024,181
Brandin Cooks,DAL,7,3,16,1,3.0,13,4.3,3,1.0,14.9,0,,0,0.0,0,89.9,13.0,2024,181
Rico Dowdle,DAL,3,3,11,0,0.0,-9,-3.0,20,6.7,-3.0,0,,0,0.0,0,81.9,13.0,2024,181
CeeDee Lamb,DAL,6,2,39,0,2.0,20,10.0,19,9.5,7.0,0,,3,50.0,0,56.9,13.0,2024,181
Jalen Tolbert,DAL,4,2,41,0,1.0,39,19.5,2,1.0,11.8,0,,0,0.0,0,86.5,13.0,2024,181
Jalen Brooks,DAL,1,1,0,0,,-2,-2.0,2,2.0,-2.0,0,,0,0.0,0,79.2,13.0,2024,181
Jonathan Mingo,DAL,4,1,2,0,,-1,-1.0,3,3.0,17.8,0,,0,0.0,0,39.6,13.0,2024,181
