Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Jaxon Smith-Njigba,SEA,4,4,74,0,3.0,61,15.3,13,3.3,15.3,0,,0,0.0,0,118.7,13.0,2024,187
D.K. Metcalf,SEA,9,4,66,0,2.0,55,13.8,11,2.8,12.7,0,,0,0.0,0,69.7,13.0,2024,187
Noah Fant,SEA,4,3,26,0,,14,4.7,12,4.0,3.8,0,,0,0.0,0,91.7,13.0,2024,187
Tyler Lockett,SEA,3,3,16,0,1.0,15,5.0,1,0.3,5.0,0,,0,0.0,0,88.9,13.0,2024,187
AJ Barner,SEA,2,2,14,1,1.0,-4,-2.0,18,9.0,-2.0,0,,0,0.0,0,135.4,13.0,2024,187
Zach Charbonnet,SEA,3,2,13,0,0.0,1,0.5,12,6.0,0.7,0,,0,0.0,0,75.7,13.0,2024,187
Kenneth Walker III,SEA,3,2,-3,0,0.0,-11,-5.5,8,4.0,-4.0,0,,0,0.0,0,70.1,13.0,2024,187
Pharaoh Brown,SEA,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6,13.0,2024,187
Garrett Wilson,NYJ,10,5,41,0,3.0,16,3.2,25,5.0,10.5,0,,1,10.0,1,21.2,13.0,2024,187
Davante Adams,NYJ,12,5,66,1,5.0,47,9.4,19,3.8,12.5,1,5.0,1,8.3,0,87.5,13.0,2024,187
Tyler Conklin,NYJ,5,4,32,0,2.0,11,2.8,21,5.3,3.8,0,,0,0.0,0,93.3,13.0,2024,187
Isaiah Davis,NYJ,3,3,28,1,1.0,0,0.0,28,9.3,0.0,0,,0,0.0,0,145.1,13.0,2024,187
Braelon Allen,NYJ,2,2,16,0,1.0,-11,-5.5,27,13.5,-5.5,0,,0,0.0,0,100.0,13.0,2024,187
Xavier Gipson,NYJ,1,1,-1,0,,-3,-3.0,2,2.0,-3.0,0,,0,0.0,0,79.2,13.0,2024,187
Jeremy Ruckert,NYJ,2,1,3,0,,3,3.0,0,0.0,8.5,0,,0,0.0,0,56.2,13.0,2024,187
Breece Hall,NYJ,1,0,0,0,0.0,0,,0,,4.0,0,,1,100.0,0,39.6,13.0,2024,187
Malachi Corley,NYJ,2,0,0,0,0.0,0,,0,,14.5,0,,0,0.0,0,39.6,13.0,2024,187
