Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Caleb Williams,CHI,0,0,0,0,0,13.0,2024,180
D'Andre Swift,CHI,3,2,35,0,29,13.0,2024,180
D.J. Moore,CHI,16,8,97,1,31,13.0,2024,180
Keenan Allen,CHI,8,5,73,2,31,13.0,2024,180
Cole Kmet,CHI,3,3,26,0,14,13.0,2024,180
Rome Odunze,CHI,6,2,25,0,19,13.0,2024,180
Jared Goff,DET,0,0,0,0,0,13.0,2024,180
Penei Sewell,DET,0,0,0,0,0,13.0,2024,180
David Montgomery,DET,3,3,36,0,19,13.0,2024,180
Jahmyr Gibbs,DET,4,2,17,0,13,13.0,2024,180
Jameson Williams,DET,7,5,28,0,8,13.0,2024,180
Amon-Ra St. Brown,DET,7,5,73,0,29,13.0,2024,180
Tim Patrick,DET,3,2,48,0,30,13.0,2024,180
Brock Wright,DET,1,1,13,0,13,13.0,2024,180
Sam LaPorta,DET,6,3,6,2,3,13.0,2024,180
