Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Geno Smith,SEA,0,0,0,0,0,13.0,2024,187
Kenneth Walker III,SEA,3,2,-3,0,1,13.0,2024,187
Zach Charbonnet,SEA,3,2,13,0,7,13.0,2024,187
Jaxon Smith-Njigba,SEA,4,4,74,0,25,13.0,2024,187
D.K. Metcalf,SEA,9,4,66,0,30,13.0,2024,187
Noah Fant,SEA,4,3,26,0,11,13.0,2024,187
Tyler Lockett,SEA,3,3,16,0,6,13.0,2024,187
AJ Barner,SEA,2,2,14,1,12,13.0,2024,187
Pharaoh Brown,SEA,1,0,0,0,0,13.0,2024,187
Aaron Rodgers,NYJ,0,0,0,0,0,13.0,2024,187
Breece Hall,NYJ,1,0,0,0,0,13.0,2024,187
Braelon Allen,NYJ,2,2,16,0,10,13.0,2024,187
Malachi Corley,NYJ,2,0,0,0,0,13.0,2024,187
Isaiah Davis,NYJ,3,3,28,1,24,13.0,2024,187
Davante Adams,NYJ,12,5,66,1,24,13.0,2024,187
Garrett Wilson,NYJ,10,5,41,0,17,13.0,2024,187
Tyler Conklin,NYJ,5,4,32,0,14,13.0,2024,187
Jeremy Ruckert,NYJ,2,1,3,0,3,13.0,2024,187
Xavier Gipson,NYJ,1,1,-1,0,-1,13.0,2024,187
