#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,SEA 27,3,1:35,73,Touchdown,1,Seahawks,17.0,2022,251
2,1,11:13,SEA 37,9,4:36,57,Field Goal,1,Seahawks,17.0,2022,251
3,1,2:19,SEA 25,7,3:04,75,Touchdown,1,Seahawks,17.0,2022,251
4,2,8:00,SEA 25,3,2:07,-11,Punt,1,Seahawks,17.0,2022,251
5,2,3:43,SEA 39,8,2:56,16,Punt,1,Seahawks,17.0,2022,251
6,3,12:00,SEA 47,13,5:57,40,Field Goal,1,Seahawks,17.0,2022,251
7,3,5:45,NYJ 49,3,2:14,4,Punt,1,Seahawks,17.0,2022,251
8,3,1:45,SEA 32,10,3:46,45,Missed FG,1,Seahawks,17.0,2022,251
9,4,11:19,SEA 14,5,1:47,14,Punt,1,Seahawks,17.0,2022,251
10,4,9:17,NYJ 24,7,3:36,11,Field Goal,1,Seahawks,17.0,2022,251
11,4,3:56,NYJ 35,7,2:00,17,Downs,1,Seahawks,17.0,2022,251
