#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CLE 25,6,3:22,6,Punt,0,Browns,17.0,2022,245
2,1,10:48,WAS 36,5,1:26,17,Field Goal,0,Browns,17.0,2022,245
3,1,3:51,CLE 42,6,3:33,56,Downs,0,Browns,17.0,2022,245
4,2,13:14,CLE 47,3,1:26,2,Punt,0,Browns,17.0,2022,245
5,2,0:21,CLE 23,1,0:21,-1,End of Half,0,Browns,17.0,2022,245
6,3,12:53,CLE 37,6,2:50,63,Touchdown,0,Browns,17.0,2022,245
7,3,6:56,CLE 16,12,6:20,84,Touchdown,0,Browns,17.0,2022,245
8,4,10:26,CLE 25,9,5:05,75,Touchdown,0,Browns,17.0,2022,245
9,4,3:11,CLE 20,3,0:26,-1,Punt,0,Browns,17.0,2022,245
10,4,2:03,WAS 35,3,1:39,-1,Punt,0,Browns,17.0,2022,245
