Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA,week,year,game_id
1.0,5:39,1.0,10.0,BAL 37,3.0,0.0,J.K. Dobbins up the middle for no gain (tackle by T.J. Watt and Mark Robinson),1.4,0.86,17.0,2022,255
1.0,4:59,2.0,10.0,BAL 37,3.0,0.0,Tyler Huntley scrambles right tackle for 10 yards (tackle by Levi Wallace),0.86,2.06,17.0,2022,255
1.0,4:16,1.0,10.0,BAL 47,3.0,0.0,J.K. Dobbins left end for no gain (tackle by Robert Spillane),2.06,1.52,17.0,2022,255
1.0,3:37,2.0,10.0,BAL 47,3.0,0.0,Tyler Huntley scrambles right end for 4 yards (tackle by Robert Spillane),1.52,1.36,17.0,2022,255
1.0,2:53,3.0,6.0,PIT 49,3.0,0.0,"Tyler Huntley pass complete short left to Mark Andrews for 6 yards (tackle by Terrell Edmunds) BAL challenged the first down ruling, and the original play was overturned. Tyler Huntley pass complete short left to Mark Andrews for 6 yards (tackle by Terrell Edmunds)",1.36,2.72,17.0,2022,255
1.0,2:14,1.0,10.0,PIT 43,3.0,0.0,J.K. Dobbins left end for 2 yards (tackle by DeMarvin Leal and Cameron Sutton),2.72,2.45,17.0,2022,255
1.0,1:50,2.0,8.0,PIT 41,3.0,0.0,Tyler Huntley pass incomplete short left intended for Demarcus Robinson,2.45,1.75,17.0,2022,255
1.0,1:49,,,,,,Timeout #1 by Pittsburgh Steelers,,,17.0,2022,255
1.0,1:49,3.0,8.0,PIT 41,3.0,0.0,Tyler Huntley pass complete short right to Demarcus Robinson for 9 yards (tackle by Minkah Fitzpatrick and Arthur Maulet),1.75,3.45,17.0,2022,255
1.0,1:05,1.0,10.0,PIT 32,3.0,0.0,J.K. Dobbins up the middle for 15 yards (tackle by Levi Wallace and Minkah Fitzpatrick),3.45,4.44,17.0,2022,255
1.0,0:23,1.0,10.0,PIT 17,3.0,0.0,Tyler Huntley left tackle for 4 yards (tackle by Minkah Fitzpatrick),4.44,4.5,17.0,2022,255
2.0,15:00,2.0,6.0,PIT 13,3.0,0.0,Andy Isabella left end for 1 yard (tackle by Alex Highsmith and Robert Spillane),4.5,3.88,17.0,2022,255
2.0,14:18,3.0,5.0,PIT 12,3.0,0.0,Tyler Huntley pass incomplete short left intended for DeSean Jackson,3.88,2.68,17.0,2022,255
2.0,14:12,4.0,5.0,PIT 12,3.0,3.0,Justin Tucker 30 yard field goal good,2.68,3.0,17.0,2022,255
2.0,14:09,,,BAL 35,3.0,3.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,255
2.0,14:09,1.0,10.0,PIT 25,3.0,3.0,Najee Harris up the middle for 9 yards (tackle by Chuck Clark and Roquan Smith),0.61,1.28,17.0,2022,255
2.0,13:39,2.0,1.0,PIT 34,3.0,3.0,Najee Harris right guard for 5 yards (tackle by Travis Jones and Odafe Oweh),1.28,1.53,17.0,2022,255
2.0,13:01,1.0,10.0,PIT 39,3.0,3.0,Kenny Pickett sacked by Jason Pierre-Paul for -7 yards,1.53,0.04,17.0,2022,255
2.0,12:18,2.0,17.0,PIT 32,3.0,3.0,Kenny Pickett pass complete short left to Diontae Johnson for 14 yards (tackle by Brandon Stephens),0.04,1.22,17.0,2022,255
2.0,11:39,3.0,3.0,PIT 46,3.0,3.0,Kenny Pickett pass incomplete deep right intended for George Pickens. Penalty on George Pickens: Illegal Touch Pass (accepted),1.22,-0.32,17.0,2022,255
2.0,11:00,4.0,3.0,PIT 46,3.0,3.0,Pressley Harvin punts 48 yards downed by Miles Boykin,-0.32,0.38,17.0,2022,255
2.0,10:50,1.0,10.0,BAL 6,3.0,3.0,Gus Edwards up the middle for no gain (tackle by T.J. Watt and Mark Robinson),-0.38,-0.78,17.0,2022,255
2.0,10:00,2.0,10.0,BAL 6,3.0,3.0,Tyler Huntley pass complete short middle to DeSean Jackson for 9 yards (tackle by Arthur Maulet),-0.78,-0.37,17.0,2022,255
2.0,9:31,3.0,1.0,BAL 15,3.0,3.0,Gus Edwards left tackle for no gain (tackle by Cameron Heyward and Alex Highsmith),-0.37,-2.44,17.0,2022,255
2.0,8:53,4.0,1.0,BAL 15,3.0,3.0,"Jordan Stout punts 49 yards, fair catch by Steven Sims at PIT-36. Penalty on Minkah Fitzpatrick: Offensive Holding, 10 yards (accepted)",-2.44,-0.67,17.0,2022,255
2.0,8:46,1.0,10.0,PIT 26,3.0,3.0,Najee Harris left guard for 5 yards (tackle by Marcus Williams and Broderick Washington),0.67,0.81,17.0,2022,255
2.0,8:11,2.0,5.0,PIT 31,3.0,3.0,Gunner Olszewski left end for 6 yards (tackle by Marcus Williams),0.81,1.4,17.0,2022,255
2.0,7:40,1.0,10.0,PIT 37,3.0,3.0,Jaylen Warren right tackle for 6 yards (tackle by Patrick Queen and Kyle Hamilton),1.4,1.67,17.0,2022,255
2.0,7:02,2.0,4.0,PIT 43,3.0,3.0,Jaylen Warren left tackle for 5 yards (tackle by Kyle Hamilton),1.67,2.13,17.0,2022,255
2.0,6:25,1.0,10.0,PIT 48,3.0,3.0,Kenny Pickett pass incomplete short right intended for Diontae Johnson,2.13,1.58,17.0,2022,255
2.0,6:16,2.0,10.0,PIT 48,3.0,3.0,Jaylen Warren right guard for 5 yards (tackle by Chuck Clark),1.58,1.55,17.0,2022,255
2.0,5:36,3.0,5.0,BAL 47,3.0,3.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 10 yards (tackle by Kyle Hamilton),1.55,3.12,17.0,2022,255
2.0,4:55,1.0,10.0,BAL 37,3.0,3.0,Najee Harris right end for 3 yards (tackle by Kyle Hamilton),3.12,2.98,17.0,2022,255
2.0,4:16,2.0,7.0,BAL 34,3.0,3.0,Najee Harris right guard for 4 yards (tackle by Travis Jones and Chuck Clark),2.98,2.81,17.0,2022,255
2.0,3:39,3.0,3.0,BAL 30,3.0,3.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth (defended by Chuck Clark),2.81,1.48,17.0,2022,255
2.0,3:35,4.0,3.0,BAL 30,3.0,3.0,Chris Boswell 48 yard field goal no good,1.48,-1.47,17.0,2022,255
2.0,3:30,1.0,10.0,BAL 38,3.0,3.0,"Penalty on Josh Oliver: False Start, 5 yards (accepted) (no play)",1.47,1.14,17.0,2022,255
2.0,3:30,1.0,15.0,BAL 33,3.0,3.0,J.K. Dobbins right end for 17 yards (tackle by Cameron Sutton),1.14,2.26,17.0,2022,255
2.0,2:57,1.0,10.0,BAL 50,3.0,3.0,J.K. Dobbins left guard for 5 yards (tackle by Robert Spillane),2.26,2.39,17.0,2022,255
2.0,2:20,2.0,5.0,PIT 45,3.0,3.0,J.K. Dobbins up the middle for 4 yards (tackle by Robert Spillane),2.39,2.21,17.0,2022,255
2.0,2:00,3.0,1.0,PIT 41,3.0,3.0,Tyler Huntley up the middle for 2 yards (tackle by Larry Ogunjobi),2.21,2.98,17.0,2022,255
2.0,1:28,1.0,10.0,PIT 39,3.0,3.0,J.K. Dobbins right guard for 12 yards (tackle by Terrell Edmunds),2.98,3.78,17.0,2022,255
2.0,1:14,1.0,10.0,PIT 27,3.0,3.0,Gus Edwards right tackle for 2 yards (tackle by Mark Robinson),3.78,3.5,17.0,2022,255
2.0,0:41,2.0,8.0,PIT 25,3.0,3.0,Tyler Huntley pass complete short right to Mark Andrews for 9 yards (tackle by Terrell Edmunds),3.5,4.51,17.0,2022,255
2.0,0:32,1.0,10.0,PIT 16,3.0,3.0,Tyler Huntley left guard for no gain (tackle by Robert Spillane),4.51,3.9,17.0,2022,255
2.0,0:28,,,,,,Timeout #1 by Baltimore Ravens,,,17.0,2022,255
2.0,0:28,2.0,10.0,PIT 16,3.0,3.0,Tyler Huntley pass complete short middle to Isaiah Likely for -6 yards (tackle by Robert Spillane),3.9,2.48,17.0,2022,255
2.0,0:22,,,,,,Timeout #2 by Baltimore Ravens,,,17.0,2022,255
2.0,0:22,3.0,16.0,PIT 22,3.0,3.0,J.K. Dobbins left tackle for 7 yards (tackle by Arthur Maulet),2.48,2.59,17.0,2022,255
2.0,0:22,4.0,1.0,PIT 15,3.0,3.0,"Penalty on Cameron Heyward: Unnecessary Roughness / Defense, 8 yards (accepted) (no play)",2.59,5.6,17.0,2022,255
2.0,0:11,1.0,7.0,PIT 7,3.0,9.0,"Tyler Huntley pass complete short left to Isaiah Likely for 7 yards, touchdown",5.6,7.0,17.0,2022,255
2.0,0:07,,,PIT 15,3.0,10.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2022,255
2.0,0:07,,,BAL 35,3.0,10.0,"Justin Tucker kicks off 70 yards, returned by Steven Sims for 29 yards (tackle by Josh Oliver and James Proche)",0.0,0.54,17.0,2022,255
2.0,0:03,1.0,10.0,PIT 24,3.0,10.0,Kenny Pickett kneels for -1 yards,0.54,-0.14,17.0,2022,255
3.0,15:00,,,PIT 35,3.0,10.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,255
3.0,15:00,1.0,10.0,BAL 25,3.0,10.0,Tyler Huntley pass complete short left to Mark Andrews for 14 yards (tackle by Terrell Edmunds),0.61,1.53,17.0,2022,255
3.0,14:18,1.0,10.0,BAL 39,3.0,10.0,J.K. Dobbins left tackle for 2 yards (tackle by DeMarvin Leal),1.53,1.26,17.0,2022,255
3.0,13:36,2.0,8.0,BAL 41,3.0,10.0,Tyler Huntley right tackle for 1 yard (tackle by Robert Spillane),1.26,0.7,17.0,2022,255
3.0,12:56,3.0,7.0,BAL 42,3.0,10.0,Tyler Huntley pass complete short left to Mark Andrews for 18 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),0.7,2.92,17.0,2022,255
3.0,12:27,1.0,10.0,PIT 40,3.0,10.0,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",2.92,2.59,17.0,2022,255
3.0,12:05,1.0,15.0,PIT 45,3.0,10.0,J.K. Dobbins up the middle for no gain (tackle by Larry Ogunjobi and Montravius Adams),2.59,1.7,17.0,2022,255
3.0,11:27,2.0,15.0,PIT 45,3.0,10.0,"Tyler Huntley scrambles right end for no gain. Penalty on Morgan Moses: Offensive Holding, 10 yards (accepted) (no play)",1.7,0.35,17.0,2022,255
3.0,10:53,2.0,25.0,BAL 45,3.0,10.0,Tyler Huntley pass complete deep left to Mark Andrews for 19 yards (tackle by Devin Bush),0.35,2.21,17.0,2022,255
3.0,10:14,3.0,6.0,PIT 36,3.0,10.0,Tyler Huntley scrambles left end for 3 yards (tackle by Minkah Fitzpatrick and Cameron Heyward),2.21,1.19,17.0,2022,255
3.0,9:35,4.0,3.0,PIT 33,3.0,13.0,Justin Tucker 51 yard field goal good,1.19,3.0,17.0,2022,255
3.0,9:31,,,BAL 35,3.0,13.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,255
3.0,9:31,1.0,10.0,PIT 25,3.0,13.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth (defended by Brent Urban),0.61,0.06,17.0,2022,255
3.0,9:26,2.0,10.0,PIT 25,3.0,13.0,Najee Harris right guard for 15 yards (tackle by Patrick Queen),0.06,1.6,17.0,2022,255
3.0,8:51,1.0,10.0,PIT 40,3.0,13.0,Najee Harris left guard for 3 yards (tackle by Odafe Oweh),1.6,1.46,17.0,2022,255
3.0,8:17,2.0,7.0,PIT 43,3.0,13.0,Najee Harris up the middle for -7 yards (tackle by Odafe Oweh),1.46,-0.16,17.0,2022,255
3.0,7:32,3.0,14.0,PIT 36,3.0,13.0,Kenny Pickett pass complete short middle to George Pickens for 14 yards (tackle by Brandon Stephens),-0.16,2.26,17.0,2022,255
3.0,6:49,1.0,10.0,PIT 50,3.0,13.0,Kenny Pickett pass complete short middle to Jaylen Warren for 6 yards (tackle by Roquan Smith),2.26,2.52,17.0,2022,255
3.0,6:09,2.0,4.0,BAL 44,3.0,13.0,Jaylen Warren up the middle for no gain (tackle by Kyle Hamilton),2.52,1.82,17.0,2022,255
3.0,5:26,3.0,4.0,BAL 44,3.0,13.0,Kenny Pickett pass complete short right to Jaylen Warren for 6 yards (tackle by Kyle Hamilton and Brandon Stephens),1.82,3.05,17.0,2022,255
3.0,5:04,1.0,10.0,BAL 38,3.0,13.0,Najee Harris left tackle for 5 yards (tackle by Rayshad Nichols),3.05,3.18,17.0,2022,255
3.0,4:27,2.0,5.0,BAL 33,3.0,13.0,Najee Harris up the middle for 1 yard (tackle by Rayshad Nichols and Broderick Washington),3.18,2.61,17.0,2022,255
3.0,3:52,,,,,,Timeout #1 by Baltimore Ravens,,,17.0,2022,255
3.0,3:52,3.0,4.0,BAL 32,3.0,13.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Marcus Williams),2.61,1.27,17.0,2022,255
3.0,3:47,4.0,4.0,BAL 32,6.0,13.0,Chris Boswell 51 yard field goal good,1.27,3.0,17.0,2022,255
3.0,3:42,,,PIT 35,6.0,13.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,255
3.0,3:42,1.0,10.0,BAL 25,6.0,13.0,J.K. Dobbins left end for 22 yards (tackle by Minkah Fitzpatrick),0.61,2.06,17.0,2022,255
3.0,2:59,1.0,10.0,BAL 47,6.0,13.0,J.K. Dobbins up the middle for 2 yards (tackle by DeMarvin Leal and Terrell Edmunds),2.06,1.79,17.0,2022,255
3.0,2:16,2.0,8.0,BAL 49,6.0,13.0,Tyler Huntley sacked by T.J. Watt for -10 yards,1.79,-0.23,17.0,2022,255
3.0,1:31,3.0,18.0,BAL 39,6.0,13.0,Tyler Huntley pass complete short middle to Isaiah Likely for 11 yards (tackle by Damontae Kazee and Minkah Fitzpatrick),-0.23,-0.06,17.0,2022,255
3.0,0:55,4.0,7.0,BAL 50,6.0,13.0,"Jordan Stout punts 40 yards, fair catch by Steven Sims at PIT-10. Penalty on Elijah Riley: Offensive Holding, 5 yards (accepted)",-0.06,0.38,17.0,2022,255
3.0,0:46,1.0,10.0,PIT 5,6.0,13.0,Najee Harris left end for 9 yards (tackle by Roquan Smith and Marcus Williams),-0.38,-0.1,17.0,2022,255
3.0,0:07,2.0,1.0,PIT 14,6.0,13.0,Najee Harris right end for 1 yard (tackle by Roquan Smith and Travis Jones),-0.1,-0.22,17.0,2022,255
4.0,15:00,1.0,10.0,PIT 15,6.0,13.0,Najee Harris left guard for 15 yards (tackle by Chuck Clark and Roquan Smith),-0.22,0.94,17.0,2022,255
4.0,14:19,1.0,10.0,PIT 30,6.0,13.0,Kenny Pickett pass complete short right to George Pickens for 15 yards (tackle by Brandon Stephens),0.94,1.93,17.0,2022,255
4.0,13:40,1.0,10.0,PIT 45,6.0,13.0,Jaylen Warren up the middle for 6 yards (tackle by Chuck Clark and Jason Pierre-Paul),1.93,2.19,17.0,2022,255
4.0,12:55,2.0,4.0,BAL 49,6.0,13.0,Jaylen Warren right end for 7 yards (tackle by Patrick Queen and Roquan Smith),2.19,2.79,17.0,2022,255
4.0,12:20,1.0,10.0,BAL 42,6.0,13.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Broderick Washington),2.79,2.24,17.0,2022,255
4.0,12:16,2.0,10.0,BAL 42,6.0,13.0,Najee Harris left tackle for 6 yards (tackle by Odafe Oweh),2.24,2.34,17.0,2022,255
4.0,11:47,3.0,4.0,BAL 36,6.0,13.0,Kenny Pickett pass complete short right to Diontae Johnson for 21 yards (tackle by Marcus Williams),2.34,4.58,17.0,2022,255
4.0,11:14,1.0,10.0,BAL 15,6.0,13.0,Jaylen Warren left guard for 2 yards (tackle by Brent Urban and Rayshad Nichols),4.58,4.28,17.0,2022,255
4.0,10:35,2.0,8.0,BAL 13,6.0,13.0,Jaylen Warren right guard for -2 yards (tackle by Brent Urban),4.28,3.1,17.0,2022,255
4.0,9:55,3.0,10.0,BAL 15,6.0,13.0,Kenny Pickett pass incomplete short left intended for Steven Sims,3.1,2.44,17.0,2022,255
4.0,9:47,4.0,10.0,BAL 15,9.0,13.0,Chris Boswell 33 yard field goal good,2.44,3.0,17.0,2022,255
4.0,9:44,,,PIT 35,9.0,13.0,"Chris Boswell kicks off 61 yards, returned by Justice Hill for 56 yards (tackle by Arthur Maulet)",0.0,2.92,17.0,2022,255
4.0,9:33,1.0,10.0,PIT 40,9.0,13.0,J.K. Dobbins left guard for -2 yards (tackle by T.J. Watt and Cameron Heyward),2.92,2.1,17.0,2022,255
4.0,8:58,2.0,12.0,PIT 42,9.0,13.0,Tyler Huntley pass incomplete deep right intended for Josh Oliver,2.1,1.42,17.0,2022,255
4.0,8:51,3.0,12.0,PIT 42,9.0,13.0,Tyler Huntley pass incomplete short middle intended for Isaiah Likely (defended by Terrell Edmunds),1.42,0.46,17.0,2022,255
4.0,8:49,4.0,12.0,PIT 42,9.0,13.0,"Jordan Stout punts 34 yards, fair catch by Steven Sims at PIT-8",0.46,0.38,17.0,2022,255
4.0,8:41,1.0,10.0,PIT 8,9.0,13.0,Jaylen Warren right end for 6 yards (tackle by Chuck Clark and Broderick Washington),-0.38,-0.32,17.0,2022,255
4.0,8:03,2.0,4.0,PIT 14,9.0,13.0,Jaylen Warren up the middle for 9 yards (tackle by Chuck Clark and Marcus Williams),-0.32,0.48,17.0,2022,255
4.0,7:35,1.0,10.0,PIT 23,9.0,13.0,Kenny Pickett pass incomplete deep left intended for Diontae Johnson (defended by Brandon Stephens),0.48,-0.07,17.0,2022,255
4.0,7:32,2.0,10.0,PIT 23,9.0,13.0,Kenny Pickett sacked by Justin Madubuike for -8 yards,-0.07,-2.15,17.0,2022,255
4.0,6:44,3.0,18.0,PIT 15,9.0,13.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth (defended by Chuck Clark),-2.15,-2.44,17.0,2022,255
4.0,6:42,4.0,18.0,PIT 15,9.0,13.0,"Pressley Harvin punts 51 yards, returned by James Proche for 2 yards (tackle by Miles Boykin)",-2.44,-1.33,17.0,2022,255
4.0,6:32,1.0,10.0,BAL 36,9.0,13.0,Tyler Huntley pass complete short right to Mark Andrews for 4 yards (tackle by Robert Spillane and Mark Robinson),1.33,1.33,17.0,2022,255
4.0,5:51,2.0,6.0,BAL 40,9.0,13.0,J.K. Dobbins left guard for 4 yards (tackle by Devin Bush and Alex Highsmith),1.33,1.16,17.0,2022,255
4.0,5:09,3.0,2.0,BAL 44,9.0,13.0,J.K. Dobbins right guard for no gain (tackle by Cameron Heyward and Mark Robinson),1.16,-0.46,17.0,2022,255
4.0,4:30,4.0,2.0,BAL 44,9.0,13.0,"Jordan Stout punts 56 yards, touchback.",-0.46,-0.28,17.0,2022,255
4.0,4:16,1.0,10.0,PIT 20,9.0,13.0,Najee Harris left tackle for 7 yards (tackle by Chuck Clark),0.28,0.68,17.0,2022,255
4.0,3:56,2.0,3.0,PIT 27,9.0,13.0,Kenny Pickett pass complete short right to Najee Harris for 2 yards (tackle by Brandon Stephens),0.68,0.23,17.0,2022,255
4.0,3:14,3.0,1.0,PIT 29,9.0,13.0,Kenny Pickett up the middle for 1 yard (tackle by Justin Madubuike),0.23,0.94,17.0,2022,255
4.0,2:35,1.0,10.0,PIT 30,9.0,13.0,Kenny Pickett pass complete deep middle to Pat Freiermuth for 20 yards (tackle by Brandon Stephens),0.94,2.26,17.0,2022,255
4.0,2:06,1.0,10.0,PIT 50,9.0,13.0,"Kenny Pickett pass complete short middle to Steven Sims for 28 yards (tackle by Marcus Williams). Penalty on Kyle Hamilton: Defensive Holding, 5 yards (declined)",2.26,4.11,17.0,2022,255
4.0,1:59,1.0,10.0,BAL 22,9.0,13.0,Kenny Pickett pass complete short middle to Steven Sims for 4 yards (tackle by Marcus Williams),4.11,4.13,17.0,2022,255
4.0,1:55,2.0,6.0,BAL 18,9.0,13.0,Najee Harris right guard for 5 yards (tackle by Justin Houston),4.13,4.39,17.0,2022,255
4.0,1:49,,,,,,Timeout #2 by Baltimore Ravens,,,17.0,2022,255
4.0,1:49,3.0,1.0,BAL 13,9.0,13.0,Kenny Pickett right guard for 1 yard (tackle by Justin Madubuike),4.39,4.78,17.0,2022,255
4.0,1:11,1.0,10.0,BAL 12,9.0,13.0,Kenny Pickett pass incomplete short right intended for Diontae Johnson,4.78,4.1,17.0,2022,255
4.0,1:06,2.0,10.0,BAL 12,9.0,13.0,Najee Harris right tackle for 2 yards (tackle by Broderick Washington),4.1,3.48,17.0,2022,255
4.0,1:02,,,,,,Timeout #3 by Baltimore Ravens,,,17.0,2022,255
4.0,1:02,3.0,8.0,BAL 10,15.0,13.0,"Kenny Pickett pass complete short left to Najee Harris for 10 yards, touchdown",3.48,7.0,17.0,2022,255
4.0,0:56,,,BAL 15,16.0,13.0,Chris Boswell kicks extra point good,0.0,0.0,17.0,2022,255
4.0,0:56,,,PIT 35,16.0,13.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,255
4.0,0:56,1.0,10.0,BAL 25,16.0,13.0,Tyler Huntley pass incomplete short right intended for Isaiah Likely,0.61,0.06,17.0,2022,255
4.0,0:52,2.0,10.0,BAL 25,16.0,13.0,"Tyler Huntley pass incomplete deep middle intended for DeSean Jackson. Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,17.0,2022,255
4.0,0:45,2.0,20.0,BAL 15,16.0,13.0,Tyler Huntley pass complete short middle to Mark Andrews for 18 yards (tackle by Levi Wallace and Minkah Fitzpatrick),-1.43,0.43,17.0,2022,255
4.0,0:26,3.0,2.0,BAL 33,16.0,13.0,Tyler Huntley pass complete short middle to Mark Andrews for 5 yards (tackle by Minkah Fitzpatrick),0.43,1.47,17.0,2022,255
4.0,0:22,1.0,10.0,BAL 38,16.0,13.0,Tyler Huntley spiked the ball,1.47,0.92,17.0,2022,255
4.0,0:20,2.0,10.0,BAL 38,16.0,13.0,Tyler Huntley pass intended for Demarcus Robinson is intercepted by Minkah Fitzpatrick at PIT-40 and returned for no gain,0.92,-0.61,17.0,2022,255
4.0,0:13,1.0,10.0,PIT 25,16.0,13.0,Kenny Pickett kneels for -1 yards,0.61,-0.07,17.0,2022,255
