Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
J.J. Watt,ARI,0,0,0,0,0,1.0,1,1,0,1,2,0,0,0,0,17.0,2022,242
Jalen Thompson,ARI,0,0,0,0,0,0.0,10,8,2,0,0,0,0,0,0,17.0,2022,242
Zaven Collins,ARI,0,0,0,0,1,0.0,7,6,1,1,0,0,0,0,0,17.0,2022,242
Jace Whittaker,ARI,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,17.0,2022,242
Isaiah Simmons,ARI,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,17.0,2022,242
Cameron Thomas,ARI,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0,17.0,2022,242
Zeke Turner,ARI,0,0,0,0,0,0.0,5,4,1,2,0,0,0,0,0,17.0,2022,242
Michael Dogbe,ARI,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,17.0,2022,242
Dennis Gardeck,ARI,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,17.0,2022,242
Jonathan Ledbetter,ARI,0,0,0,0,0,0.0,3,2,1,1,1,0,0,0,0,17.0,2022,242
Chris Banjo,ARI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2022,242
Leki Fotu,ARI,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0,17.0,2022,242
Jesse Luketa,ARI,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,17.0,2022,242
Christian Matthew,ARI,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,17.0,2022,242
Ben Niemann,ARI,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,17.0,2022,242
Myjai Sanders,ARI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2022,242
Markus Golden,ARI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2022,242
Manny Jones,ARI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2022,242
Isaiah Oliver,ATL,0,0,0,0,2,1.0,9,5,4,1,1,0,0,0,0,17.0,2022,242
Adetokunbo Ogundeji,ATL,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,17.0,2022,242
Richie Grant,ATL,0,0,0,0,0,0.0,9,4,5,0,0,0,0,0,0,17.0,2022,242
Troy Andersen,ATL,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,17.0,2022,242
Abdullah Anderson,ATL,0,0,0,0,0,0.0,6,1,5,0,0,0,0,0,0,17.0,2022,242
Jaylinn Hawkins,ATL,0,0,0,0,0,0.0,6,0,6,0,0,0,0,0,0,17.0,2022,242
Cornell Armstrong,ATL,0,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0,17.0,2022,242
AJ Terrell,ATL,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,17.0,2022,242
Lorenzo Carter,ATL,0,0,0,0,0,0.0,4,1,3,0,1,0,0,0,0,17.0,2022,242
Rashaan Evans,ATL,0,0,0,0,0,0.0,4,4,0,0,1,0,0,0,0,17.0,2022,242
DeAundre Alford,ATL,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,17.0,2022,242
Grady Jarrett,ATL,0,0,0,0,0,0.0,3,1,2,0,2,0,0,0,0,17.0,2022,242
DeAngelo Malone,ATL,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,17.0,2022,242
Jalen Dalton,ATL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2022,242
Darren Hall,ATL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2022,242
Timmy Horne,ATL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,17.0,2022,242
Arnold Ebiketie,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2022,242
Nick Kwiatkoski,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2022,242
Keith Smith,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2022,242
Mykal Walker,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2022,242
Avery Williams,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2022,242
Jaleel Johnson,ATL,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,17.0,2022,242
