Quarter,Time,Tm,Detail,CAR,TAM,week,year,game_id
1.0,11:39,Panthers,Tommy Tremble 17 yard pass from Sam Darnold (Eddy Piñeiro kick),7,0,17.0,2022,243
2.0,7:51,Panthers,D.J. Moore 24 yard pass from Sam Darnold (Eddy Piñeiro kick),14,0,17.0,2022,243
,2:10,Buccaneers,Mike Evans 63 yard pass from Tom Brady (Ryan Succop kick),14,7,17.0,2022,243
,1:09,Buccaneers,Ryan Succop 22 yard field goal,14,10,17.0,2022,243
4.0,14:50,Panthers,Shi Smith 19 yard pass from Sam Darnold (Eddy Piñeiro kick),21,10,17.0,2022,243
,13:49,Buccaneers,Mike Evans 57 yard pass from Tom Brady (pass failed),21,16,17.0,2022,243
,6:47,Buccaneers,Mike Evans 30 yard pass from Tom Brady (Chris Godwin pass from Tom Brady),21,24,17.0,2022,243
,1:58,Buccaneers,Tom Brady 1 yard rush (Ryan Succop kick failed),21,30,17.0,2022,243
,0:59,Panthers,Eddy Piñeiro 49 yard field goal,24,30,17.0,2022,243
