Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Russell Wilson,DEN,0,0,0,0,0,17.0,2022,247
Latavius Murray,DEN,6,4,16,0,8,17.0,2022,247
Chase Edmonds,DEN,3,3,39,0,27,17.0,2022,247
Albert Okwuegbunam,DEN,6,3,45,1,25,17.0,2022,247
Courtland Sutton,DEN,6,4,44,0,18,17.0,2022,247
Jerry Jeudy,DEN,8,7,38,0,11,17.0,2022,247
Eric Saubert,DEN,3,3,30,0,24,17.0,2022,247
Andrew Beck,DEN,2,2,10,0,6,17.0,2022,247
Kendall Hinton,DEN,2,0,0,0,0,17.0,2022,247
Patrick Mahomes,KAN,1,1,6,0,6,17.0,2022,247
Isiah Pacheco,KAN,2,2,18,0,9,17.0,2022,247
Jerick McKinnon,KAN,6,5,52,2,28,17.0,2022,247
Ronald Jones II,KAN,0,0,0,0,0,17.0,2022,247
Kadarius Toney,KAN,4,4,71,0,38,17.0,2022,247
Travis Kelce,KAN,10,7,43,0,12,17.0,2022,247
Skyy Moore,KAN,4,3,33,0,18,17.0,2022,247
Marquez Valdes-Scantling,KAN,7,2,28,0,22,17.0,2022,247
Justin Watson,KAN,2,1,27,0,27,17.0,2022,247
JuJu Smith-Schuster,KAN,3,2,21,0,11,17.0,2022,247
Blake Bell,KAN,1,1,17,1,17,17.0,2022,247
Noah Gray,KAN,1,1,12,0,12,17.0,2022,247
