Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Fields,CHI,0,0,0,0,0,17.0,2022,244
Khalil Herbert,CHI,0,0,0,0,0,17.0,2022,244
David Montgomery,CHI,3,2,12,0,8,17.0,2022,244
Velus Jones Jr.,CHI,1,0,0,0,0,17.0,2022,244
Cole Kmet,CHI,3,2,27,1,14,17.0,2022,244
Equanimeous St. Brown,CHI,3,2,20,0,14,17.0,2022,244
N'Keal Harry,CHI,1,1,16,0,16,17.0,2022,244
Chase Claypool,CHI,1,0,0,0,0,17.0,2022,244
Ryan Griffin,CHI,1,0,0,0,0,17.0,2022,244
Byron Pringle,CHI,4,0,0,0,0,17.0,2022,244
Dante Pettis,CHI,1,0,0,0,0,17.0,2022,244
Jared Goff,DET,0,0,0,0,0,17.0,2022,244
Nate Sudfeld,DET,0,0,0,0,0,17.0,2022,244
Jamaal Williams,DET,1,1,13,0,13,17.0,2022,244
D'Andre Swift,DET,4,4,39,1,21,17.0,2022,244
Jameson Williams,DET,3,0,0,0,0,17.0,2022,244
Kalif Raymond,DET,3,3,40,0,16,17.0,2022,244
Amon-Ra St. Brown,DET,5,4,62,0,28,17.0,2022,244
DJ Chark,DET,4,2,56,0,28,17.0,2022,244
James Mitchell,DET,1,1,15,0,15,17.0,2022,244
Brock Wright,DET,4,3,13,2,9,17.0,2022,244
Shane Zylstra,DET,2,1,7,0,7,17.0,2022,244
Josh Reynolds,DET,1,1,5,0,5,17.0,2022,244
Jason Cabinda,DET,1,1,5,0,5,17.0,2022,244
