Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kenny Pickett,PIT,0,0,0,0,0,17.0,2022,255
Najee Harris,PIT,3,2,12,1,10,17.0,2022,255
Jaylen Warren,PIT,3,3,22,0,10,17.0,2022,255
Gunner Olszewski,PIT,0,0,0,0,0,17.0,2022,255
Derek Watt,PIT,0,0,0,0,0,17.0,2022,255
Pat Freiermuth,PIT,6,3,36,0,20,17.0,2022,255
Diontae Johnson,PIT,7,2,35,0,21,17.0,2022,255
Steven Sims,PIT,4,3,34,0,28,17.0,2022,255
George Pickens,PIT,4,2,29,0,15,17.0,2022,255
Tyler Huntley,BAL,0,0,0,0,0,17.0,2022,255
J.K. Dobbins,BAL,0,0,0,0,0,17.0,2022,255
Gus Edwards,BAL,0,0,0,0,0,17.0,2022,255
Andy Isabella,BAL,0,0,0,0,0,17.0,2022,255
Mark Andrews,BAL,9,9,100,0,19,17.0,2022,255
Isaiah Likely,BAL,5,3,12,1,11,17.0,2022,255
DeSean Jackson,BAL,2,1,9,0,9,17.0,2022,255
Demarcus Robinson,BAL,3,1,9,0,9,17.0,2022,255
Josh Oliver,BAL,1,0,0,0,0,17.0,2022,255
