Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Packers,24.0,9.54,4.71,4.92,0.0,10.2,8.86,-0.78,20.59,4.19,-6.77,8.83,-4.37,-0.21,6.71,17.0,2022,253
Vikings,-24.0,-10.2,-8.86,0.78,-20.59,-9.54,-4.71,-4.92,0.0,-4.19,-8.83,6.77,0.21,4.37,-6.71,17.0,2022,253
