0,1,week,year,game_id
Won Toss,Falcons (deferred),17.0,2022,242
Roof,retractable roof (closed),17.0,2022,242
Surface,fieldturf,17.0,2022,242
Duration,2:56,17.0,2022,242
Attendance,69269,17.0,2022,242
Vegas Line,Atlanta Falcons -6.0,17.0,2022,242
Over/Under,41.0 (under),17.0,2022,242
