Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA,week,year,game_id
2.0,7:08,2.0,8.0,NWE 34,7.0,7.0,Jeff Wilson right guard for 1 yard (tackle by Raekwon McMillan),2.91,2.35,17.0,2022,249
2.0,6:30,3.0,7.0,NWE 33,7.0,7.0,Teddy Bridgewater pass incomplete short right intended for Jaylen Waddle,2.35,1.15,17.0,2022,249
2.0,6:26,4.0,7.0,NWE 33,7.0,7.0,Jason Sanders 51 yard field goal no good,1.15,-1.66,17.0,2022,249
2.0,6:21,1.0,10.0,NWE 41,7.0,7.0,"Penalty on Trent Brown: False Start, 5 yards (accepted) (no play)",1.66,1.33,17.0,2022,249
2.0,6:21,1.0,15.0,NWE 36,7.0,7.0,Rhamondre Stevenson up the middle for 3 yards (tackle by Jaelan Phillips),1.33,0.85,17.0,2022,249
2.0,5:46,2.0,12.0,NWE 39,7.0,7.0,Mac Jones pass incomplete short right,0.85,0.17,17.0,2022,249
2.0,5:42,3.0,12.0,NWE 39,7.0,7.0,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,0.17,-0.78,17.0,2022,249
2.0,5:38,4.0,12.0,NWE 39,7.0,7.0,"Michael Palardy punts 37 yards, returned by Cedrick Wilson for no gain (tackle by Adrian Phillips). Penalty on Elijah Campbell: Offensive Holding, 10 yards (accepted)",-0.78,0.28,17.0,2022,249
2.0,5:28,1.0,10.0,MIA 14,7.0,7.0,Raheem Mostert right guard for 4 yards (tackle by Adrian Phillips),-0.28,-0.21,17.0,2022,249
2.0,4:50,2.0,6.0,MIA 18,7.0,7.0,Teddy Bridgewater pass complete short right to Durham Smythe for 9 yards (tackle by Ja'Whaun Bentley and Matt Judon),-0.21,0.74,17.0,2022,249
2.0,4:08,1.0,10.0,MIA 27,7.0,7.0,Teddy Bridgewater pass complete short left to Jeff Wilson for 9 yards (tackle by Myles Bryant),0.74,1.41,17.0,2022,249
2.0,3:28,2.0,1.0,MIA 36,7.0,7.0,Jeff Wilson up the middle for 11 yards (tackle by Kyle Dugger and Jahlani Tavai),1.41,2.06,17.0,2022,249
2.0,2:47,1.0,10.0,MIA 47,7.0,7.0,Jeff Wilson right tackle for no gain (tackle by Ja'Whaun Bentley and Adrian Phillips),2.06,1.52,17.0,2022,249
2.0,2:06,2.0,10.0,MIA 47,7.0,7.0,Teddy Bridgewater sacked by Carl Davis for -12 yards,1.52,-0.76,17.0,2022,249
2.0,2:00,3.0,22.0,MIA 35,7.0,7.0,Teddy Bridgewater pass complete short middle to Jaylen Waddle for 17 yards (tackle by Jonathan Jones),-0.76,0.07,17.0,2022,249
2.0,1:52,4.0,5.0,NWE 48,7.0,7.0,Thomas Morstead punts 46 yards out of bounds,0.07,0.38,17.0,2022,249
2.0,1:45,1.0,10.0,NWE 2,7.0,7.0,Damien Harris up the middle for 11 yards (tackle by Jevon Holland),-0.38,-0.32,17.0,2022,249
2.0,1:13,1.0,10.0,NWE 13,7.0,7.0,Mac Jones pass complete short middle to Damien Harris for 9 yards (tackle by Jerome Baker and Andrew Van Ginkel),-0.32,0.49,17.0,2022,249
2.0,0:53,2.0,1.0,NWE 22,7.0,7.0,Mac Jones pass incomplete deep left intended for Tyquan Thornton,0.49,-0.35,17.0,2022,249
2.0,0:45,3.0,1.0,NWE 22,7.0,7.0,Damien Harris up the middle for no gain (tackle by Elandon Roberts and Raekwon Davis),-0.35,-1.9,17.0,2022,249
3.0,15:00,,,MIA 35,7.0,7.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,249
3.0,15:00,1.0,10.0,NWE 25,7.0,7.0,Mac Jones pass incomplete short middle intended for Jakobi Meyers (defended by Jerome Baker),0.61,0.06,17.0,2022,249
3.0,14:56,2.0,10.0,NWE 25,7.0,7.0,Mac Jones pass complete short right to Damien Harris for 4 yards (tackle by Christian Wilkins),0.06,-0.1,17.0,2022,249
3.0,14:17,3.0,6.0,NWE 29,7.0,7.0,Mac Jones pass incomplete deep right intended for Nelson Agholor,-0.1,-1.44,17.0,2022,249
3.0,14:13,4.0,6.0,NWE 29,7.0,7.0,"Michael Palardy punts 34 yards, returned by Cedrick Wilson for 3 yards (tackle by Brenden Schooler)",-1.44,-1.6,17.0,2022,249
3.0,14:05,1.0,10.0,MIA 40,7.0,7.0,Jeff Wilson right tackle for 1 yard (tackle by Jabrill Peppers),1.6,1.19,17.0,2022,249
3.0,13:24,2.0,9.0,MIA 41,7.0,7.0,Teddy Bridgewater pass incomplete deep right intended for Tyreek Hill,1.19,0.5,17.0,2022,249
3.0,13:19,3.0,9.0,MIA 41,7.0,7.0,Teddy Bridgewater pass incomplete short left intended for Trent Sherfield (defended by Myles Bryant),0.5,-0.65,17.0,2022,249
3.0,13:12,4.0,9.0,MIA 41,7.0,7.0,"Thomas Morstead punts 51 yards, returned by Myles Bryant for 2 yards (tackle by Elandon Roberts)",-0.65,0.38,17.0,2022,249
3.0,13:01,1.0,10.0,NWE 10,7.0,7.0,Mac Jones pass incomplete short left intended for Hunter Henry,-0.38,-0.78,17.0,2022,249
3.0,12:56,2.0,10.0,NWE 10,7.0,7.0,Rhamondre Stevenson left guard for 3 yards (tackle by Elandon Roberts and Jerome Baker),-0.78,-1.07,17.0,2022,249
3.0,12:17,3.0,7.0,NWE 13,7.0,7.0,Mac Jones pass incomplete short middle intended for Rhamondre Stevenson,-1.07,-2.49,17.0,2022,249
3.0,12:12,4.0,7.0,NWE 13,7.0,7.0,"Michael Palardy punts 38 yards, returned by Cedrick Wilson for 10 yards (tackle by Matthew Slater)",-2.49,-2.85,17.0,2022,249
3.0,12:02,1.0,10.0,NWE 41,7.0,7.0,Teddy Bridgewater pass complete short middle to Jaylen Waddle for 23 yards (tackle by Myles Bryant),2.85,4.37,17.0,2022,249
3.0,11:22,1.0,10.0,NWE 18,7.0,7.0,Raheem Mostert up the middle for 3 yards (tackle by Deatrich Wise and Raekwon McMillan),4.37,4.25,17.0,2022,249
3.0,10:44,,,,,,Timeout #1 by Miami Dolphins,,,17.0,2022,249
3.0,10:44,2.0,7.0,NWE 15,7.0,7.0,Jeff Wilson right end for 9 yards (tackle by Jonathan Jones and Christian Barmore),4.25,5.83,17.0,2022,249
3.0,9:56,1.0,6.0,NWE 6,7.0,7.0,Raheem Mostert left guard for 4 yards (tackle by Jahlani Tavai),5.83,5.72,17.0,2022,249
3.0,9:22,2.0,2.0,NWE 2,13.0,7.0,"Teddy Bridgewater pass complete short middle to Raheem Mostert for 2 yards, touchdown",5.72,7.0,17.0,2022,249
3.0,9:17,,,NWE 15,14.0,7.0,Jason Sanders kicks extra point good,0.0,0.0,17.0,2022,249
3.0,9:17,,,MIA 35,14.0,7.0,"Jason Sanders kicks off 68 yards, returned by Pierre Strong for 21 yards (tackle by Clayton Fejedelem)",0.0,0.04,17.0,2022,249
3.0,9:13,1.0,10.0,NWE 18,14.0,7.0,Damien Harris up the middle for 1 yard (tackle by Elandon Roberts and Christian Wilkins),0.04,-0.32,17.0,2022,249
3.0,8:32,2.0,9.0,NWE 19,14.0,7.0,Mac Jones pass complete short right to Hunter Henry for 11 yards (tackle by Jevon Holland),-0.32,0.94,17.0,2022,249
3.0,7:52,1.0,10.0,NWE 30,14.0,7.0,Damien Harris up the middle for no gain (tackle by Melvin Ingram and Elandon Roberts),0.94,0.39,17.0,2022,249
3.0,7:19,2.0,10.0,NWE 30,14.0,7.0,Mac Jones pass complete short right to Jakobi Meyers for 5 yards (tackle by Jerome Baker),0.39,0.37,17.0,2022,249
3.0,6:42,3.0,5.0,NWE 35,14.0,7.0,Mac Jones pass complete deep left to Tyquan Thornton for 29 yards (tackle by Jevon Holland),0.37,3.18,17.0,2022,249
3.0,5:54,1.0,10.0,MIA 36,14.0,7.0,Mac Jones pass incomplete deep right intended for Tyquan Thornton,3.18,2.64,17.0,2022,249
3.0,5:49,2.0,10.0,MIA 36,14.0,7.0,Mac Jones pass complete short right to Rhamondre Stevenson for 4 yards (tackle by Jaelan Phillips),2.64,2.41,17.0,2022,249
3.0,5:15,3.0,7.0,MIA 32,14.0,7.0,"Penalty on Kendrick Bourne: False Start, 5 yards (accepted) (no play)",2.41,1.75,17.0,2022,249
3.0,4:54,3.0,12.0,MIA 37,14.0,7.0,Mac Jones pass complete short middle to Hunter Henry for 6 yards (tackle by Jevon Holland and Eric Rowe),1.75,1.35,17.0,2022,249
3.0,4:08,4.0,5.0,MIA 31,14.0,10.0,Nick Folk 49 yard field goal good,1.35,3.0,17.0,2022,249
3.0,4:03,,,NWE 35,14.0,10.0,"Nick Folk kicks off 63 yards, returned by Raheem Mostert for 27 yards (tackle by Jabrill Peppers)",0.0,0.87,17.0,2022,249
3.0,3:56,1.0,10.0,MIA 29,14.0,10.0,Teddy Bridgewater pass incomplete short left intended for Jaylen Waddle,0.87,0.33,17.0,2022,249
3.0,3:51,2.0,10.0,MIA 29,14.0,10.0,Jeff Wilson up the middle for no gain (tackle by Christian Barmore),0.33,-0.36,17.0,2022,249
3.0,3:09,3.0,10.0,MIA 29,14.0,10.0,"Penalty on Brandon Shell: False Start, 5 yards (accepted) (no play)",-0.36,-1.02,17.0,2022,249
3.0,3:03,3.0,15.0,MIA 24,14.0,16.0,"Teddy Bridgewater pass short right intended for Trent Sherfield is intercepted by Kyle Dugger at MIA-39 and returned for 39 yards, touchdown",-1.02,-7.0,17.0,2022,249
3.0,2:51,,,MIA 15,14.0,16.0,Nick Folk kicks extra point no good,0.0,-1.0,17.0,2022,249
3.0,2:51,,,NWE 35,14.0,16.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,249
3.0,2:51,1.0,10.0,MIA 25,14.0,16.0,Skylar Thompson pass complete short right to Raheem Mostert for -4 yards (tackle by Ja'Whaun Bentley),0.61,-0.48,17.0,2022,249
3.0,2:10,2.0,14.0,MIA 21,14.0,16.0,Skylar Thompson pass complete short right to Raheem Mostert for 4 yards (tackle by Kyle Dugger),-0.48,-0.62,17.0,2022,249
3.0,1:24,3.0,10.0,MIA 25,14.0,16.0,"Penalty on Josh Uche: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.62,0.04,17.0,2022,249
3.0,1:06,3.0,5.0,MIA 30,14.0,16.0,"Skylar Thompson pass complete short left to Raheem Mostert for 17 yards (tackle by Jabrill Peppers and Myles Bryant). Penalty on Ja'Whaun Bentley: Roughing the Passer, 15 yards (accepted)",0.04,3.05,17.0,2022,249
3.0,0:38,1.0,10.0,NWE 38,14.0,16.0,Jeff Wilson left end for 1 yard (tackle by Anfernee Jennings),3.05,2.64,17.0,2022,249
4.0,15:00,2.0,9.0,NWE 37,14.0,16.0,Skylar Thompson pass incomplete short left intended for Trent Sherfield (defended by Jonathan Jones),2.64,1.95,17.0,2022,249
4.0,14:55,3.0,9.0,NWE 37,14.0,16.0,"Skylar Thompson scrambles up the middle for no gain (tackle by Myles Bryant). Penalty on Tyreek Hill: Illegal Shift, 5 yards (accepted) (no play)",1.95,1.29,17.0,2022,249
4.0,14:29,3.0,14.0,NWE 42,14.0,16.0,Skylar Thompson pass short left intended for Tyreek Hill is intercepted by Jonathan Jones at NE-35 and returned for 2 yards (tackle by Tyreek Hill),1.29,-1.4,17.0,2022,249
4.0,14:18,1.0,10.0,NWE 37,14.0,16.0,Mac Jones pass complete short left to Jakobi Meyers for 1 yard (tackle by Kader Kohou),1.4,0.99,17.0,2022,249
4.0,13:42,2.0,9.0,NWE 38,14.0,16.0,Damien Harris left guard for 4 yards (tackle by Zach Sieler and Raekwon Davis),0.99,0.83,17.0,2022,249
4.0,13:02,3.0,5.0,NWE 42,14.0,16.0,Mac Jones pass incomplete deep left intended for Tyquan Thornton,0.83,-0.59,17.0,2022,249
4.0,12:57,4.0,5.0,NWE 42,14.0,16.0,"Michael Palardy punts 58 yards, touchback.",-0.59,-0.28,17.0,2022,249
4.0,12:47,1.0,10.0,MIA 20,14.0,16.0,Skylar Thompson scrambles left end for 4 yards (tackle by Davon Godchaux),0.28,0.14,17.0,2022,249
4.0,12:04,2.0,7.0,MIA 23,14.0,16.0,Skylar Thompson pass incomplete short left intended for Jeff Wilson,0.14,-0.49,17.0,2022,249
4.0,11:58,3.0,7.0,MIA 24,14.0,16.0,Skylar Thompson pass complete short right to Jaylen Waddle for 12 yards (tackle by Jabrill Peppers),-0.49,1.33,17.0,2022,249
4.0,11:13,1.0,10.0,MIA 36,14.0,16.0,Jeff Wilson right tackle for 2 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),1.33,1.13,17.0,2022,249
4.0,10:28,2.0,7.0,MIA 38,14.0,16.0,Skylar Thompson pass incomplete short left intended for Alec Ingold,1.13,0.43,17.0,2022,249
4.0,10:23,3.0,7.0,MIA 38,14.0,16.0,Skylar Thompson pass complete short left to Tyreek Hill for 4 yards (tackle by Myles Bryant),0.43,-0.59,17.0,2022,249
4.0,9:50,4.0,3.0,MIA 42,14.0,16.0,"Thomas Morstead punts 47 yards, fair catch by Myles Bryant at NE-11",-0.59,0.37,17.0,2022,249
4.0,9:43,1.0,10.0,NWE 11,14.0,16.0,Mac Jones pass complete short right to Kendrick Bourne for 16 yards (tackle by Christian Wilkins),-0.37,0.74,17.0,2022,249
4.0,9:06,1.0,10.0,NWE 27,14.0,16.0,Mac Jones pass incomplete short right intended for Kendrick Bourne (defended by Christian Wilkins),0.74,0.2,17.0,2022,249
4.0,9:02,2.0,10.0,NWE 27,14.0,16.0,Mac Jones pass complete short right to Rhamondre Stevenson for 5 yards (tackle by Jaelan Phillips),0.2,0.17,17.0,2022,249
4.0,8:20,3.0,5.0,NWE 32,14.0,16.0,Mac Jones pass complete deep right to Jakobi Meyers for 25 yards (tackle by Jevon Holland),0.17,2.72,17.0,2022,249
4.0,7:45,1.0,10.0,MIA 43,14.0,16.0,Rhamondre Stevenson up the middle for 8 yards (tackle by John Jenkins),2.72,3.26,17.0,2022,249
4.0,7:16,2.0,2.0,MIA 35,14.0,16.0,Mac Jones up the middle for 3 yards (tackle by Zach Sieler),3.26,3.45,17.0,2022,249
4.0,6:38,1.0,10.0,MIA 32,14.0,16.0,Mac Jones pass complete short left to Hunter Henry for 4 yards (tackle by Jerome Baker),3.45,3.44,17.0,2022,249
4.0,6:09,2.0,6.0,MIA 28,14.0,16.0,Rhamondre Stevenson left guard for 1 yard (tackle by Raekwon Davis and Christian Wilkins),3.44,2.87,17.0,2022,249
4.0,5:33,3.0,5.0,MIA 27,14.0,16.0,"Mac Jones pass incomplete deep right intended for Jakobi Meyers. Penalty on Keion Crossen: Defensive Pass Interference, 22 yards (accepted) (no play)",2.87,6.06,17.0,2022,249
4.0,5:27,1.0,5.0,MIA 5,14.0,16.0,Mac Jones pass incomplete short right intended for Tyquan Thornton,6.06,5.15,17.0,2022,249
4.0,5:21,2.0,5.0,MIA 5,14.0,16.0,Damien Harris right guard for 3 yards (tackle by Elandon Roberts),5.15,5.12,17.0,2022,249
4.0,4:40,,,,,,Timeout #1 by New England Patriots,,,17.0,2022,249
4.0,4:40,3.0,1.0,MIA 2,14.0,22.0,"Mac Jones pass complete short left to Jakobi Meyers for 2 yards, touchdown",5.12,7.0,17.0,2022,249
4.0,4:37,,,MIA 15,14.0,23.0,Nick Folk kicks extra point good,0.0,0.0,17.0,2022,249
4.0,4:37,,,NWE 35,14.0,23.0,"Nick Folk kicks off 64 yards, returned by Raheem Mostert for 31 yards (tackle by Matthew Slater)",0.0,1.07,17.0,2022,249
4.0,4:29,1.0,10.0,MIA 32,14.0,23.0,Skylar Thompson pass incomplete short left intended for Jeff Wilson,1.07,0.53,17.0,2022,249
4.0,4:23,2.0,10.0,MIA 32,14.0,23.0,Skylar Thompson pass incomplete deep right intended for Trent Sherfield (defended by Kyle Dugger),0.53,-0.16,17.0,2022,249
4.0,4:16,3.0,10.0,MIA 32,14.0,23.0,Skylar Thompson sacked by Christian Barmore for -6 yards,-0.16,-1.63,17.0,2022,249
4.0,3:32,4.0,16.0,MIA 26,14.0,23.0,Skylar Thompson pass complete short left to Jeff Wilson for 9 yards (tackle by Tae Hayes),-1.63,-3.25,17.0,2022,249
4.0,3:23,1.0,10.0,MIA 35,14.0,23.0,Damien Harris up the middle for no gain (tackle by Zach Sieler and John Jenkins),3.25,2.7,17.0,2022,249
4.0,2:46,2.0,10.0,MIA 35,14.0,23.0,Damien Harris up the middle for 4 yards (tackle by Zach Sieler),2.7,2.54,17.0,2022,249
4.0,2:39,,,,,,Timeout #2 by Miami Dolphins,,,17.0,2022,249
4.0,2:39,3.0,6.0,MIA 31,14.0,23.0,Kendrick Bourne right tackle for 2 yards (tackle by Elandon Roberts),2.54,1.56,17.0,2022,249
4.0,2:34,,,,,,Timeout #3 by Miami Dolphins,,,17.0,2022,249
4.0,2:34,4.0,4.0,MIA 29,14.0,23.0,Mac Jones sacked by Zach Sieler for -10 yards,1.56,-1.53,17.0,2022,249
4.0,2:32,1.0,10.0,MIA 39,14.0,23.0,Skylar Thompson pass complete short left to Raheem Mostert for 4 yards (tackle by Raekwon McMillan),1.53,1.53,17.0,2022,249
4.0,2:25,2.0,6.0,MIA 43,14.0,23.0,Skylar Thompson pass complete short right to Raheem Mostert for 6 yards (tackle by Tae Hayes),1.53,2.19,17.0,2022,249
4.0,2:18,1.0,10.0,MIA 49,14.0,23.0,Skylar Thompson pass complete short left to Salvon Ahmed for 8 yards (tackle by Jabrill Peppers and Myles Bryant),2.19,2.73,17.0,2022,249
4.0,2:10,2.0,2.0,NWE 43,14.0,23.0,Skylar Thompson pass incomplete short middle intended for Jeff Wilson,2.73,2.01,17.0,2022,249
4.0,2:06,3.0,2.0,NWE 43,14.0,23.0,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",2.01,1.36,17.0,2022,249
4.0,2:06,3.0,7.0,NWE 48,14.0,23.0,Skylar Thompson pass incomplete short left intended for Mike Gesicki,1.36,0.07,17.0,2022,249
4.0,2:00,4.0,7.0,NWE 48,14.0,23.0,Skylar Thompson pass complete short middle to Tyreek Hill for 17 yards (tackle by Kyle Dugger),0.07,3.51,17.0,2022,249
4.0,1:34,1.0,10.0,NWE 31,14.0,23.0,Skylar Thompson pass incomplete short left intended for Mike Gesicki,3.51,2.97,17.0,2022,249
4.0,1:30,2.0,10.0,NWE 31,14.0,23.0,Skylar Thompson pass complete short right to Trent Sherfield for 23 yards (tackle by Jabrill Peppers and Jonathan Jones),2.97,5.37,17.0,2022,249
4.0,1:16,,,,,,Timeout #2 by New England Patriots,,,17.0,2022,249
