Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mike White,NYJ,0,0,0,0,0,17.0,2022,251
Ty Johnson,NYJ,5,1,11,0,11,17.0,2022,251
Zonovan Knight,NYJ,3,2,17,0,13,17.0,2022,251
Michael Carter,NYJ,3,2,3,0,4,17.0,2022,251
Tyler Conklin,NYJ,6,6,80,0,30,17.0,2022,251
Corey Davis,NYJ,6,3,45,0,16,17.0,2022,251
Braxton Berrios,NYJ,1,1,24,0,24,17.0,2022,251
C.J. Uzomah,NYJ,7,3,24,0,12,17.0,2022,251
Garrett Wilson,NYJ,11,3,18,0,8,17.0,2022,251
Elijah Moore,NYJ,2,2,18,0,15,17.0,2022,251
Denzel Mims,NYJ,1,0,0,0,0,17.0,2022,251
Geno Smith,SEA,0,0,0,0,0,17.0,2022,251
Kenneth Walker III,SEA,1,1,9,0,9,17.0,2022,251
DeeJay Dallas,SEA,4,3,55,0,41,17.0,2022,251
Godwin Igwebuike,SEA,1,1,3,0,3,17.0,2022,251
Noah Fant,SEA,3,2,40,0,29,17.0,2022,251
Colby Parkinson,SEA,7,5,36,1,12,17.0,2022,251
Tyler Lockett,SEA,2,2,15,0,8,17.0,2022,251
Laquon Treadwell,SEA,2,2,15,0,10,17.0,2022,251
Tyler Mabry,SEA,1,1,7,1,7,17.0,2022,251
D.K. Metcalf,SEA,5,1,3,0,3,17.0,2022,251
Cade Johnson,SEA,2,0,0,0,0,17.0,2022,251
