Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jamycal Hasty,JAX,10,33,1,2.0,33,3.3,0,0.0,0,,17.0,2022,248
Travis Etienne,JAX,9,108,1,2.0,89,9.9,19,2.1,1,9.0,17.0,2022,248
Snoop Conner,JAX,5,17,1,1.0,15,3.0,2,0.4,0,,17.0,2022,248
Jamal Agnew,JAX,2,-6,0,,-6,-3.0,0,0.0,0,,17.0,2022,248
Trevor Lawrence,JAX,2,4,0,1.0,4,2.0,0,0.0,0,,17.0,2022,248
Evan Engram,JAX,1,13,0,1.0,13,13.0,0,0.0,0,,17.0,2022,248
Royce Freeman,HOU,7,19,0,1.0,17,2.4,2,0.3,0,,17.0,2022,248
Dare Ogunbowale,HOU,7,21,0,1.0,17,2.4,4,0.6,0,,17.0,2022,248
Davis Mills,HOU,4,33,0,1.0,33,8.3,0,0.0,0,,17.0,2022,248
Jeff Driskel,HOU,2,7,0,,7,3.5,0,0.0,0,,17.0,2022,248
Amari Rodgers,HOU,1,4,0,0.0,4,4.0,0,0.0,0,,17.0,2022,248
