Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Brock Purdy,SFO,0,0,0,0,0,17.0,2022,252
Christian McCaffrey,SFO,9,6,72,0,38,17.0,2022,252
Brandon Aiyuk,SFO,12,9,101,1,23,17.0,2022,252
Jordan Mason,SFO,0,0,0,0,0,17.0,2022,252
Danny Gray,SFO,0,0,0,0,0,17.0,2022,252
Kyle Juszczyk,SFO,0,0,0,0,0,17.0,2022,252
Tyrion Davis-Price,SFO,0,0,0,0,0,17.0,2022,252
Jauan Jennings,SFO,3,2,46,0,28,17.0,2022,252
Ray-Ray McCloud,SFO,2,1,42,0,42,17.0,2022,252
George Kittle,SFO,8,4,23,1,9,17.0,2022,252
Jarrett Stidham,LVR,0,0,0,0,0,17.0,2022,252
Josh Jacobs,LVR,5,4,26,0,14,17.0,2022,252
Brandon Bolden,LVR,0,0,0,0,0,17.0,2022,252
Davante Adams,LVR,11,7,153,2,60,17.0,2022,252
Darren Waller,LVR,5,3,72,1,24,17.0,2022,252
Foster Moreau,LVR,3,3,55,0,21,17.0,2022,252
Mack Hollins,LVR,4,3,40,0,21,17.0,2022,252
Hunter Renfrow,LVR,4,3,19,0,12,17.0,2022,252
