Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Jets,-17.0,-16.78,-16.3,-1.52,-10.38,-3.31,-6.6,2.65,0.0,4.05,-1.96,3.86,1.69,-1.4,1.86,17.0,2022,251
Seahawks,17.0,3.31,6.6,-2.65,0.0,16.78,16.3,1.52,10.38,-4.05,-3.86,1.96,1.4,-1.69,-1.86,17.0,2022,251
