Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Zack Moss,IND,15,74,0,4.0,42,2.8,32,2.1,2,7.5,17.0,2022,246
Jordan Wilkins,IND,6,23,0,0.0,21,3.5,2,0.3,0,,17.0,2022,246
Deon Jackson,IND,3,10,0,,6,2.0,4,1.3,0,,17.0,2022,246
Parris Campbell,IND,1,1,0,0.0,1,1.0,0,0.0,0,,17.0,2022,246
Sam Ehlinger,IND,1,12,0,1.0,12,12.0,0,0.0,0,,17.0,2022,246
Nick Foles,IND,1,8,0,0.0,8,8.0,0,0.0,0,,17.0,2022,246
Saquon Barkley,NYG,12,58,0,2.0,46,3.8,12,1.0,0,,17.0,2022,246
Daniel Jones,NYG,11,91,2,8.0,68,6.2,23,2.1,1,11.0,17.0,2022,246
Matt Breida,NYG,9,59,0,3.0,44,4.9,15,1.7,1,9.0,17.0,2022,246
Gary Brightwell,NYG,5,9,0,1.0,6,1.2,3,0.6,0,,17.0,2022,246
