Quarter,Time,Tm,Detail,IND,NYG,week,year,game_id
1.0,2:26,Colts,Chase McLaughlin 23 yard field goal,3,0,17.0,2022,246
2.0,10:38,Giants,Richie James 6 yard pass from Daniel Jones (Graham Gano kick),3,7,17.0,2022,246
,4:21,Giants,Isaiah Hodgins 6 yard pass from Daniel Jones (Graham Gano kick),3,14,17.0,2022,246
,1:45,Giants,Landon Collins 52 yard interception return (Graham Gano kick),3,21,17.0,2022,246
,0:00,Giants,Graham Gano 36 yard field goal,3,24,17.0,2022,246
3.0,10:40,Giants,Daniel Jones 18 yard rush (Graham Gano kick),3,31,17.0,2022,246
,2:08,Colts,Michael Pittman Jr. 6 yard pass from Sam Ehlinger (Chase McLaughlin kick),10,31,17.0,2022,246
4.0,11:57,Giants,Daniel Jones 10 yard rush (Graham Gano kick),10,38,17.0,2022,246
