Player,Pos,home_team,team,week,year,game_id
Sam Darnold,QB,0,Panthers,17.0,2022,243
D'Onta Foreman,RB,0,Panthers,17.0,2022,243
Shi Smith,WR,0,Panthers,17.0,2022,243
Laviska Shenault Jr.,WR,0,Panthers,17.0,2022,243
D.J. Moore,WR,0,Panthers,17.0,2022,243
Ian Thomas,TE,0,Panthers,17.0,2022,243
Bradley Bozeman,OL,0,Panthers,17.0,2022,243
Brady Christensen,T,0,Panthers,17.0,2022,243
Ikem Ekwonu,T,0,Panthers,17.0,2022,243
Taylor Moton,T,0,Panthers,17.0,2022,243
Austin Corbett,OG,0,Panthers,17.0,2022,243
Brian Burns,DE,0,Panthers,17.0,2022,243
Yetur Gross-Matos,DE,0,Panthers,17.0,2022,243
Derrick Brown,DT,0,Panthers,17.0,2022,243
Matthew Ioannidis,DT,0,Panthers,17.0,2022,243
Frankie Luvu,LB,0,Panthers,17.0,2022,243
Cory Littleton,LB,0,Panthers,17.0,2022,243
Shaq Thompson,LB,0,Panthers,17.0,2022,243
C.J. Henderson,CB,0,Panthers,17.0,2022,243
Keith Taylor,CB,0,Panthers,17.0,2022,243
Jeremy Chinn,S,0,Panthers,17.0,2022,243
Xavier Woods,S,0,Panthers,17.0,2022,243
