Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
David Blough,ARI,0,0,0,0,0,17.0,2022,242
James Conner,ARI,3,3,31,0,13,17.0,2022,242
Corey Clement,ARI,1,0,0,0,0,17.0,2022,242
Pharoh Cooper,ARI,0,0,0,0,0,17.0,2022,242
Trey McBride,ARI,10,7,78,1,26,17.0,2022,242
Marquise Brown,ARI,9,6,61,0,19,17.0,2022,242
A.J. Green,ARI,2,2,17,0,9,17.0,2022,242
Greg Dortch,ARI,10,4,15,0,11,17.0,2022,242
Robbie Chosen,ARI,1,1,13,0,13,17.0,2022,242
Andre Baccellia,ARI,2,1,7,0,7,17.0,2022,242
Desmond Ridder,ATL,0,0,0,0,0,17.0,2022,242
Tyler Allgeier,ATL,1,1,12,0,12,17.0,2022,242
Cordarrelle Patterson,ATL,8,6,42,0,16,17.0,2022,242
MyCole Pruitt,ATL,4,4,49,0,25,17.0,2022,242
Drake London,ATL,8,5,47,0,13,17.0,2022,242
Damiere Byrd,ATL,2,1,12,0,12,17.0,2022,242
KhaDarel Hodge,ATL,1,1,5,0,5,17.0,2022,242
Avery Williams,ATL,1,1,2,0,2,17.0,2022,242
