Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Trevor Lawrence,JAX,0,0,0,0,0,17.0,2022,248
C.J. Beathard,JAX,0,0,0,0,0,17.0,2022,248
Travis Etienne,JAX,3,3,32,0,30,17.0,2022,248
Jamycal Hasty,JAX,6,6,23,0,11,17.0,2022,248
Snoop Conner,JAX,0,0,0,0,0,17.0,2022,248
Evan Engram,JAX,2,1,16,0,16,17.0,2022,248
Marvin Jones,JAX,7,6,61,0,17,17.0,2022,248
Zay Jones,JAX,5,3,24,0,11,17.0,2022,248
Christian Kirk,JAX,3,2,21,0,13,17.0,2022,248
Dan Arnold,JAX,1,0,0,0,0,17.0,2022,248
Jamal Agnew,JAX,1,1,4,0,4,17.0,2022,248
Davis Mills,HOU,0,0,0,0,0,17.0,2022,248
Jeff Driskel,HOU,0,0,0,0,0,17.0,2022,248
Dare Ogunbowale,HOU,3,2,4,0,2,17.0,2022,248
Royce Freeman,HOU,5,3,20,0,9,17.0,2022,248
Amari Rodgers,HOU,2,2,12,0,10,17.0,2022,248
Brandin Cooks,HOU,7,4,39,0,17,17.0,2022,248
Jordan Akins,HOU,3,2,38,0,29,17.0,2022,248
O.J. Howard,HOU,2,1,26,0,26,17.0,2022,248
Chris Moore,HOU,5,3,21,0,12,17.0,2022,248
Brevin Jordan,HOU,3,1,20,0,20,17.0,2022,248
Phillip Dorsett,HOU,6,3,14,0,7,17.0,2022,248
Rex Burkhead,HOU,5,3,10,0,5,17.0,2022,248
Troy Hairston,HOU,1,1,7,0,7,17.0,2022,248
