Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Mike White,NYJ,0,0,0,0,17.0,2022,251
Ty Johnson,NYJ,8,46,0,22,17.0,2022,251
Zonovan Knight,NYJ,8,27,0,19,17.0,2022,251
Michael Carter,NYJ,1,2,0,2,17.0,2022,251
Tyler Conklin,NYJ,0,0,0,0,17.0,2022,251
Corey Davis,NYJ,0,0,0,0,17.0,2022,251
Braxton Berrios,NYJ,0,0,0,0,17.0,2022,251
C.J. Uzomah,NYJ,0,0,0,0,17.0,2022,251
Garrett Wilson,NYJ,0,0,0,0,17.0,2022,251
Elijah Moore,NYJ,0,0,0,0,17.0,2022,251
Denzel Mims,NYJ,0,0,0,0,17.0,2022,251
Geno Smith,SEA,5,18,0,11,17.0,2022,251
Kenneth Walker III,SEA,23,133,0,60,17.0,2022,251
DeeJay Dallas,SEA,7,43,0,17,17.0,2022,251
Godwin Igwebuike,SEA,3,4,0,4,17.0,2022,251
Noah Fant,SEA,0,0,0,0,17.0,2022,251
Colby Parkinson,SEA,0,0,0,0,17.0,2022,251
Tyler Lockett,SEA,0,0,0,0,17.0,2022,251
Laquon Treadwell,SEA,0,0,0,0,17.0,2022,251
Tyler Mabry,SEA,0,0,0,0,17.0,2022,251
D.K. Metcalf,SEA,0,0,0,0,17.0,2022,251
Cade Johnson,SEA,0,0,0,0,17.0,2022,251
