Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Jamaree Salyer,G,64,100%,0,0%,5,20%,1,Chargers,17.0,2022,254
Zion Johnson,G,64,100%,0,0%,5,20%,1,Chargers,17.0,2022,254
Matt Feiler,G,64,100%,0,0%,5,20%,1,Chargers,17.0,2022,254
Corey Linsley,C,58,91%,0,0%,0,0%,1,Chargers,17.0,2022,254
Trey Pipkins,T,57,89%,0,0%,4,16%,1,Chargers,17.0,2022,254
Keenan Allen,WR,54,84%,0,0%,0,0%,1,Chargers,17.0,2022,254
Justin Herbert,QB,51,80%,0,0%,0,0%,1,Chargers,17.0,2022,254
Mike Williams,WR,50,78%,0,0%,0,0%,1,Chargers,17.0,2022,254
Josh Palmer,WR,37,58%,0,0%,0,0%,1,Chargers,17.0,2022,254
Gerald Everett,TE,36,56%,0,0%,0,0%,1,Chargers,17.0,2022,254
Tre' McKitty,TE,30,47%,0,0%,5,20%,1,Chargers,17.0,2022,254
Austin Ekeler,RB,28,44%,0,0%,0,0%,1,Chargers,17.0,2022,254
Donald Parham,TE,26,41%,0,0%,0,0%,1,Chargers,17.0,2022,254
Joshua Kelley,RB,23,36%,0,0%,6,24%,1,Chargers,17.0,2022,254
Larry Rountree,RB,13,20%,0,0%,10,40%,1,Chargers,17.0,2022,254
DeAndre Carter,WR,13,20%,0,0%,8,32%,1,Chargers,17.0,2022,254
Chase Daniel,QB,13,20%,0,0%,0,0%,1,Chargers,17.0,2022,254
Stone Smartt,TE,10,16%,0,0%,7,28%,1,Chargers,17.0,2022,254
Foster Sarell,T,7,11%,0,0%,1,4%,1,Chargers,17.0,2022,254
Will Clapp,C,6,9%,0,0%,5,20%,1,Chargers,17.0,2022,254
Alohi Gilman,SS,0,0%,49,100%,10,40%,1,Chargers,17.0,2022,254
Michael Davis,CB,0,0%,47,96%,3,12%,1,Chargers,17.0,2022,254
Nasir Adderley,FS,0,0%,43,88%,4,16%,1,Chargers,17.0,2022,254
Drue Tranquill,LB,0,0%,43,88%,3,12%,1,Chargers,17.0,2022,254
Asante Samuel Jr.,CB,0,0%,36,73%,3,12%,1,Chargers,17.0,2022,254
Sebastian Joseph-Day,NT,0,0%,35,71%,1,4%,1,Chargers,17.0,2022,254
Khalil Mack,LB,0,0%,35,71%,0,0%,1,Chargers,17.0,2022,254
Kenneth Murray,LB,0,0%,33,67%,1,4%,1,Chargers,17.0,2022,254
Bryce Callahan,CB,0,0%,32,65%,0,0%,1,Chargers,17.0,2022,254
Morgan Fox,DE,0,0%,28,57%,3,12%,1,Chargers,17.0,2022,254
Kyle Van Noy,LB,0,0%,26,53%,0,0%,1,Chargers,17.0,2022,254
Breiden Fehoko,NT,0,0%,25,51%,2,8%,1,Chargers,17.0,2022,254
Joey Bosa,LB,0,0%,24,49%,0,0%,1,Chargers,17.0,2022,254
Christopher Hinton,DT,0,0%,18,37%,2,8%,1,Chargers,17.0,2022,254
Ja'Sir Taylor,FS,0,0%,17,35%,17,68%,1,Chargers,17.0,2022,254
Chris Rumph,LB,0,0%,12,24%,11,44%,1,Chargers,17.0,2022,254
David Moa,DT,0,0%,10,20%,2,8%,1,Chargers,17.0,2022,254
Raheem Layne,DB,0,0%,7,14%,13,52%,1,Chargers,17.0,2022,254
Troy Reeder,LB,0,0%,6,12%,17,68%,1,Chargers,17.0,2022,254
Amen Ogbongbemiga,LB,0,0%,4,8%,19,76%,1,Chargers,17.0,2022,254
Derrek Tuszka,LB,0,0%,3,6%,25,100%,1,Chargers,17.0,2022,254
Nick Niemann,LB,0,0%,2,4%,17,68%,1,Chargers,17.0,2022,254
Deane Leonard,SS,0,0%,2,4%,17,68%,1,Chargers,17.0,2022,254
JT Woods,FS,0,0%,2,4%,10,40%,1,Chargers,17.0,2022,254
Cameron Dicker,P,0,0%,0,0%,11,44%,1,Chargers,17.0,2022,254
JK Scott,P,0,0%,0,0%,9,36%,1,Chargers,17.0,2022,254
Josh Harris,LS,0,0%,0,0%,9,36%,1,Chargers,17.0,2022,254
Brenden Jaimes,G,0,0%,0,0%,5,20%,1,Chargers,17.0,2022,254
