Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Sam Ehlinger,IND,0,0,0,0,0,17.0,2022,246
Nick Foles,IND,0,0,0,0,0,17.0,2022,246
Zack Moss,IND,0,0,0,0,0,17.0,2022,246
Jordan Wilkins,IND,2,2,14,0,10,17.0,2022,246
Deon Jackson,IND,0,0,0,0,0,17.0,2022,246
Parris Campbell,IND,6,3,52,0,49,17.0,2022,246
Michael Pittman Jr.,IND,8,6,41,1,15,17.0,2022,246
Jelani Woods,IND,4,3,19,0,11,17.0,2022,246
Alec Pierce,IND,5,3,15,0,10,17.0,2022,246
Mike Strachan,IND,1,0,0,0,0,17.0,2022,246
Mo Alie-Cox,IND,1,0,0,0,0,17.0,2022,246
Daniel Jones,NYG,0,0,0,0,0,17.0,2022,246
Matt Breida,NYG,1,1,8,0,8,17.0,2022,246
Saquon Barkley,NYG,4,2,-5,0,-2,17.0,2022,246
Gary Brightwell,NYG,0,0,0,0,0,17.0,2022,246
Richie James,NYG,7,7,76,1,28,17.0,2022,246
Isaiah Hodgins,NYG,5,4,42,1,19,17.0,2022,246
Daniel Bellinger,NYG,3,3,42,0,24,17.0,2022,246
Darius Slayton,NYG,3,2,14,0,9,17.0,2022,246
