Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Pat Freiermuth,PIT,6,3,36,0,2.0,30,10.0,6,2.0,7.2,0,,0,0.0,0,68.7,17.0,2022,255
Steven Sims,PIT,4,3,34,0,1.0,-7,-2.3,41,13.7,2.0,1,3.0,0,0.0,0,100.0,17.0,2022,255
Jaylen Warren,PIT,3,3,22,0,2.0,2,0.7,20,6.7,0.7,0,,0,0.0,0,97.2,17.0,2022,255
Najee Harris,PIT,3,2,12,1,1.0,10,5.0,2,1.0,3.3,0,,0,0.0,0,113.9,17.0,2022,255
Diontae Johnson,PIT,7,2,35,0,1.0,18,9.0,17,8.5,11.7,1,2.0,0,0.0,0,47.9,17.0,2022,255
George Pickens,PIT,4,2,29,0,2.0,29,14.5,0,0.0,11.8,0,,0,0.0,0,74.0,17.0,2022,255
Mark Andrews,BAL,9,9,100,0,6.0,67,7.4,33,3.7,7.4,0,,0,0.0,0,113.0,17.0,2022,255
Isaiah Likely,BAL,5,3,12,1,1.0,8,2.7,4,1.3,1.6,0,,0,0.0,0,104.2,17.0,2022,255
DeSean Jackson,BAL,2,1,9,0,,4,4.0,5,5.0,8.0,0,,0,0.0,0,62.5,17.0,2022,255
Demarcus Robinson,BAL,3,1,9,0,1.0,9,9.0,0,0.0,13.0,0,,0,0.0,1,2.8,17.0,2022,255
Josh Oliver,BAL,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6,17.0,2022,255
